		Total nat. gas (kBtu/h)	Dry-bulb temperature (°C)
			
Date	Time	18 Havelock-test-Newcastle.aps	NewcastleEWY.fwt
Sun, 01/Jan	24:00		
	01:45	7.781	
	02:00		4.20
	02:15	7.829	
	02:45	7.832	
	03:00		4.20
	03:15	7.834	
	03:45	7.834	
	04:00		4.20
	04:15	7.769	
	04:45	7.636	
	05:00		5.40
	05:15	7.571	
	05:45	7.580	
	06:00		5.20
	06:15	7.492	
	06:45	7.300	
	07:00		6.90
	07:15	7.272	
	07:45	7.414	
	08:00		5.40
	08:15	7.456	
	08:45	7.339	
	09:00		5.70
	09:15	6.589	
	09:45	6.426	
	10:00		6.60
	10:15	6.211	
	10:45	5.974	
	11:00		7.40
	11:15	5.776	
	11:45	5.563	
	12:00		8.20
	12:15	5.393	
	12:45	5.289	
	13:00		8.40
	13:15	5.256	
	13:45	5.278	
	14:00		7.70
	14:15	5.461	
	14:45	5.853	
	15:00		6.50
	15:15	6.200	
	15:45	6.493	
	16:00		5.80
	16:15	6.652	
	16:45	6.717	
	17:00		5.80
	17:15	6.833	
	17:45	7.015	
	18:00		4.40
	18:15	6.562	
	18:45	6.569	
	19:00		4.40
	19:15	6.552	
	19:45	6.517	
	20:00		4.70
	20:15	6.436	
	20:45	6.324	
	21:00		5.90
	21:15	6.270	
	21:45	6.270	
	22:00		6.00
	22:15	7.148	
	22:45	7.144	
	23:00		5.40
	23:15	7.306	
	23:45	7.339	
Thu, 23/Nov	24:00		4.90
	00:15	7.457	
	00:45	7.424	
	01:00		5.20
	01:15	7.381	
	01:45	7.332	
	02:00		5.60
	02:15	7.304	
	02:45	7.299	
	03:00		5.60
	03:15	7.313	
	03:45	7.345	
	04:00		5.30
	04:15	7.411	
	04:45	7.511	
	05:00		4.40
	05:15	7.522	
	05:45	7.442	
	06:00		5.20
	06:15	7.306	
	06:45	7.112	
	07:00		6.90
	07:15	7.008	
	07:45	7.002	
	08:00		6.80
	08:15	6.952	
	08:45	6.805	
	09:00		7.40
	09:15	6.085	
	09:45	6.030	
	10:00		7.70
	10:15	5.965	
	10:45	5.815	
	11:00		8.10
	11:15	5.616	
	11:45	5.476	
	12:00		8.80
	12:15	5.369	
	12:45	5.232	
	13:00		9.40
	13:15	5.059	
	13:45	4.825	
	14:00		10.00
	14:15	4.765	
	14:45	5.000	
	15:00		9.40
	15:15	5.275	
	15:45	5.582	
	16:00		9.00
	16:15	5.772	
	16:45	5.894	
	17:00		8.50
	17:15	5.971	
	17:45	6.021	
	18:00		8.30
	18:15	5.486	
	18:45	5.467	
	19:00		8.40
	19:15	5.476	
	19:45	5.520	
	20:00		7.90
	20:15	5.600	
	20:45	5.729	
	21:00		6.90
	21:15	5.832	
	21:45	5.903	
	22:00		6.50
	22:15	6.756	
	22:45	6.631	
	23:00		7.10
	23:15	6.715	
	23:45	6.717	
Fri, 24/Nov	24:00		6.80
	00:15	6.846	
	00:45	6.875	
	01:00		6.50
	01:15	6.914	
	01:45	6.962	
	02:00		6.10
	02:15	7.006	
	02:45	7.046	
	03:00		5.80
	03:15	7.053	
	03:45	7.024	
	04:00		6.10
	04:15	6.985	
	04:45	6.936	
	05:00		6.50
	05:15	6.928	
	05:45	6.966	
	06:00		6.10
	06:15	6.970	
	06:45	6.937	
	07:00		6.40
	07:15	6.820	
	07:45	6.619	
	08:00		8.20
	08:15	6.419	
	08:45	6.178	
	09:00		9.60
	09:15	5.383	
	09:45	5.278	
	10:00		10.40
	10:15	5.186	
	10:45	5.018	
	11:00		11.00
	11:15	4.765	
	11:45	4.688	
	12:00		12.40
	12:15	4.688	
	12:45	4.688	
	13:00		12.50
	13:15	4.688	
	13:45	4.688	
	14:00		12.50
	14:15	4.688	
	14:45	4.688	
	15:00		11.90
	15:15	4.819	
	15:45	4.947	
	16:00		11.50
	16:15	5.037	
	16:45	5.108	
	17:00		11.10
	17:15	5.117	
	17:45	5.065	
	18:00		11.70
	18:15	4.688	
	18:45	4.688	
	19:00		13.30
	19:15	4.688	
	19:45	4.688	
	20:00		13.30
	20:15	4.688	
	20:45	4.688	
	21:00		13.20
	21:15	4.688	
	21:45	4.688	
	22:00		13.20
	22:15	4.688	
	22:45	4.688	
	23:00		13.00
	23:15	4.688	
	23:45	4.688	
Sat, 25/Nov	24:00		13.40
	00:15	4.756	
	00:45	4.773	
	01:00		13.50
	01:15	4.774	
	01:45	4.782	
	02:00		13.40
	02:15	4.816	
	02:45	4.877	
	03:00		12.80
	03:15	4.929	
	03:45	4.971	
	04:00		12.40
	04:15	4.965	
	04:45	4.909	
	05:00		12.90
	05:15	4.897	
	05:45	4.931	
	06:00		12.50
	06:15	4.903	
	06:45	4.810	
	07:00		13.30
	07:15	4.765	
	07:45	4.772	
	08:00		13.10
	08:15	4.746	
	08:45	4.688	
	09:00		13.30
	09:15	4.688	
	09:45	4.688	
	10:00		13.20
	10:15	4.688	
	10:45	4.688	
	11:00		13.20
	11:15	4.688	
	11:45	4.688	
	12:00		13.40
	12:15	4.688	
	12:45	4.688	
	13:00		12.40
	13:15	4.688	
	13:45	4.688	
	14:00		12.30
	14:15	4.688	
	14:45	4.688	
	15:00		11.50
	15:15	4.688	
	15:45	4.688	
	16:00		10.90
	16:15	4.688	
	16:45	4.688	
	17:00		9.80
	17:15	4.799	
	17:45	4.985	
	18:00		9.40
	18:15	4.688	
	18:45	4.688	
	19:00		8.90
	19:15	4.688	
	19:45	4.688	
	20:00		8.50
	20:15	4.751	
	20:45	4.852	
	21:00		8.00
	21:15	4.929	
	21:45	4.981	
	22:00		7.80
	22:15	5.886	
	22:45	5.887	
	23:00		7.30
	23:15	6.030	
	23:45	6.016	
Sun, 26/Nov	24:00		7.30
	00:15	6.179	
	00:45	6.293	
	01:00		6.30
	01:15	6.395	
	01:45	6.487	
	02:00		5.60
	02:15	6.503	
	02:45	6.442	
	03:00		6.30
	03:15	6.412	
	03:45	6.419	
	04:00		6.30
	04:15	6.514	
	04:45	6.703	
	05:00		4.70
	05:15	6.836	
	05:45	6.906	
	06:00		4.30
	06:15	6.988	
	06:45	7.083	
	07:00		3.60
	07:15	7.151	
	07:45	7.194	
	08:00		3.40
	08:15	7.178	
	08:45	7.051	
	09:00		4.00
	09:15	6.268	
	09:45	6.056	
	10:00		5.50
	10:15	5.868	
	10:45	5.690	
	11:00		6.30
	11:15	5.531	
	11:45	5.443	
	12:00		6.90
	12:15	5.379	
	12:45	5.245	
	13:00		7.10
	13:15	5.165	
	13:45	5.286	
	14:00		7.00
	14:15	5.409	
	14:45	5.439	
	15:00		7.70
	15:15	5.538	
	15:45	5.734	
	16:00		7.20
	16:15	5.879	
	16:45	5.977	
	17:00		6.80
	17:15	6.086	
	17:45	6.215	
	18:00		5.90
	18:15	5.786	
	18:45	5.899	
	19:00		4.90
	19:15	5.964	
	19:45	5.984	
	20:00		4.80
	20:15	5.990	
	20:45	5.996	
	21:00		5.00
	21:15	6.019	
	21:45	6.054	
	22:00		4.90
	22:15	6.903	
	22:45	6.802	
	23:00		5.30
	23:15	6.886	
	23:45	6.862	
Mon, 27/Nov	24:00		5.30
	00:15	6.938	
	00:45	6.881	
	01:00		5.80
	01:15	6.821	
	01:45	6.763	
	02:00		6.30
	02:15	6.715	
	02:45	6.679	
	03:00		6.60
	03:15	6.622	
	03:45	6.540	
	04:00		7.30
	04:15	6.471	
	04:45	6.416	
	05:00		7.70
	05:15	6.357	
	05:45	6.294	
	06:00		8.20
	06:15	6.203	
	06:45	6.083	
	07:00		9.20
	07:15	5.999	
	07:45	5.952	
	08:00		9.50
	08:15	5.890	
	08:45	5.760	
	09:00		9.80
	09:15	5.043	
	09:45	4.973	
	10:00		10.00
	10:15	4.897	
	10:45	4.796	
	11:00		10.40
	11:15	4.724	
	11:45	4.713	
	12:00		10.40
	12:15	4.734	
	12:45	4.783	
	13:00		10.50
	13:15	4.820	
	13:45	4.819	
	14:00		11.00
	14:15	4.854	
	14:45	4.932	
	15:00		10.70
	15:15	4.996	
	15:45	5.046	
	16:00		10.70
	16:15	5.084	
	16:45	5.107	
	17:00		10.70
	17:15	5.116	
	17:45	5.117	
	18:00		10.80
	18:15	4.688	
	18:45	4.688	
	19:00		10.60
	19:15	4.688	
	19:45	4.688	
	20:00		11.20
	20:15	4.688	
	20:45	4.688	
	21:00		10.80
	21:15	4.688	
	21:45	4.688	
	22:00		10.80
	22:15	5.115	
	22:45	5.236	
	23:00		10.80
	23:15	5.360	
	23:45	5.341	
Tue, 28/Nov	24:00		10.80
	00:15	5.452	
	00:45	5.470	
	01:00		10.60
	01:15	5.478	
	01:45	5.475	
	02:00		10.60
	02:15	5.488	
	02:45	5.518	
	03:00		10.30
	03:15	5.533	
	03:45	5.532	
	04:00		10.30
	04:15	5.503	
	04:45	5.444	
	05:00		10.80
	05:15	5.431	
	05:45	5.467	
	06:00		10.40
	06:15	5.485	
	06:45	5.483	
	07:00		10.40
	07:15	5.486	
	07:45	5.496	
	08:00		10.30
	08:15	5.515	
	08:45	5.497	
	09:00		9.80
	09:15	4.864	
	09:45	4.849	
	10:00		9.80
	10:15	4.827	
	10:45	4.779	
	11:00		10.20
	11:15	4.741	
	11:45	4.720	
	12:00		10.50
	12:15	4.721	
	12:45	4.746	
	13:00		10.50
	13:15	4.791	
	13:45	4.856	
	14:00		10.30
	14:15	4.906	
	14:45	4.937	
	15:00		10.50
	15:15	5.029	
	15:45	5.177	
	16:00		9.40
	16:15	5.270	
	16:45	5.306	
	17:00		9.30
	17:15	5.288	
	17:45	5.217	
	18:00		10.10
	18:15	4.688	
	18:45	4.688	
	19:00		9.60
	19:15	4.688	
	19:45	4.688	
	20:00		9.50
	20:15	4.688	
	20:45	4.690	
	21:00		9.60
	21:15	4.690	
	21:45	4.688	
	22:00		9.90
	22:15	5.489	
	22:45	5.429	
	23:00		9.90
	23:15	5.521	
	23:45	5.480	
Wed, 29/Nov	24:00		10.00
	00:15	5.564	
	00:45	5.544	
	01:00		10.10
	01:15	5.558	
	01:45	5.606	
	02:00		9.60
	02:15	5.631	
	02:45	5.631	
	03:00		9.60
	03:15	5.647	
	03:45	5.679	
	04:00		9.30
	04:15	5.695	
	04:45	5.697	
	05:00		9.30
	05:15	5.729	
	05:45	5.794	
	06:00		8.70
	06:15	5.829	
	06:45	5.837	
	07:00		8.70
	07:15	5.832	
	07:45	5.814	
	08:00		8.90
	08:15	5.797	
	08:45	5.735	
	09:00		8.80
	09:15	5.003	
	09:45	4.805	
	10:00		10.10
	10:15	4.688	
	10:45	4.688	
	11:00		10.90
	11:15	4.688	
	11:45	4.688	
	12:00		10.50
	12:15	4.688	
	12:45	4.688	
	13:00		10.20
	13:15	4.688	
	13:45	4.688	
	14:00		10.20
	14:15	4.688	
	14:45	4.688	
	15:00		9.90
	15:15	4.688	
	15:45	4.688	
	16:00		10.00
	16:15	4.876	
	16:45	5.070	
	17:00		9.20
	17:15	5.190	
	17:45	5.265	
	18:00		8.90
	18:15	4.817	
	18:45	4.950	
	19:00		7.70
	19:15	5.091	
	19:45	5.244	
	20:00		6.40
	20:15	5.438	
	20:45	5.687	
	21:00		4.50
	21:15	5.776	
	21:45	5.692	
	22:00		5.70
	22:15	6.464	
	22:45	6.336	
	23:00		6.30
	23:15	6.372	
	23:45	6.280	
Thu, 30/Nov	24:00		6.90
	00:15	6.313	
	00:45	6.241	
	01:00		7.50
	01:15	6.154	
	01:45	6.052	
	02:00		8.40
	02:15	5.993	
	02:45	5.975	
	03:00		8.50
	03:15	6.023	
	03:45	6.139	
	04:00		7.40
	04:15	6.149	
	04:45	6.048	
	05:00		8.40
	05:15	5.987	
	05:45	5.969	
	06:00		8.50
	06:15	5.948	
	06:45	5.924	
	07:00		8.70
	07:15	5.910	
	07:45	5.908	
	08:00		8.70
	08:15	5.896	
	08:45	5.827	
	09:00		8.60
	09:15	5.142	
	09:45	5.057	
	10:00		8.90
	10:15	4.943	
	10:45	4.753	
	11:00		8.50
	11:15	4.688	
	11:45	4.688	
	12:00		9.30
	12:15	4.688	
	12:45	4.688	
	13:00		10.00
	13:15	4.688	
	13:45	4.688	
	14:00		9.20
	14:15	4.688	
	14:45	4.688	
	15:00		9.00
	15:15	4.688	
	15:45	4.688	
	16:00		7.90
	16:15	5.066	
	16:45	5.324	
	17:00		7.70
	17:15	5.457	
	17:45	5.546	
	18:00		7.50
	18:15	5.053	
	18:45	5.088	
	19:00		7.30
	19:15	5.112	
	19:45	5.131	
	20:00		7.20
	20:15	5.159	
	20:45	5.214	
	21:00		7.00
	21:15	5.342	
	21:45	5.536	
	22:00		5.50
	22:15	6.461	
	22:45	6.351	
	23:00		6.10
	23:15	6.376	
	23:45	6.248	
Fri, 01/Dec	24:00		7.10
	00:15	6.314	
	00:45	6.341	
	01:00		6.80
	01:15	6.321	
	01:45	6.250	
	02:00		7.50
	02:15	6.198	
	02:45	6.165	
	03:00		7.80
	03:15	6.105	
	03:45	6.015	
	04:00		8.60
	04:15	5.954	
	04:45	5.925	
	05:00		8.80
	05:15	5.854	
	05:45	5.737	
	06:00		9.80
	06:15	5.681	
	06:45	5.688	
	07:00		9.60
	07:15	5.631	
	07:45	5.505	
	08:00		10.70
	08:15	5.331	
	08:45	5.061	
	09:00		12.40
	09:15	4.688	
	09:45	4.688	
	10:00		12.40
	10:15	4.688	
	10:45	4.688	
	11:00		12.80
	11:15	4.688	
	11:45	4.688	
	12:00		10.10
	12:15	4.688	
	12:45	4.868	
	13:00		9.40
	13:15	4.988	
	13:45	4.991	
	14:00		10.00
	14:15	5.044	
	14:45	5.160	
	15:00		9.30
	15:15	5.288	
	15:45	5.424	
	16:00		8.40
	16:15	5.541	
	16:45	5.638	
	17:00		7.80
	17:15	5.716	
	17:45	5.775	
	18:00		7.50
	18:15	5.254	
	18:45	5.249	
	19:00		7.50
	19:15	5.279	
	19:45	5.351	
	20:00		6.80
	20:15	5.411	
	20:45	5.473	
	21:00		6.50
	21:15	5.549	
	21:45	5.632	
	22:00		6.00
	22:15	6.592	
	22:45	6.669	
	23:00		4.80
	23:15	6.811	
	23:45	6.725	
Sat, 02/Dec	24:00		5.50
	00:15	6.769	
	00:45	6.714	
	01:00		6.00
	01:15	6.685	
	01:45	6.681	
	02:00		6.00
	02:15	6.705	
	02:45	6.759	
	03:00		5.50
	03:15	6.775	
	03:45	6.748	
	04:00		5.80
	04:15	6.712	
	04:45	6.670	
	05:00		6.20
	05:15	6.691	
	05:45	6.777	
	06:00		5.40
	06:15	6.781	
	06:45	6.701	
	07:00		6.20
	07:15	6.691	
	07:45	6.755	
	08:00		5.60
	08:15	6.760	
	08:45	6.660	
	09:00		6.00
	09:15	5.951	
	09:45	5.863	
	10:00		6.70
	10:15	5.852	
	10:45	5.909	
	11:00		6.50
	11:15	5.946	
	11:45	5.947	
	12:00		6.70
	12:15	5.791	
	12:45	5.486	
	13:00		9.70
	13:15	5.258	
	13:45	5.114	
	14:00		11.00
	14:15	4.976	
	14:45	4.843	
	15:00		12.20
	15:15	4.783	
	15:45	4.800	
	16:00		12.10
	16:15	4.796	
	16:45	4.767	
	17:00		12.40
	17:15	4.751	
	17:45	4.750	
	18:00		12.40
	18:15	4.688	
	18:45	4.688	
	19:00		12.60
	19:15	4.688	
	19:45	4.688	
	20:00		12.70
	20:15	4.688	
	20:45	4.688	
	21:00		12.70
	21:15	4.688	
	21:45	4.688	
	22:00		11.50
	22:15	4.688	
	22:45	4.828	
	23:00		11.30
	23:15	5.093	
	23:45	5.118	
Sun, 03/Dec	24:00		11.30
	00:15	5.181	
	00:45	5.064	
	01:00		12.40
	01:15	5.022	
	01:45	5.065	
	02:00		11.90
	02:15	5.094	
	02:45	5.103	
	03:00		11.80
	03:15	5.124	
	03:45	5.153	
	04:00		11.50
	04:15	5.157	
	04:45	5.134	
	05:00		11.70
	05:15	5.135	
	05:45	5.162	
	06:00		11.40
	06:15	5.224	
	06:45	5.320	
	07:00		10.50
	07:15	5.351	
	07:45	5.312	
	08:00		10.90
	08:15	5.230	
	08:45	5.061	
	09:00		11.80
	09:15	4.688	
	09:45	4.688	
	10:00		12.80
	10:15	4.688	
	10:45	4.688	
	11:00		13.10
	11:15	4.688	
	11:45	4.688	
	12:00		13.00
	12:15	4.688	
	12:45	4.688	
	13:00		12.60
	13:15	4.688	
	13:45	4.688	
	14:00		12.80
	14:15	4.688	
	14:45	4.688	
	15:00		12.00
	15:15	4.688	
	15:45	4.688	
	16:00		11.00
	16:15	4.688	
	16:45	4.688	
	17:00		10.10
	17:15	4.688	
	17:45	4.688	
	18:00		11.00
	18:15	4.688	
	18:45	4.688	
	19:00		10.40
	19:15	4.688	
	19:45	4.688	
	20:00		10.40
	20:15	4.688	
	20:45	4.688	
	21:00		10.10
	21:15	4.688	
	21:45	4.688	
	22:00		10.10
	22:15	4.696	
	22:45	4.921	
	23:00		10.10
	23:15	5.138	
	23:45	5.200	
Mon, 04/Dec	24:00		9.70
	00:15	5.316	
	00:45	5.266	
	01:00		10.30
	01:15	5.267	
	01:45	5.326	
	02:00		9.80
	02:15	5.415	
	02:45	5.535	
	03:00		8.80
	03:15	5.604	
	03:45	5.619	
	04:00		8.80
	04:15	5.644	
	04:45	5.684	
	05:00		8.50
	05:15	5.692	
	05:45	5.669	
	06:00		8.80
	06:15	5.652	
	06:45	5.644	
	07:00		8.90
	07:15	5.662	
	07:45	5.709	
	08:00		8.50
	08:15	5.714	
	08:45	5.618	
	09:00		8.60
	09:15	4.915	
	09:45	4.853	
	10:00		9.00
	10:15	4.791	
	10:45	4.696	
	11:00		9.00
	11:15	4.688	
	11:45	4.688	
	12:00		9.50
	12:15	4.688	
	12:45	4.688	
	13:00		9.40
	13:15	4.688	
	13:45	4.714	
	14:00		9.20
	14:15	4.907	
	14:45	5.091	
	15:00		8.30
	15:15	5.254	
	15:45	5.403	
	16:00		7.60
	16:15	5.528	
	16:45	5.625	
	17:00		7.10
	17:15	5.719	
	17:45	5.812	
	18:00		6.50
	18:15	5.313	
	18:45	5.322	
	19:00		6.40
	19:15	5.317	
	19:45	5.306	
	20:00		6.50
	20:15	5.285	
	20:45	5.267	
	21:00		6.90
	21:15	5.228	
	21:45	5.161	
	22:00		7.70
	22:15	5.961	
	22:45	5.868	
	23:00		7.90
	23:15	5.691	
	23:45	5.130	
Tue, 05/Dec	24:00		12.80
	00:15	4.872	
	00:45	4.719	
	01:00		13.80
	01:15	4.688	
	01:45	4.688	
	02:00		13.40
	02:15	4.688	
	02:45	4.688	
	03:00		13.90
	03:15	4.688	
	03:45	4.688	
	04:00		13.00
	04:15	4.688	
	04:45	4.688	
	05:00		13.00
	05:15	4.688	
	05:45	4.688	
	06:00		13.00
	06:15	4.688	
	06:45	4.688	
	07:00		12.80
	07:15	4.688	
	07:45	4.688	
	08:00		12.60
	08:15	4.705	
	08:45	4.688	
	09:00		12.40
	09:15	4.688	
	09:45	4.688	
	10:00		10.20
	10:15	4.688	
	10:45	4.688	
	11:00		8.30
	11:15	4.688	
	11:45	4.688	
	12:00		8.80
	12:15	4.688	
	12:45	4.688	
	13:00		8.30
	13:15	4.688	
	13:45	4.688	
	14:00		7.60
	14:15	4.688	
	14:45	4.688	
	15:00		7.10
	15:15	4.831	
	15:45	5.333	
	16:00		6.10
	16:15	5.646	
	16:45	5.871	
	17:00		5.10
	17:15	5.991	
	17:45	6.023	
	18:00		5.40
	18:15	5.526	
	18:45	5.608	
	19:00		4.80
	19:15	5.688	
	19:45	5.772	
	20:00		4.20
	20:15	5.840	
	20:45	5.904	
	21:00		4.00
	21:15	5.957	
	21:45	5.994	
	22:00		4.00
	22:15	6.847	
	22:45	6.757	
	23:00		4.40
	23:15	6.856	
	23:45	6.851	
Wed, 06/Dec	24:00		4.30
	00:15	6.967	
	00:45	6.975	
	01:00		4.30
	01:15	7.039	
	01:45	7.158	
	02:00		3.30
	02:15	7.240	
	02:45	7.281	
	03:00		3.10
	03:15	7.288	
	03:45	7.262	
	04:00		3.50
	04:15	7.274	
	04:45	7.329	
	05:00		3.10
	05:15	7.380	
	05:45	7.427	
	06:00		2.80
	06:15	7.517	
	06:45	7.652	
	07:00		1.70
	07:15	7.748	
	07:45	7.800	
	08:00		1.40
	08:15	7.775	
	08:45	7.629	
	09:00		2.20
	09:15	6.873	
	09:45	6.742	
	10:00		3.20
	10:15	6.613	
	10:45	6.484	
	11:00		4.30
	11:15	6.369	
	11:45	6.238	
	12:00		5.70
	12:15	6.168	
	12:45	6.158	
	13:00		5.90
	13:15	6.185	
	13:45	6.259	
	14:00		5.60
	14:15	6.328	
	14:45	6.381	
	15:00		5.00
	15:15	6.510	
	15:45	6.737	
	16:00		3.80
	16:15	6.968	
	16:45	7.200	
	17:00		2.20
	17:15	7.327	
	17:45	7.352	
	18:00		2.40
	18:15	6.833	
	18:45	6.870	
	19:00		2.10
	19:15	6.899	
	19:45	6.926	
	20:00		1.90
	20:15	6.931	
	20:45	6.927	
	21:00		2.20
	21:15	6.945	
	21:45	6.981	
	22:00		2.10
	22:15	7.793	
	22:45	7.616	
	23:00		3.20
	23:15	7.647	
	23:45	7.598	
Thu, 07/Dec	24:00		3.40
	00:15	7.693	
	00:45	7.705	
	01:00		3.30
	01:15	7.741	
	01:45	7.801	
	02:00		2.80
	02:15	7.829	
	02:45	7.827	
	03:00		2.90
	03:15	7.752	
	03:45	7.603	
	04:00		4.30
	04:15	7.499	
	04:45	7.447	
	05:00		4.70
	05:15	7.424	
	05:45	7.431	
	06:00		4.60
	06:15	7.453	
	06:45	7.489	
	07:00		4.30
	07:15	7.509	
	07:45	7.512	
	08:00		4.30
	08:15	7.421	
	08:45	7.188	
	09:00		5.80
	09:15	6.428	
	09:45	6.378	
	10:00		6.00
	10:15	6.368	
	10:45	6.350	
	11:00		5.80
	11:15	6.318	
	11:45	6.373	
	12:00		5.80
	12:15	6.467	
	12:45	6.529	
	13:00		5.60
	13:15	6.561	
	13:45	6.582	
	14:00		5.80
	14:15	6.612	
	14:45	6.645	
	15:00		5.80
	15:15	6.684	
	15:45	6.730	
	16:00		5.70
	16:15	6.764	
	16:45	6.784	
	17:00		5.70
	17:15	6.795	
	17:45	6.798	
	18:00		5.80
	18:15	6.236	
	18:45	6.208	
	19:00		5.90
	19:15	6.184	
	19:45	6.172	
	20:00		5.90
	20:15	6.124	
	20:45	6.053	
	21:00		6.70
	21:15	6.024	
	21:45	6.032	
	22:00		6.70
	22:15	6.984	
	22:45	7.122	
	23:00		4.80
	23:15	7.314	
	23:45	7.257	
Fri, 08/Dec	24:00		5.20
	00:15	7.296	
	00:45	7.205	
	01:00		6.00
	01:15	7.164	
	01:45	7.174	
	02:00		5.80
	02:15	7.159	
	02:45	7.118	
	03:00		6.10
	03:15	7.114	
	03:45	7.150	
	04:00		5.70
	04:15	7.135	
	04:45	7.069	
	05:00		6.30
	05:15	7.051	
	05:45	7.079	
	06:00		6.00
	06:15	7.110	
	06:45	7.140	
	07:00		5.70
	07:15	7.157	
	07:45	7.165	
	08:00		5.60
	08:15	7.145	
	08:45	7.049	
	09:00		5.80
	09:15	6.294	
	09:45	6.113	
	10:00		7.20
	10:15	6.013	
	10:45	5.951	
	11:00		7.20
	11:15	5.816	
	11:45	5.642	
	12:00		7.80
	12:15	5.528	
	12:45	5.570	
	13:00		8.20
	13:15	5.628	
	13:45	5.534	
	14:00		8.30
	14:15	5.420	
	14:45	5.431	
	15:00		8.70
	15:15	5.491	
	15:45	5.588	
	16:00		9.40
	16:15	5.657	
	16:45	5.701	
	17:00		9.50
	17:15	5.718	
	17:45	5.723	
	18:00		9.60
	18:15	5.181	
	18:45	5.195	
	19:00		9.30
	19:15	5.224	
	19:45	5.276	
	20:00		8.70
	20:15	5.309	
	20:45	5.337	
	21:00		8.60
	21:15	5.367	
	21:45	5.393	
	22:00		8.50
	22:15	6.231	
	22:45	6.117	
	23:00		8.90
	23:15	6.206	
	23:45	6.205	
Sat, 09/Dec	24:00		8.60
	00:15	6.305	
	00:45	6.276	
	01:00		8.80
	01:15	6.295	
	01:45	6.364	
	02:00		8.10
	02:15	6.432	
	02:45	6.498	
	03:00		7.50
	03:15	6.534	
	03:45	6.539	
	04:00		7.50
	04:15	6.553	
	04:45	6.576	
	05:00		7.30
	05:15	6.649	
	05:45	6.774	
	06:00		6.20
	06:15	6.889	
	06:45	6.991	
	07:00		5.40
	07:15	7.094	
	07:45	7.197	
	08:00		4.60
	08:15	7.259	
	08:45	7.239	
	09:00		4.40
	09:15	6.613	
	09:45	6.611	
	10:00		4.50
	10:15	6.615	
	10:45	6.599	
	11:00		4.80
	11:15	6.554	
	11:45	6.495	
	12:00		5.60
	12:15	6.445	
	12:45	6.395	
	13:00		6.20
	13:15	6.361	
	13:45	6.351	
	14:00		6.50
	14:15	6.439	
	14:45	6.626	
	15:00		5.10
	15:15	6.857	
	15:45	7.126	
	16:00		3.00
	16:15	7.292	
	16:45	7.350	
	17:00		2.80
	17:15	7.322	
	17:45	7.216	
	18:00		4.00
	18:15	6.615	
	18:45	6.622	
	19:00		3.80
	19:15	6.620	
	19:45	6.616	
	20:00		3.80
	20:15	6.672	
	20:45	6.803	
	21:00		2.80
	21:15	6.824	
	21:45	6.726	
	22:00		4.00
	22:15	7.567	
	22:45	7.591	
	23:00		3.20
	23:15	7.738	
	23:45	7.712	
Sun, 10/Dec	24:00		3.30
	00:15	7.813	
	00:45	7.816	
	01:00		3.30
	01:15	7.803	
	01:45	7.774	
	02:00		3.60
	02:15	7.721	
	02:45	7.646	
	03:00		4.30
	03:15	7.677	
	03:45	7.816	
	04:00		3.00
	04:15	7.941	
	04:45	8.048	
	05:00		2.10
	05:15	8.063	
	05:45	7.991	
	06:00		2.90
	06:15	7.984	
	06:45	8.044	
	07:00		2.40
	07:15	8.112	
	07:45	8.187	
	08:00		1.80
	08:15	8.220	
	08:45	8.165	
	09:00		1.80
	09:15	7.489	
	09:45	7.422	
	10:00		2.30
	10:15	7.314	
	10:45	7.052	
	11:00		3.50
	11:15	6.712	
	11:45	6.524	
	12:00		3.40
	12:15	6.429	
	12:45	6.454	
	13:00		3.80
	13:15	6.559	
	13:45	6.685	
	14:00		4.10
	14:15	6.837	
	14:45	6.960	
	15:00		4.50
	15:15	7.120	
	15:45	7.324	
	16:00		3.20
	16:15	7.406	
	16:45	7.371	
	17:00		3.90
	17:15	7.383	
	17:45	7.447	
	18:00		3.50
	18:15	6.950	
	18:45	6.988	
	19:00		3.10
	19:15	6.981	
	19:45	6.933	
	20:00		3.50
	20:15	6.872	
	20:45	6.811	
	21:00		4.20
	21:15	6.806	
	21:45	6.851	
	22:00		3.90
	22:15	7.680	
	22:45	7.529	
	23:00		4.70
	23:15	7.621	
	23:45	7.652	
Mon, 11/Dec	24:00		4.20
	00:15	7.795	
	00:45	7.825	
	01:00		3.90
	01:15	7.824	
	01:45	7.793	
	02:00		4.20
	02:15	7.729	
	02:45	7.630	
	03:00		5.10
	03:15	7.575	
	03:45	7.568	
	04:00		5.10
	04:15	7.552	
	04:45	7.525	
	05:00		5.30
	05:15	7.562	
	05:45	7.666	
	06:00		4.30
	06:15	7.689	
	06:45	7.628	
	07:00		4.90
	07:15	7.609	
	07:45	7.637	
	08:00		4.60
	08:15	7.636	
	08:45	7.558	
	09:00		4.70
	09:15	6.863	
	09:45	6.796	
	10:00		5.20
	10:15	6.717	
	10:45	6.594	
	11:00		6.20
	11:15	6.504	
	11:45	6.487	
	12:00		6.40
	12:15	6.437	
	12:45	6.300	
	13:00		7.10
	13:15	6.035	
	13:45	5.595	
	14:00		8.60
	14:15	5.516	
	14:45	5.976	
	15:00		7.00
	15:15	6.353	
	15:45	6.597	
	16:00		6.00
	16:15	6.773	
	16:45	6.900	
	17:00		5.30
