		System grid disp. elec. PV CE (kgCO2/h)	Room cooling plant sens. load (kW)	Chillers energy (kBtu/h)	Ap Sys chillers energy (kBtu/h)	Room dehum. plant load (kW)	System air sens. clg. load (kW)	System air lat. clg. load (kW)	Aux vent sens. clg. load (kW)	Aux vent lat. clg. load (kW)	Chillers load (kW)	Ap Sys chillers load (kW)	Ap Sys aux + DHW/solar pumps energy (kBtu/h)	Ap Sys heat rej fans/pumps energy (kBtu/h)	PV generated electricity (kBtu/h)	DHW heating demand (kW)	Total nat. gas CE (kgCO2/h)	Total elec. CE (kgCO2/h)
																		
Date	Time	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
	12:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.122	1.1617	0.3	0.2
	13:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.127	1.1617	0.3	0.2
	13:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.192	1.1617	0.3	0.2
	14:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.218	1.1617	0.3	0.2
	14:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.202	1.1617	0.3	0.2
	15:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.181	1.1617	0.3	0.2
	15:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.156	1.1617	0.3	0.2
	16:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.107	1.1617	0.3	0.2
	16:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.052	1.1617	0.3	0.2
	17:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.019	1.1617	0.3	0.2
	17:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.006	1.1617	0.3	0.2
	18:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.001	1.1617	0.3	0.3
	18:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.000	1.1617	0.4	0.3
	19:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	19:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	20:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	20:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	21:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	21:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	22:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.3
	22:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.3
	23:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	23:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
Sat, 18/Mar	00:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	00:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	01:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	01:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	02:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	02:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	03:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	03:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	04:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	04:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	05:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	05:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	06:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.002	1.1617	0.5	0.1
	06:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.006	1.1617	0.5	0.1
	07:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.025	1.1617	0.5	0.1
	07:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.085	1.1617	0.5	0.1
	08:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.147	1.1617	0.5	0.2
	08:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.173	1.1617	0.5	0.2
	09:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.194	1.1617	0.4	0.2
	09:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.219	1.1617	0.4	0.2
	10:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.239	1.1617	0.4	0.2
	10:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.256	1.1617	0.4	0.2
	11:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.269	1.1617	0.4	0.2
	11:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.276	1.1617	0.4	0.2
	12:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.302	1.1617	0.3	0.2
	12:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.343	1.1617	0.3	0.2
	13:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.347	1.1617	0.3	0.2
	13:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.319	1.1617	0.3	0.2
	14:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.295	1.1617	0.3	0.2
	14:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.274	1.1617	0.3	0.2
	15:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.239	1.1617	0.3	0.2
	15:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.190	1.1617	0.3	0.2
	16:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.136	1.1617	0.3	0.2
	16:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.084	1.1617	0.3	0.2
	17:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.041	1.1617	0.3	0.2
	17:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.016	1.1617	0.4	0.2
	18:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.006	1.1617	0.4	0.3
	18:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.002	1.1617	0.4	0.3
	19:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	19:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	20:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	20:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	21:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	21:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	22:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.3
	22:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.3
	23:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	23:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
Sun, 19/Mar	00:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	00:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	01:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	01:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	02:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	02:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	03:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	03:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	04:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	04:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	05:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	05:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	06:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.004	1.1617	0.5	0.1
	06:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.020	1.1617	0.5	0.1
	07:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.057	1.1617	0.5	0.1
	07:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.120	1.1617	0.5	0.1
	08:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.194	1.1617	0.5	0.2
	08:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.243	1.1617	0.5	0.2
	09:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.279	1.1617	0.4	0.2
	09:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.327	1.1617	0.4	0.2
	10:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.373	1.1617	0.4	0.2
	10:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.412	1.1617	0.4	0.2
	11:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.435	1.1617	0.4	0.2
	11:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.439	1.1617	0.4	0.2
	12:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.433	1.1617	0.3	0.2
	12:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.417	1.1617	0.3	0.2
	13:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.388	1.1617	0.3	0.2
	13:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.348	1.1617	0.3	0.2
	14:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.257	1.1617	0.3	0.2
	14:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.127	1.1617	0.4	0.2
	15:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.070	1.1617	0.4	0.2
	15:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.071	1.1617	0.4	0.2
	16:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.076	1.1617	0.4	0.2
	16:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.073	1.1617	0.4	0.2
	17:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.042	1.1617	0.4	0.2
	17:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.016	1.1617	0.4	0.2
	18:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.007	1.1617	0.4	0.3
	18:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.002	1.1617	0.4	0.3
	19:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	19:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	20:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	20:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	21:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	21:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.2
	22:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.3
	22:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.3
	23:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	23:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
Mon, 20/Mar	00:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	00:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	01:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	01:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	02:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	02:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	03:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	03:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	04:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	04:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	05:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	05:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.1
	06:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.003	1.1617	0.5	0.1
	06:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.020	1.1617	0.5	0.1
	07:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.060	1.1617	0.5	0.1
	07:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.116	1.1617	0.5	0.1
	08:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.170	1.1617	0.5	0.2
	08:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.205	1.1617	0.5	0.2
	09:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.232	1.1617	0.4	0.2
	09:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.258	1.1617	0.4	0.2
	10:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.269	1.1617	0.4	0.2
	10:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.267	1.1617	0.4	0.2
	11:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.267	1.1617	0.4	0.2
	11:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.269	1.1617	0.4	0.2
	12:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.241	1.1617	0.4	0.2
	12:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.184	1.1617	0.4	0.2
	13:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.140	1.1617	0.4	0.2
	13:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.111	1.1617	0.4	0.2
	14:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.088	1.1617	0.4	0.2
	14:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.067	1.1617	0.4	0.2
	15:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.070	1.1617	0.4	0.2
	15:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.088	1.1617	0.4	0.2
	16:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.081	1.1617	0.4	0.2
	16:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.056	1.1617	0.4	0.2
	17:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.032	1.1617	0.4	0.2
	17:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.014	1.1617	0.4	0.2
	18:15	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.006	1.1617	0.4	0.3
	18:45	-0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	-0.002	1.1617	0.4	0.3
	19:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	19:45	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.4	0.3
	20:15	0.0	0.0000	0.000	0.000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.135	0.000	0.000	1.1617	0.5	0.2
