Date,Time,Total nat. gas (kBtu/h),Dry-bulb temperature (°C)
07-14,20:45,4.688,13.40
07-14,21:15,4.688,13.60
07-14,21:45,4.688,13.60
07-14,22:15,4.688,13.40
07-14,22:45,4.688,13.40
07-14,23:15,4.688,13.30
07-14,23:45,4.688,13.30
07-15,00:15,4.688,13.00
07-15,00:45,4.688,13.00
07-15,01:15,4.688,13.00
07-15,01:45,4.688,13.00
07-15,02:15,4.688,13.00
07-15,02:45,4.688,13.00
07-15,03:15,4.688,12.90
07-15,03:45,4.688,12.90
07-15,04:15,4.688,13.20
07-15,04:45,4.688,13.20
07-15,05:15,4.688,13.00
07-15,05:45,4.688,13.00
07-15,06:15,4.688,13.10
07-15,06:45,4.688,13.10
07-15,07:15,4.688,13.30
07-15,07:45,4.688,13.30
07-15,08:15,4.688,13.70
07-15,08:45,4.688,13.70
07-15,09:15,4.688,13.70
07-15,09:45,4.688,13.70
07-15,10:15,4.688,13.70
07-15,10:45,4.688,13.70
07-15,11:15,4.688,14.30
07-15,11:45,4.688,14.30
07-15,12:15,4.688,14.30
07-15,12:45,4.688,14.30
07-15,13:15,4.688,15.10
07-15,13:45,4.688,15.10
07-15,14:15,4.688,15.10
07-15,14:45,4.688,15.10
07-15,15:15,4.688,15.10
07-15,15:45,4.688,15.10
07-15,16:15,4.688,14.60
07-15,16:45,4.688,14.60
07-15,17:15,4.688,13.90
07-15,17:45,4.688,13.90
07-15,18:15,4.688,13.70
07-15,18:45,4.688,13.70
07-15,19:15,4.688,13.90
07-15,19:45,4.688,13.90
07-15,20:15,4.688,14.10
07-15,20:45,4.688,14.10
07-15,21:15,4.688,15.60
07-15,21:45,4.688,15.60
07-15,22:15,4.688,16.20
07-15,22:45,4.688,16.20
07-15,23:15,4.688,14.90
07-15,23:45,4.688,14.90
07-16,00:15,4.688,14.10
07-16,00:45,4.688,14.10
07-16,01:15,4.688,13.70
07-16,01:45,4.688,13.70
07-16,02:15,4.688,12.60
07-16,02:45,4.688,12.60
07-16,03:15,4.688,11.80
07-16,03:45,4.688,11.80
07-16,04:15,4.688,10.80
07-16,04:45,4.688,10.80
07-16,05:15,4.688,10.80
07-16,05:45,4.688,10.80
07-16,06:15,4.688,11.80
07-16,06:45,4.688,11.80
07-16,07:15,4.688,13.00
07-16,07:45,4.688,13.00
07-16,08:15,4.688,13.90
07-16,08:45,4.688,13.90
07-16,09:15,4.688,14.90
07-16,09:45,4.688,14.90
07-16,10:15,4.688,14.50
07-16,10:45,4.688,14.50
07-16,11:15,4.688,14.70
07-16,11:45,4.688,14.70
07-16,12:15,4.688,14.30
07-16,12:45,4.688,14.30
07-16,13:15,4.688,14.30
07-16,13:45,4.688,14.30
07-16,14:15,4.688,13.40
07-16,14:45,4.688,13.40
07-16,15:15,4.688,12.80
07-16,15:45,4.688,12.80
07-16,16:15,4.688,13.30
07-16,16:45,4.688,13.30
07-16,17:15,4.688,13.50
07-16,17:45,4.688,13.50
07-16,18:15,4.688,13.20
07-16,18:45,4.688,13.20
07-16,19:15,4.688,13.00
07-16,19:45,4.688,13.00
07-16,20:15,4.688,12.40
07-16,20:45,4.688,12.40
07-16,21:15,4.688,12.30
07-16,21:45,4.688,12.30
07-16,22:15,4.688,11.30
07-16,22:45,4.688,11.30
07-16,23:15,4.688,11.00
07-16,23:45,4.688,11.00
07-17,00:15,4.688,10.60
07-17,00:45,4.688,10.60
07-17,01:15,4.688,10.60
07-17,01:45,4.688,10.60
07-17,02:15,4.688,10.30
07-17,02:45,4.688,10.30
07-17,03:15,4.688,10.10
07-17,03:45,4.688,10.10
07-17,04:15,4.688,10.20
07-17,04:45,4.688,10.20
07-17,05:15,4.688,10.50
07-17,05:45,4.688,10.50
07-17,06:15,4.688,10.70
07-17,06:45,4.688,10.70
07-17,07:15,4.688,11.20
07-17,07:45,4.688,11.20
07-17,08:15,4.688,11.70
07-17,08:45,4.688,11.70
07-17,09:15,4.688,12.20
07-17,09:45,4.688,12.20
07-17,10:15,4.688,12.60
07-17,10:45,4.688,12.60
07-17,11:15,4.688,13.10
07-17,11:45,4.688,13.10
07-17,12:15,4.688,13.90
07-17,12:45,4.688,13.90
07-17,13:15,4.688,14.40
07-17,13:45,4.688,14.40
07-17,14:15,4.688,15.50
07-17,14:45,4.688,15.50
07-17,15:15,4.688,14.90
07-17,15:45,4.688,14.90
07-17,16:15,4.688,14.90
07-17,16:45,4.688,14.90
07-17,17:15,4.688,14.60
07-17,17:45,4.688,14.60
07-17,18:15,4.688,14.50
07-17,18:45,4.688,14.50
07-17,19:15,4.688,13.70
07-17,19:45,4.688,13.70
07-17,20:15,4.688,13.00
07-17,20:45,4.688,13.00
07-17,21:15,4.688,12.40
07-17,21:45,4.688,12.40
07-17,22:15,4.688,11.70
07-17,22:45,4.688,11.70
07-17,23:15,4.688,11.60
07-17,23:45,4.688,11.60
07-18,00:15,4.688,11.70
07-18,00:45,4.688,11.70
07-18,01:15,4.688,11.70
07-18,01:45,4.688,11.70
07-18,02:15,4.688,11.80
07-18,02:45,4.688,11.80
07-18,03:15,4.688,12.20
07-18,03:45,4.688,12.20
07-18,04:15,4.688,12.50
07-18,04:45,4.688,12.50
07-18,05:15,4.688,12.60
07-18,05:45,4.688,12.60
07-18,06:15,4.688,12.50
07-18,06:45,4.688,12.50
07-18,07:15,4.688,12.70
07-18,07:45,4.688,12.70
07-18,08:15,4.688,12.70
07-18,08:45,4.688,12.70
07-18,09:15,4.688,12.80
07-18,09:45,4.688,12.80
07-18,10:15,4.688,12.70
07-18,10:45,4.688,12.70
07-18,11:15,4.688,13.00
07-18,11:45,4.688,13.00
07-18,12:15,4.688,12.90
07-18,12:45,4.688,12.90
07-18,13:15,4.688,13.80
07-18,13:45,4.688,13.80
07-18,14:15,4.688,13.30
07-18,14:45,4.688,13.30
07-18,15:15,4.688,13.90
07-18,15:45,4.688,13.90
07-18,16:15,4.688,13.90
07-18,16:45,4.688,13.90
07-18,17:15,4.688,12.30
07-18,17:45,4.688,12.30
07-18,18:15,4.688,11.80
07-18,18:45,4.688,11.80
07-18,19:15,4.688,11.80
07-18,19:45,4.688,11.80
07-18,20:15,4.688,11.80
07-18,20:45,4.688,11.80
07-18,21:15,4.688,11.90
07-18,21:45,4.688,11.90
07-18,22:15,4.688,12.00
07-18,22:45,4.688,12.00
07-18,23:15,4.688,11.90
07-18,23:45,4.688,11.90
07-19,00:15,4.688,11.70
07-19,00:45,4.688,11.70
07-19,01:15,4.688,11.90
07-19,01:45,4.688,11.90
07-19,02:15,4.688,12.00
07-19,02:45,4.688,12.00
07-19,03:15,4.688,12.10
07-19,03:45,4.688,12.10
07-19,04:15,4.688,12.00
07-19,04:45,4.688,12.00
07-19,05:15,4.688,12.00
07-19,05:45,4.688,12.00
07-19,06:15,4.688,12.30
07-19,06:45,4.688,12.30
07-19,07:15,4.688,12.90
07-19,07:45,4.688,12.90
07-19,08:15,4.688,13.60
07-19,08:45,4.688,13.60
07-19,09:15,4.688,14.50
07-19,09:45,4.688,14.50
07-19,10:15,4.688,13.80
07-19,10:45,4.688,13.80
07-19,11:15,4.688,14.30
07-19,11:45,4.688,14.30
07-19,12:15,4.688,15.00
07-19,12:45,4.688,15.00
07-19,13:15,4.688,14.70
07-19,13:45,4.688,14.70
07-19,14:15,4.688,15.20
07-19,14:45,4.688,15.20
07-19,15:15,4.688,14.50
07-19,15:45,4.688,14.50
07-19,16:15,4.688,13.90
07-19,16:45,4.688,13.90
07-19,17:15,4.688,13.20
07-19,17:45,4.688,13.20
07-19,18:15,4.688,13.10
07-19,18:45,4.688,13.10
07-19,19:15,4.688,12.90
07-19,19:45,4.688,12.90
07-19,20:15,4.688,12.60
07-19,20:45,4.688,12.60
07-19,21:15,4.688,12.50
07-19,21:45,4.688,12.50
07-19,22:15,4.688,12.60
07-19,22:45,4.688,12.60
07-19,23:15,4.688,12.40
07-19,23:45,4.688,12.40
07-20,00:15,4.688,12.10
07-20,00:45,4.688,12.10
07-20,01:15,4.688,11.90
07-20,01:45,4.688,11.90
07-20,02:15,4.688,11.80
07-20,02:45,4.688,11.80
07-20,03:15,4.688,11.80
07-20,03:45,4.688,11.80
07-20,04:15,4.688,11.80
07-20,04:45,4.688,11.80
07-20,05:15,4.688,11.70
07-20,05:45,4.688,11.70
07-20,06:15,4.688,11.50
07-20,06:45,4.688,11.50
07-20,07:15,4.688,11.70
07-20,07:45,4.688,11.70
07-20,08:15,4.688,11.70
07-20,08:45,4.688,11.70
07-20,09:15,4.688,11.70
07-20,09:45,4.688,11.70
07-20,10:15,4.688,12.80
07-20,10:45,4.688,12.80
07-20,11:15,4.688,13.20
07-20,11:45,4.688,13.20
07-20,12:15,4.688,13.70
07-20,12:45,4.688,13.70
07-20,13:15,4.688,13.80
07-20,13:45,4.688,13.80
07-20,14:15,4.688,14.20
07-20,14:45,4.688,14.20
07-20,15:15,4.688,13.20
07-20,15:45,4.688,13.20
07-20,16:15,4.688,13.20
07-20,16:45,4.688,13.20
07-20,17:15,4.688,13.20
07-20,17:45,4.688,13.20
07-20,18:15,4.688,13.20
07-20,18:45,4.688,13.20
07-20,19:15,4.688,12.90
07-20,19:45,4.688,12.90
07-20,20:15,4.688,12.60
07-20,20:45,4.688,12.60
07-20,21:15,4.688,12.50
07-20,21:45,4.688,12.50
07-20,22:15,4.688,12.40
07-20,22:45,4.688,12.40
07-20,23:15,4.688,12.40
07-20,23:45,4.688,12.40
07-21,00:15,4.688,12.10
07-21,00:45,4.688,12.10
07-21,01:15,4.688,12.10
07-21,01:45,4.688,12.10
07-21,02:15,4.688,11.90
07-21,02:45,4.688,11.90
07-21,03:15,4.688,11.90
07-21,03:45,4.688,11.90
07-21,04:15,4.688,11.80
07-21,04:45,4.688,11.80
07-21,05:15,4.688,11.90
07-21,05:45,4.688,11.90
07-21,06:15,4.688,12.20
07-21,06:45,4.688,12.20
07-21,07:15,4.688,12.60
07-21,07:45,4.688,12.60
07-21,08:15,4.688,13.20
07-21,08:45,4.688,13.20
07-21,09:15,4.688,13.20
07-21,09:45,4.688,13.20
07-21,10:15,4.688,12.60
07-21,10:45,4.688,12.60
07-21,11:15,4.688,12.30
07-21,11:45,4.688,12.30
07-21,12:15,4.688,12.20
07-21,12:45,4.688,12.20
07-21,13:15,4.688,12.00
07-21,13:45,4.688,12.00
07-21,14:15,4.688,11.90
07-21,14:45,4.688,11.90
07-21,15:15,4.688,11.80
07-21,15:45,4.688,11.80
07-21,16:15,4.688,11.80
07-21,16:45,4.688,11.80
07-21,17:15,4.688,11.50
07-21,17:45,4.688,11.50
07-21,18:15,4.688,11.50
07-21,18:45,4.688,11.50
07-21,19:15,4.688,11.50
07-21,19:45,4.688,11.50
07-21,20:15,4.688,11.50
07-21,20:45,4.688,11.50
07-21,21:15,4.688,11.50
07-21,21:45,4.688,11.50
07-21,22:15,4.688,11.40
07-21,22:45,4.688,11.40
07-21,23:15,4.688,11.40
07-21,23:45,4.688,11.40
07-22,00:15,4.688,11.30
07-22,00:45,4.688,11.30
07-22,01:15,4.688,11.40
07-22,01:45,4.688,11.40
07-22,02:15,4.688,11.30
07-22,02:45,4.688,11.30
07-22,03:15,4.688,11.20
07-22,03:45,4.688,11.20
07-22,04:15,4.688,11.10
07-22,04:45,4.688,11.10
07-22,05:15,4.688,11.10
07-22,05:45,4.688,11.10
07-22,06:15,4.688,11.00
07-22,06:45,4.688,11.00
07-22,07:15,4.688,11.00
07-22,07:45,4.688,11.00
07-22,08:15,4.688,10.90
07-22,08:45,4.688,10.90
07-22,09:15,4.688,11.20
07-22,09:45,4.688,11.20
07-22,10:15,4.688,11.20
07-22,10:45,4.688,11.20
07-22,11:15,4.688,11.40
07-22,11:45,4.688,11.40
07-22,12:15,4.688,11.60
07-22,12:45,4.688,11.60
07-22,13:15,4.688,11.50
07-22,13:45,4.688,11.50
07-22,14:15,4.688,11.60
07-22,14:45,4.688,11.60
07-22,15:15,4.688,11.50
07-22,15:45,4.688,11.50
07-22,16:15,4.688,11.20
07-22,16:45,4.688,11.20
07-22,17:15,4.688,11.00
07-22,17:45,4.688,11.00
07-22,18:15,4.688,10.90
07-22,18:45,4.688,10.90
07-22,19:15,4.688,10.50
07-22,19:45,4.688,10.50
07-22,20:15,4.688,10.40
07-22,20:45,4.688,10.40
07-22,21:15,4.688,10.30
07-22,21:45,4.688,10.30
07-22,22:15,4.688,10.30
07-22,22:45,4.688,10.30
07-22,23:15,4.688,10.20
07-22,23:45,4.688,10.20
07-23,00:15,4.688,10.10
07-23,00:45,4.688,10.10
07-23,01:15,4.688,10.10
07-23,01:45,4.688,10.10
07-23,02:15,4.688,10.10
07-23,02:45,4.688,10.10
07-23,03:15,4.688,9.90
07-23,03:45,4.688,9.90
07-23,04:15,4.688,9.60
07-23,04:45,4.688,9.60
07-23,05:15,4.688,9.50
07-23,05:45,4.688,9.50
07-23,06:15,4.688,9.70
07-23,06:45,4.688,9.70
07-23,07:15,4.688,10.40
07-23,07:45,4.688,10.40
07-23,08:15,4.688,10.90
07-23,08:45,4.688,10.90
07-23,09:15,4.688,11.40
07-23,09:45,4.688,11.40
07-23,10:15,4.688,12.40
07-23,10:45,4.688,12.40
07-23,11:15,4.688,13.10
07-23,11:45,4.688,13.10
07-23,12:15,4.688,13.90
07-23,12:45,4.688,13.90
07-23,13:15,4.688,15.20
07-23,13:45,4.688,15.20
07-23,14:15,4.688,16.80
07-23,14:45,4.688,16.80
07-23,15:15,4.688,16.70
07-23,15:45,4.688,16.70
07-23,16:15,4.688,14.40
07-23,16:45,4.688,14.40
07-23,17:15,4.688,12.10
07-23,17:45,4.688,12.10
07-23,18:15,4.688,12.80
07-23,18:45,4.688,12.80
07-23,19:15,4.688,12.90
07-23,19:45,4.688,12.90
07-23,20:15,4.688,12.70
07-23,20:45,4.688,12.70
07-23,21:15,4.688,12.50
07-23,21:45,4.688,12.50
07-23,22:15,4.688,13.00
07-23,22:45,4.688,13.00
07-23,23:15,4.688,12.30
07-23,23:45,4.688,12.30
07-24,00:15,4.688,10.90
07-24,00:45,4.688,10.90
07-24,01:15,4.688,10.90
07-24,01:45,4.688,10.90
07-24,02:15,4.688,11.50
07-24,02:45,4.688,11.50
07-24,03:15,4.688,11.70
07-24,03:45,4.688,11.70
07-24,04:15,4.688,12.30
07-24,04:45,4.688,12.30
07-24,05:15,4.688,12.00
07-24,05:45,4.688,12.00
07-24,06:15,4.688,11.20
07-24,06:45,4.688,11.20
07-24,07:15,4.688,10.70
07-24,07:45,4.688,10.70
07-24,08:15,4.688,11.30
07-24,08:45,4.688,11.30
07-24,09:15,4.688,11.70
07-24,09:45,4.688,11.70
07-24,10:15,4.688,12.60
07-24,10:45,4.688,12.60
07-24,11:15,4.688,13.80
07-24,11:45,4.688,13.80
07-24,12:15,4.688,13.40
07-24,12:45,4.688,13.40
07-24,13:15,4.688,13.10
07-24,13:45,4.688,13.10
07-24,14:15,4.688,13.90
07-24,14:45,4.688,13.90
07-24,15:15,4.688,13.90
07-24,15:45,4.688,13.90
07-24,16:15,4.688,15.30
07-24,16:45,4.688,15.30
07-24,17:15,4.688,13.90
07-24,17:45,4.688,13.90
07-24,18:15,4.688,13.20
07-24,18:45,4.688,13.20
07-24,19:15,4.688,13.40
07-24,19:45,4.688,13.40
07-24,20:15,4.688,13.30
07-24,20:45,4.688,13.30
07-24,21:15,4.688,12.40
07-24,21:45,4.688,12.40
07-24,22:15,4.688,10.80
07-24,22:45,4.688,10.80
07-24,23:15,4.688,10.60
07-24,23:45,4.688,10.60
07-25,00:15,4.688,10.50
07-25,00:45,4.688,10.50
07-25,01:15,4.688,10.10
07-25,01:45,4.688,10.10
07-25,02:15,4.688,9.20
07-25,02:45,4.688,9.20
07-25,03:15,4.688,10.10
07-25,03:45,4.688,10.10
07-25,04:15,4.688,9.90
07-25,04:45,4.688,9.90
07-25,05:15,4.688,9.60
07-25,05:45,4.688,9.60
07-25,06:15,4.688,9.60
07-25,06:45,4.688,9.60
07-25,07:15,4.688,10.70
07-25,07:45,4.688,10.70
07-25,08:15,4.688,11.50
07-25,08:45,4.688,11.50
07-25,09:15,4.688,11.20
07-25,09:45,4.688,11.20
07-25,10:15,4.688,11.20
07-25,10:45,4.688,11.20
07-25,11:15,4.688,12.40
07-25,11:45,4.688,12.40
07-25,12:15,4.688,13.40
07-25,12:45,4.688,13.40
07-25,13:15,4.688,13.40
07-25,13:45,4.688,13.40
07-25,14:15,4.688,13.20
07-25,14:45,4.688,13.20
07-25,15:15,4.688,12.80
07-25,15:45,4.688,12.80
07-25,16:15,4.688,12.80
07-25,16:45,4.688,12.80
07-25,17:15,4.688,12.20
07-25,17:45,4.688,12.20
07-25,18:15,4.688,12.60
07-25,18:45,4.688,12.60
07-25,19:15,4.688,12.10
07-25,19:45,4.688,12.10
07-25,20:15,4.688,11.40
07-25,20:45,4.688,11.40
07-25,21:15,4.688,11.30
07-25,21:45,4.688,11.30
07-25,22:15,4.688,10.40
07-25,22:45,4.688,10.40
07-25,23:15,4.688,10.10
07-25,23:45,4.688,10.10
07-26,00:15,4.688,10.30
07-26,00:45,4.688,10.30
07-26,01:15,4.688,9.70
07-26,01:45,4.688,9.70
07-26,02:15,4.688,9.50
07-26,02:45,4.688,9.50
07-26,03:15,4.688,9.20
07-26,03:45,4.688,9.20
07-26,04:15,4.688,7.00
07-26,04:45,4.688,7.00
07-26,05:15,4.688,7.50
07-26,05:45,4.688,7.50
07-26,06:15,4.688,9.00
07-26,06:45,4.688,9.00
07-26,07:15,4.688,11.00
07-26,07:45,4.688,11.00
07-26,08:15,4.688,11.80
07-26,08:45,4.688,11.80
07-26,09:15,4.688,13.00
07-26,09:45,4.688,13.00
07-26,10:15,4.688,14.00
07-26,10:45,4.688,14.00
07-26,11:15,4.688,14.00
07-26,11:45,4.688,14.00
07-26,12:15,4.688,14.20
07-26,12:45,4.688,14.20
07-26,13:15,4.688,14.30
07-26,13:45,4.688,14.30
07-26,14:15,4.688,13.90
07-26,14:45,4.688,13.90
07-26,15:15,4.688,14.70
07-26,15:45,4.688,14.70
07-26,16:15,4.688,14.80
07-26,16:45,4.688,14.80
07-26,17:15,4.688,14.30
07-26,17:45,4.688,14.30
07-26,18:15,4.688,13.40
07-26,18:45,4.688,13.40
07-26,19:15,4.688,13.90
07-26,19:45,4.688,13.90
07-26,20:15,4.688,14.40
07-26,20:45,4.688,14.40
07-26,21:15,4.688,14.90
07-26,21:45,4.688,14.90
07-26,22:15,4.688,14.90
07-26,22:45,4.688,14.90
07-26,23:15,4.688,15.00
07-26,23:45,4.688,15.00
07-27,00:15,4.688,15.20
07-27,00:45,4.688,15.20
07-27,01:15,4.688,15.20
07-27,01:45,4.688,15.20
07-27,02:15,4.688,14.80
07-27,02:45,4.688,14.80
07-27,03:15,4.688,13.90
07-27,03:45,4.688,13.90
07-27,04:15,4.688,13.00
07-27,04:45,4.688,13.00
07-27,05:15,4.688,12.60
07-27,05:45,4.688,12.60
07-27,06:15,4.688,12.50
07-27,06:45,4.688,12.50
07-27,07:15,4.688,13.10
07-27,07:45,4.688,13.10
07-27,08:15,4.688,13.70
07-27,08:45,4.688,13.70
07-27,09:15,4.688,14.00
07-27,09:45,4.688,14.00
07-27,10:15,4.688,14.90
07-27,10:45,4.688,14.90
07-27,11:15,4.688,15.80
07-27,11:45,4.688,15.80
07-27,12:15,4.688,16.10
07-27,12:45,4.688,16.10
07-27,13:15,4.688,16.10
07-27,13:45,4.688,16.10
07-27,14:15,4.688,16.80
07-27,14:45,4.688,16.80
07-27,15:15,4.688,15.40
07-27,15:45,4.688,15.40
07-27,16:15,4.688,13.70
07-27,16:45,4.688,13.70
07-27,17:15,4.688,13.30
07-27,17:45,4.688,13.30
07-27,18:15,4.688,13.00
07-27,18:45,4.688,13.00
07-27,19:15,4.688,12.00
07-27,19:45,4.688,12.00
07-27,20:15,4.688,11.70
07-27,20:45,4.688,11.70
07-27,21:15,4.688,11.60
07-27,21:45,4.688,11.60
07-27,22:15,4.688,11.60
07-27,22:45,4.688,11.60
07-27,23:15,4.688,11.70
07-27,23:45,4.688,11.70
07-28,00:15,4.688,11.60
07-28,00:45,4.688,11.60
07-28,01:15,4.688,11.50
07-28,01:45,4.688,11.50
07-28,02:15,4.688,11.50
07-28,02:45,4.688,11.50
07-28,03:15,4.688,11.40
07-28,03:45,4.688,11.40
07-28,04:15,4.688,11.10
07-28,04:45,4.688,11.10
07-28,05:15,4.688,10.60
07-28,05:45,4.688,10.60
07-28,06:15,4.688,11.30
07-28,06:45,4.688,11.30
07-28,07:15,4.688,12.00
07-28,07:45,4.688,12.00
07-28,08:15,4.688,14.00
07-28,08:45,4.688,14.00
07-28,09:15,4.688,15.60
07-28,09:45,4.688,15.60
07-28,10:15,4.688,15.60
07-28,10:45,4.688,15.60
07-28,11:15,4.688,14.40
07-28,11:45,4.688,14.40
07-28,12:15,4.688,14.30
07-28,12:45,4.688,14.30
07-28,13:15,4.688,14.00
07-28,13:45,4.688,14.00
07-28,14:15,4.688,14.80
07-28,14:45,4.688,14.80
07-28,15:15,4.688,14.20
07-28,15:45,4.688,14.20
07-28,16:15,4.688,14.30
07-28,16:45,4.688,14.30
07-28,17:15,4.688,17.30
07-28,17:45,4.688,17.30
07-28,18:15,4.688,17.20
07-28,18:45,4.688,17.20
07-28,19:15,4.688,17.10
07-28,19:45,4.688,17.10
07-28,20:15,4.688,16.90
07-28,20:45,4.688,16.90
07-28,21:15,4.688,14.70
07-28,21:45,4.688,14.70
07-28,22:15,4.688,14.80
07-28,22:45,4.688,14.80
07-28,23:15,4.688,15.90
07-28,23:45,4.688,15.90
07-29,00:15,4.688,14.70
07-29,00:45,4.688,14.70
07-29,01:15,4.688,14.30
07-29,01:45,4.688,14.30
07-29,02:15,4.688,14.30
07-29,02:45,4.688,14.30
07-29,03:15,4.688,14.60
07-29,03:45,4.688,14.60
07-29,04:15,4.688,13.30
07-29,04:45,4.688,13.30
07-29,05:15,4.688,13.50
07-29,05:45,4.688,13.50
07-29,06:15,4.688,14.60
07-29,06:45,4.688,14.60
07-29,07:15,4.688,14.40
07-29,07:45,4.688,14.40
07-29,08:15,4.688,16.90
07-29,08:45,4.688,16.90
07-29,09:15,4.688,16.30
07-29,09:45,4.688,16.30
07-29,10:15,4.688,15.90
07-29,10:45,4.688,15.90
07-29,11:15,4.688,15.60
07-29,11:45,4.688,15.60
07-29,12:15,4.688,17.50
07-29,12:45,4.688,17.50
07-29,13:15,4.688,16.80
07-29,13:45,4.688,16.80
07-29,14:15,4.688,16.60
07-29,14:45,4.688,16.60
07-29,15:15,4.688,17.00
07-29,15:45,4.688,17.00
07-29,16:15,4.688,16.80
07-29,16:45,4.688,16.80
07-29,17:15,4.688,16.30
07-29,17:45,4.688,16.30
07-29,18:15,4.688,14.30
07-29,18:45,4.688,14.30
07-29,19:15,4.688,13.50
07-29,19:45,4.688,13.50
07-29,20:15,4.688,12.90
07-29,20:45,4.688,12.90
07-29,21:15,4.688,12.80
07-29,21:45,4.688,12.80
07-29,22:15,4.688,12.90
07-29,22:45,4.688,12.90
07-29,23:15,4.688,12.90
07-29,23:45,4.688,12.90
07-30,00:15,4.688,12.90
07-30,00:45,4.688,12.90
07-30,01:15,4.688,12.60
07-30,01:45,4.688,12.60
07-30,02:15,4.688,12.50
07-30,02:45,4.688,12.50
07-30,03:15,4.688,12.60
07-30,03:45,4.688,12.60
07-30,04:15,4.688,12.70
07-30,04:45,4.688,12.70
07-30,05:15,4.688,12.70
07-30,05:45,4.688,12.70
07-30,06:15,4.688,12.80
07-30,06:45,4.688,12.80
07-30,07:15,4.688,14.00
07-30,07:45,4.688,14.00
07-30,08:15,4.688,15.50
07-30,08:45,4.688,15.50
07-30,09:15,4.688,16.70
07-30,09:45,4.688,16.70
07-30,10:15,4.688,15.70
07-30,10:45,4.688,15.70
07-30,11:15,4.688,16.90
07-30,11:45,4.688,16.90
07-30,12:15,4.688,16.40
07-30,12:45,4.688,16.40
07-30,13:15,4.688,15.70
07-30,13:45,4.688,15.70
07-30,14:15,4.688,16.80
07-30,14:45,4.688,16.80
07-30,15:15,4.688,16.60
07-30,15:45,4.688,16.60
07-30,16:15,4.688,16.60
07-30,16:45,4.688,16.60
07-30,17:15,4.688,16.80
07-30,17:45,4.688,16.80
07-30,18:15,4.688,16.50
07-30,18:45,4.688,16.50
07-30,19:15,4.688,15.60
07-30,19:45,4.688,15.60
07-30,20:15,4.688,15.50
07-30,20:45,4.688,15.50
07-30,21:15,4.688,15.50
07-30,21:45,4.688,15.50
07-30,22:15,4.688,15.70
07-30,22:45,4.688,15.70
07-30,23:15,4.688,15.50
07-30,23:45,4.688,15.50
07-31,00:15,4.688,14.90
07-31,00:45,4.688,14.90
07-31,01:15,4.688,14.30
07-31,01:45,4.688,14.30
07-31,02:15,4.688,14.30
07-31,02:45,4.688,14.30
07-31,03:15,4.688,13.50
07-31,03:45,4.688,13.50
07-31,04:15,4.688,13.60
07-31,04:45,4.688,13.60
07-31,05:15,4.688,13.40
07-31,05:45,4.688,13.40
07-31,06:15,4.688,14.40
07-31,06:45,4.688,14.40
07-31,07:15,4.688,14.70
07-31,07:45,4.688,14.70
07-31,08:15,4.688,14.20
07-31,08:45,4.688,14.20
07-31,09:15,4.688,14.90
07-31,09:45,4.688,14.90
07-31,10:15,4.688,16.10
07-31,10:45,4.688,16.10
07-31,11:15,4.688,18.30
07-31,11:45,4.688,18.30
07-31,12:15,4.688,18.40
07-31,12:45,4.688,18.40
07-31,13:15,4.688,19.40
07-31,13:45,4.688,19.40
07-31,14:15,4.688,20.80
07-31,14:45,4.688,20.80
07-31,15:15,4.688,21.10
07-31,15:45,4.688,21.10
07-31,16:15,4.688,19.40
07-31,16:45,4.688,19.40
07-31,17:15,4.688,18.50
07-31,17:45,4.688,18.50
07-31,18:15,4.688,17.30
07-31,18:45,4.688,17.30
07-31,19:15,4.688,17.00
07-31,19:45,4.688,17.00
07-31,20:15,4.688,15.70
07-31,20:45,4.688,15.70
07-31,21:15,4.688,14.40
07-31,21:45,4.688,14.40
07-31,22:15,4.688,13.50
07-31,22:45,4.688,13.50
07-31,23:15,4.688,13.80
07-31,23:45,4.688,13.80
08-01,00:15,4.688,13.10
08-01,00:45,4.688,13.10
08-01,01:15,4.688,12.50
08-01,01:45,4.688,12.50
08-01,02:15,4.688,13.20
08-01,02:45,4.688,13.20
08-01,03:15,4.688,13.10
08-01,03:45,4.688,13.10
08-01,04:15,4.688,12.30
08-01,04:45,4.688,12.30
08-01,05:15,4.688,12.30
08-01,05:45,4.688,12.30
08-01,06:15,4.688,13.10
08-01,06:45,4.688,13.10
08-01,07:15,4.688,14.10
08-01,07:45,4.688,14.10
08-01,08:15,4.688,14.50
08-01,08:45,4.688,14.50
08-01,09:15,4.688,15.30
08-01,09:45,4.688,15.30
08-01,10:15,4.688,15.70
08-01,10:45,4.688,15.70
08-01,11:15,4.688,16.60
08-01,11:45,4.688,16.60
08-01,12:15,4.688,17.40
08-01,12:45,4.688,17.40
08-01,13:15,4.688,17.40
08-01,13:45,4.688,17.40
08-01,14:15,4.688,17.80
08-01,14:45,4.688,17.80
08-01,15:15,4.688,17.80
08-01,15:45,4.688,17.80
08-01,16:15,4.688,17.40
08-01,16:45,4.688,17.40
08-01,17:15,4.688,16.80
08-01,17:45,4.688,16.80
08-01,18:15,4.688,15.80
08-01,18:45,4.688,15.80
08-01,19:15,4.688,14.80
08-01,19:45,4.688,14.80
08-01,20:15,4.688,13.10
08-01,20:45,4.688,13.10
08-01,21:15,4.688,13.00
08-01,21:45,4.688,13.00
08-01,22:15,4.688,11.40
08-01,22:45,4.688,11.40
08-01,23:15,4.688,10.50
08-01,23:45,4.688,10.50
08-02,00:15,4.688,10.30
