DateTime,Ap Sys boilers energy (kBtu/h),Ap Sys boilers space cond'g load (kW),Solar azimuth (deg.),Ap Sys boilers DHW load (kW),Ap Sys boilers space cond'g energy (kBtu/h),Cloud cover (oktas),Ap Sys boilers DHW energy (kBtu/h),Atmospheric pressure (Pa),External relative humidity (%),External moisture content (kg/kg),System grid disp. elec. PV CE (kgCO2/h)
11-22 09:15,6.589,0.4958,153.2,1.2229,1.901,2.00,4.688,98150,80.1,0.00500,-0.0
11-22 09:45,6.426,0.4533,153.2,1.2229,1.738,2.00,4.688,98150,80.1,0.00500,-0.0
11-22 10:15,6.211,0.3971,167.3,1.2229,1.522,5.00,4.688,98130,71.9,0.00475,-0.0
11-22 10:45,5.974,0.3353,167.3,1.2229,1.285,5.00,4.688,98130,71.9,0.00475,-0.0
11-22 11:15,5.776,0.2838,181.8,1.2229,1.088,4.99,4.688,98070,68.0,0.00475,-0.0
11-22 11:45,5.563,0.2282,181.8,1.2229,0.875,4.99,4.688,98070,68.0,0.00475,-0.0
11-22 12:15,5.393,0.1838,196.3,1.2229,0.705,5.00,4.688,98010,65.9,0.00466,-0.0
11-22 12:45,5.289,0.1566,196.3,1.2229,0.600,5.00,4.688,98010,65.9,0.00466,-0.0
11-22 13:15,5.256,0.1481,210.2,1.2229,0.568,3.00,4.688,97980,68.6,0.00463,-0.0
11-22 13:45,5.278,0.1539,210.2,1.2229,0.590,3.00,4.688,97980,68.6,0.00463,-0.0
11-22 14:15,5.461,0.2016,223.5,1.2229,0.773,2.00,4.688,97950,76.1,0.00473,-0.0
11-22 14:45,5.853,0.3038,223.5,1.2229,1.165,2.00,4.688,97950,76.1,0.00473,-0.0
11-22 15:15,6.200,0.3942,236.0,1.2229,1.511,7.00,4.688,97890,78.1,0.00463,-0.0
11-22 15:45,6.493,0.4707,236.0,1.2229,1.805,7.00,4.688,97890,78.1,0.00463,-0.0
11-22 16:15,6.652,0.5123,248.0,1.2229,1.964,6.99,4.688,97770,79.5,0.00472,0.0
11-22 16:45,6.717,0.5291,248.0,1.2229,2.029,6.99,4.688,97770,79.5,0.00472,0.0
11-22 17:15,6.833,0.5593,259.8,1.2229,2.144,8.00,4.688,97750,95.6,0.00515,0.0
11-22 17:45,7.015,0.6070,259.8,1.2229,2.327,8.00,4.688,97750,95.6,0.00515,0.0
11-22 18:15,6.562,0.4888,271.9,1.2229,1.874,7.99,4.688,97720,94.1,0.00507,0.0
11-22 18:45,6.569,0.4906,271.9,1.2229,1.881,7.99,4.688,97720,94.1,0.00507,0.0
11-22 19:15,6.552,0.4860,285.0,1.2229,1.863,8.00,4.688,97730,92.7,0.00510,0.0
11-22 19:45,6.517,0.4769,285.0,1.2229,1.828,8.00,4.688,97730,92.7,0.00510,0.0
11-22 20:15,6.436,0.4557,299.9,1.2229,1.747,6.00,4.688,97730,78.2,0.00468,0.0
11-22 20:45,6.324,0.4267,299.9,1.2229,1.636,6.00,4.688,97730,78.2,0.00468,0.0
11-22 21:15,6.270,0.4127,317.7,1.2229,1.582,4.99,4.688,97720,78.3,0.00471,0.0
11-22 21:45,6.270,0.4124,317.7,1.2229,1.581,4.99,4.688,97720,78.3,0.00471,0.0
11-22 22:15,7.148,0.6414,339.1,1.2229,2.459,6.00,4.688,97690,83.2,0.00481,0.0
11-22 22:45,7.144,0.6405,339.1,1.2229,2.456,6.00,4.688,97690,83.2,0.00481,0.0
11-22 23:15,7.306,0.6827,3.0,1.2229,2.617,4.00,4.688,97650,81.5,0.00455,0.0
11-22 23:45,7.339,0.6915,3.0,1.2229,2.651,4.00,4.688,97650,81.5,0.00455,0.0
11-23 00:15,7.457,0.7221,26.5,1.2229,2.768,7.00,4.688,97680,83.1,0.00474,0.0
11-23 00:45,7.424,0.7135,26.5,1.2229,2.735,7.00,4.688,97680,83.1,0.00474,0.0
11-23 01:15,7.381,0.7023,47.1,1.2229,2.692,8.00,4.688,97630,83.4,0.00489,0.0
11-23 01:45,7.332,0.6895,47.1,1.2229,2.643,8.00,4.688,97630,83.4,0.00489,0.0
11-23 02:15,7.304,0.6823,64.1,1.2229,2.616,8.00,4.688,97600,84.7,0.00497,0.0
11-23 02:45,7.299,0.6810,64.1,1.2229,2.611,8.00,4.688,97600,84.7,0.00497,0.0
11-23 03:15,7.313,0.6846,78.5,1.2229,2.625,8.00,4.688,97580,81.8,0.00470,0.0
11-23 03:45,7.345,0.6930,78.5,1.2229,2.657,8.00,4.688,97580,81.8,0.00470,0.0
11-23 04:15,7.411,0.7103,91.3,1.2229,2.723,8.00,4.688,97610,92.7,0.00500,0.0
11-23 04:45,7.511,0.7362,91.3,1.2229,2.823,8.00,4.688,97610,92.7,0.00500,0.0
11-23 05:15,7.522,0.7391,103.2,1.2229,2.834,6.00,4.688,97640,91.5,0.00522,0.0
11-23 05:45,7.442,0.7182,103.2,1.2229,2.754,6.00,4.688,97640,91.5,0.00522,0.0
11-23 06:15,7.306,0.6827,115.0,1.2229,2.617,7.00,4.688,97700,89.4,0.00574,0.0
11-23 06:45,7.112,0.6323,115.0,1.2229,2.424,7.00,4.688,97700,89.4,0.00574,0.0
11-23 07:15,7.008,0.6051,127.1,1.2229,2.320,5.00,4.688,97760,88.0,0.00561,0.0
11-23 07:45,7.002,0.6034,127.1,1.2229,2.313,5.00,4.688,97760,88.0,0.00561,0.0
11-23 08:15,6.952,0.5903,139.8,1.2229,2.263,7.00,4.688,97840,85.8,0.00569,-0.0
11-23 08:45,6.805,0.5522,139.8,1.2229,2.117,7.00,4.688,97840,85.8,0.00569,-0.0
11-23 09:15,6.085,0.3644,153.2,1.2229,1.397,7.00,4.688,97900,82.1,0.00556,-0.0
11-23 09:45,6.030,0.3499,153.2,1.2229,1.342,7.00,4.688,97900,82.1,0.00556,-0.0
11-23 10:15,5.965,0.3330,167.3,1.2229,1.277,6.00,4.688,97990,79.9,0.00555,-0.0
11-23 10:45,5.815,0.2940,167.3,1.2229,1.127,6.00,4.688,97990,79.9,0.00555,-0.0
11-23 11:15,5.616,0.2418,181.7,1.2229,0.927,5.99,4.688,98070,73.4,0.00534,-0.0
11-23 11:45,5.476,0.2055,181.7,1.2229,0.788,5.99,4.688,98070,73.4,0.00534,-0.0
11-23 12:15,5.369,0.1775,196.2,1.2229,0.681,5.00,4.688,98150,70.5,0.00534,-0.0
11-23 12:45,5.232,0.1418,196.2,1.2229,0.544,5.00,4.688,98150,70.5,0.00534,-0.0
11-23 13:15,5.059,0.0966,210.1,1.2229,0.370,3.00,4.688,98280,71.1,0.00560,-0.0
11-23 13:45,4.825,0.0355,210.1,1.2229,0.136,3.00,4.688,98280,71.1,0.00560,-0.0
11-23 14:15,4.765,0.0200,223.3,1.2229,0.077,3.00,4.688,98400,72.7,0.00549,-0.0
11-23 14:45,5.000,0.0812,223.3,1.2229,0.311,3.00,4.688,98400,72.7,0.00549,-0.0
11-23 15:15,5.275,0.1529,235.8,1.2229,0.586,2.00,4.688,98510,71.2,0.00522,-0.0
11-23 15:45,5.582,0.2331,235.8,1.2229,0.894,2.00,4.688,98510,71.2,0.00522,-0.0
11-23 16:15,5.772,0.2828,247.8,1.2229,1.084,0.99,4.688,98620,74.2,0.00526,0.0
11-23 16:45,5.894,0.3144,247.8,1.2229,1.205,0.99,4.688,98620,74.2,0.00526,0.0
11-23 17:15,5.971,0.3346,259.6,1.2229,1.283,1.00,4.688,98760,75.2,0.00525,0.0
11-23 17:45,6.021,0.3477,259.6,1.2229,1.333,1.00,4.688,98760,75.2,0.00525,0.0
11-23 18:15,5.486,0.2081,271.7,1.2229,0.798,0.99,4.688,98920,71.7,0.00503,0.0
11-23 18:45,5.467,0.2032,271.7,1.2229,0.779,0.99,4.688,98920,71.7,0.00503,0.0
11-23 19:15,5.476,0.2055,284.8,1.2229,0.788,2.00,4.688,99010,74.8,0.00507,0.0
11-23 19:45,5.520,0.2170,284.8,1.2229,0.832,2.00,4.688,99010,74.8,0.00507,0.0
11-23 20:15,5.600,0.2378,299.7,1.2229,0.912,3.00,4.688,99090,86.7,0.00548,0.0
11-23 20:45,5.729,0.2714,299.7,1.2229,1.040,3.00,4.688,99090,86.7,0.00548,0.0
11-23 21:15,5.832,0.2984,317.5,1.2229,1.144,5.00,4.688,99180,86.5,0.00532,0.0
11-23 21:45,5.903,0.3167,317.5,1.2229,1.214,5.00,4.688,99180,86.5,0.00532,0.0
11-23 22:15,6.756,0.5393,338.9,1.2229,2.068,5.00,4.688,99250,82.9,0.00531,0.0
11-23 22:45,6.631,0.5067,338.9,1.2229,1.943,5.00,4.688,99250,82.9,0.00531,0.0
11-23 23:15,6.715,0.5286,2.9,1.2229,2.027,7.00,4.688,99380,86.6,0.00543,0.0
11-23 23:45,6.717,0.5291,2.9,1.2229,2.029,7.00,4.688,99380,86.6,0.00543,0.0
11-24 00:15,6.846,0.5627,26.5,1.2229,2.157,7.00,4.688,99380,86.5,0.00530,0.0
11-24 00:45,6.875,0.5704,26.5,1.2229,2.187,7.00,4.688,99380,86.5,0.00530,0.0
11-24 01:15,6.914,0.5806,47.1,1.2229,2.226,7.00,4.688,99410,84.9,0.00506,0.0
11-24 01:45,6.962,0.5930,47.1,1.2229,2.274,7.00,4.688,99410,84.9,0.00506,0.0
11-24 02:15,7.006,0.6046,64.2,1.2229,2.318,6.99,4.688,99370,83.4,0.00487,0.0
11-24 02:45,7.046,0.6149,64.2,1.2229,2.358,6.99,4.688,99370,83.4,0.00487,0.0
11-24 03:15,7.053,0.6167,78.6,1.2229,2.364,7.00,4.688,99350,84.9,0.00507,0.0
11-24 03:45,7.024,0.6092,78.6,1.2229,2.335,7.00,4.688,99350,84.9,0.00507,0.0
11-24 04:15,6.985,0.5990,91.3,1.2229,2.296,8.00,4.688,99350,89.1,0.00547,0.0
11-24 04:45,6.936,0.5863,91.3,1.2229,2.248,8.00,4.688,99350,89.1,0.00547,0.0
11-24 05:15,6.928,0.5843,103.3,1.2229,2.240,8.00,4.688,99310,91.7,0.00548,0.0
11-24 05:45,6.966,0.5941,103.3,1.2229,2.278,8.00,4.688,99310,91.7,0.00548,0.0
11-24 06:15,6.970,0.5952,115.1,1.2229,2.282,8.00,4.688,99300,94.5,0.00577,0.0
11-24 06:45,6.937,0.5866,115.1,1.2229,2.249,8.00,4.688,99300,94.5,0.00577,0.0
11-24 07:15,6.820,0.5561,127.2,1.2229,2.132,7.00,4.688,99290,89.8,0.00620,0.0
11-24 07:45,6.619,0.5036,127.2,1.2229,1.931,7.00,4.688,99290,89.8,0.00620,0.0
11-24 08:15,6.419,0.4515,139.8,1.2229,1.731,6.99,4.688,99320,86.8,0.00659,-0.0
11-24 08:45,6.178,0.3886,139.8,1.2229,1.490,6.99,4.688,99320,86.8,0.00659,-0.0
11-24 09:15,5.383,0.1812,153.2,1.2229,0.695,7.00,4.688,99350,83.7,0.00670,-0.0
11-24 09:45,5.278,0.1537,153.2,1.2229,0.589,7.00,4.688,99350,83.7,0.00670,-0.0
11-24 10:15,5.186,0.1298,167.2,1.2229,0.498,6.00,4.688,99360,80.7,0.00673,-0.0
11-24 10:45,5.018,0.0859,167.2,1.2229,0.329,6.00,4.688,99360,80.7,0.00673,-0.0
11-24 11:15,4.765,0.0201,181.7,1.2229,0.077,6.00,4.688,99400,74.2,0.00679,-0.0
11-24 11:45,4.688,0.0000,181.7,1.2229,0.000,6.00,4.688,99400,74.2,0.00679,-0.0
11-24 12:15,4.688,0.0000,196.0,1.2229,0.000,7.00,4.688,99380,75.4,0.00694,-0.0
11-24 12:45,4.688,0.0000,196.0,1.2229,0.000,7.00,4.688,99380,75.4,0.00694,-0.0
11-24 13:15,4.688,0.0000,210.0,1.2229,0.000,7.00,4.688,99400,78.5,0.00723,-0.0
11-24 13:45,4.688,0.0000,210.0,1.2229,0.000,7.00,4.688,99400,78.5,0.00723,-0.0
11-24 14:15,4.688,0.0000,223.2,1.2229,0.000,7.00,4.688,99400,83.4,0.00739,-0.0
11-24 14:45,4.688,0.0000,223.2,1.2229,0.000,7.00,4.688,99400,83.4,0.00739,-0.0
11-24 15:15,4.819,0.0340,235.6,1.2229,0.131,7.00,4.688,99440,88.7,0.00765,-0.0
11-24 15:45,4.947,0.0674,235.6,1.2229,0.258,7.00,4.688,99440,88.7,0.00765,-0.0
11-24 16:15,5.037,0.0909,247.6,1.2229,0.348,7.00,4.688,99480,89.7,0.00753,0.0
11-24 16:45,5.108,0.1094,247.6,1.2229,0.419,7.00,4.688,99480,89.7,0.00753,0.0
11-24 17:15,5.117,0.1117,259.4,1.2229,0.428,8.00,4.688,99440,92.1,0.00805,0.0
11-24 17:45,5.065,0.0982,259.4,1.2229,0.376,8.00,4.688,99440,92.1,0.00805,0.0
11-24 18:15,4.688,0.0000,271.5,1.2229,0.000,6.00,4.688,99440,84.1,0.00817,0.0
11-24 18:45,4.688,0.0000,271.5,1.2229,0.000,6.00,4.688,99440,84.1,0.00817,0.0
11-24 19:15,4.688,0.0000,284.6,1.2229,0.000,6.99,4.688,99470,86.2,0.00837,0.0
11-24 19:45,4.688,0.0000,284.6,1.2229,0.000,6.99,4.688,99470,86.2,0.00837,0.0
11-24 20:15,4.688,0.0000,299.5,1.2229,0.000,5.00,4.688,99440,87.2,0.00842,0.0
11-24 20:45,4.688,0.0000,299.5,1.2229,0.000,5.00,4.688,99440,87.2,0.00842,0.0
11-24 21:15,4.688,0.0000,317.3,1.2229,0.000,4.99,4.688,99470,87.2,0.00842,0.0
11-24 21:45,4.688,0.0000,317.3,1.2229,0.000,4.99,4.688,99470,87.2,0.00842,0.0
11-24 22:15,4.688,0.0000,338.7,1.2229,0.000,2.99,4.688,99520,86.1,0.00819,0.0
11-24 22:45,4.688,0.0000,338.7,1.2229,0.000,2.99,4.688,99520,86.1,0.00819,0.0
11-24 23:15,4.688,0.0000,2.8,1.2229,0.000,7.00,4.688,99610,85.2,0.00832,0.0
11-24 23:45,4.688,0.0000,2.8,1.2229,0.000,7.00,4.688,99610,85.2,0.00832,0.0
11-25 00:15,4.756,0.0176,26.5,1.2229,0.067,7.00,4.688,99600,84.2,0.00828,0.0
11-25 00:45,4.773,0.0221,26.5,1.2229,0.085,7.00,4.688,99600,84.2,0.00828,0.0
11-25 01:15,4.774,0.0224,47.2,1.2229,0.086,7.00,4.688,99610,81.1,0.00791,0.0
11-25 01:45,4.782,0.0245,47.2,1.2229,0.094,7.00,4.688,99610,81.1,0.00791,0.0
11-25 02:15,4.816,0.0333,64.2,1.2229,0.127,7.00,4.688,99650,83.8,0.00787,0.0
11-25 02:45,4.877,0.0491,64.2,1.2229,0.188,7.00,4.688,99650,83.8,0.00787,0.0
11-25 03:15,4.929,0.0627,78.6,1.2229,0.240,7.00,4.688,99650,87.9,0.00804,0.0
11-25 03:45,4.971,0.0738,78.6,1.2229,0.283,7.00,4.688,99650,87.9,0.00804,0.0
11-25 04:15,4.965,0.0721,91.4,1.2229,0.277,7.00,4.688,99660,81.8,0.00772,0.0
11-25 04:45,4.909,0.0576,91.4,1.2229,0.221,7.00,4.688,99660,81.8,0.00772,0.0
11-25 05:15,4.897,0.0545,103.4,1.2229,0.209,8.00,4.688,99600,85.8,0.00790,0.0
11-25 05:45,4.931,0.0633,103.4,1.2229,0.243,8.00,4.688,99600,85.8,0.00790,0.0
11-25 06:15,4.903,0.0560,115.2,1.2229,0.215,7.00,4.688,99610,82.0,0.00796,0.0
11-25 06:45,4.810,0.0317,115.2,1.2229,0.121,7.00,4.688,99610,82.0,0.00796,0.0
11-25 07:15,4.765,0.0199,127.2,1.2229,0.076,7.00,4.688,99650,85.0,0.00814,0.0
11-25 07:45,4.772,0.0217,127.2,1.2229,0.083,7.00,4.688,99650,85.0,0.00814,0.0
11-25 08:15,4.746,0.0150,139.8,1.2229,0.057,7.00,4.688,99660,85.1,0.00826,-0.0
11-25 08:45,4.688,0.0000,139.8,1.2229,0.000,7.00,4.688,99660,85.1,0.00826,-0.0
11-25 09:15,4.688,0.0000,153.2,1.2229,0.000,7.00,4.688,99740,88.2,0.00850,-0.0
11-25 09:45,4.688,0.0000,153.2,1.2229,0.000,7.00,4.688,99740,88.2,0.00850,-0.0
11-25 10:15,4.688,0.0000,167.2,1.2229,0.000,7.00,4.688,99710,88.2,0.00850,-0.0
11-25 10:45,4.688,0.0000,167.2,1.2229,0.000,7.00,4.688,99710,88.2,0.00850,-0.0
11-25 11:15,4.688,0.0000,181.6,1.2229,0.000,8.00,4.688,99740,93.6,0.00914,-0.0
11-25 11:45,4.688,0.0000,181.6,1.2229,0.000,8.00,4.688,99740,93.6,0.00914,-0.0
11-25 12:15,4.688,0.0000,195.9,1.2229,0.000,7.00,4.688,99790,94.5,0.00863,-0.0
11-25 12:45,4.688,0.0000,195.9,1.2229,0.000,7.00,4.688,99790,94.5,0.00863,-0.0
11-25 13:15,4.688,0.0000,209.8,1.2229,0.000,5.99,4.688,99770,81.5,0.00738,-0.0
11-25 13:45,4.688,0.0000,209.8,1.2229,0.000,5.99,4.688,99770,81.5,0.00738,-0.0
11-25 14:15,4.688,0.0000,223.0,1.2229,0.000,6.00,4.688,99860,86.4,0.00742,-0.0
11-25 14:45,4.688,0.0000,223.0,1.2229,0.000,6.00,4.688,99860,86.4,0.00742,-0.0
11-25 15:15,4.688,0.0000,235.5,1.2229,0.000,7.00,4.688,99940,82.8,0.00682,-0.0
11-25 15:45,4.688,0.0000,235.5,1.2229,0.000,7.00,4.688,99940,82.8,0.00682,-0.0
11-25 16:15,4.688,0.0000,247.4,1.2229,0.000,6.00,4.688,100030,84.5,0.00645,0.0
11-25 16:45,4.688,0.0000,247.4,1.2229,0.000,6.00,4.688,100030,84.5,0.00645,0.0
11-25 17:15,4.799,0.0289,259.2,1.2229,0.111,5.00,4.688,100150,85.4,0.00634,0.0
11-25 17:45,4.985,0.0775,259.2,1.2229,0.297,5.00,4.688,100150,85.4,0.00634,0.0
11-25 18:15,4.688,0.0000,271.3,1.2229,0.000,7.99,4.688,100170,85.1,0.00611,0.0
11-25 18:45,4.688,0.0000,271.3,1.2229,0.000,7.99,4.688,100170,85.1,0.00611,0.0
11-25 19:15,4.688,0.0000,284.3,1.2229,0.000,7.00,4.688,100240,81.2,0.00567,0.0
11-25 19:45,4.688,0.0000,284.3,1.2229,0.000,7.00,4.688,100240,81.2,0.00567,0.0
11-25 20:15,4.751,0.0164,299.2,1.2229,0.063,7.00,4.688,100250,82.1,0.00554,0.0
11-25 20:45,4.852,0.0427,299.2,1.2229,0.164,7.00,4.688,100250,82.1,0.00554,0.0
11-25 21:15,4.929,0.0628,317.0,1.2229,0.241,6.99,4.688,100220,89.6,0.00597,0.0
11-25 21:45,4.981,0.0764,317.0,1.2229,0.293,6.99,4.688,100220,89.6,0.00597,0.0
11-25 22:15,5.886,0.3124,338.5,1.2229,1.198,6.99,4.688,100220,84.2,0.00541,0.0
11-25 22:45,5.887,0.3128,338.5,1.2229,1.199,6.99,4.688,100220,84.2,0.00541,0.0
11-25 23:15,6.030,0.3498,2.7,1.2229,1.341,7.00,4.688,100180,84.2,0.00542,0.0
11-25 23:45,6.016,0.3463,2.7,1.2229,1.328,7.00,4.688,100180,84.2,0.00542,0.0
11-26 00:15,6.179,0.3888,26.5,1.2229,1.491,5.00,4.688,100200,91.7,0.00551,0.0
11-26 00:45,6.293,0.4184,26.5,1.2229,1.604,5.00,4.688,100200,91.7,0.00551,0.0
11-26 01:15,6.395,0.4453,47.2,1.2229,1.707,4.00,4.688,100200,92.9,0.00531,0.0
11-26 01:45,6.487,0.4691,47.2,1.2229,1.798,4.00,4.688,100200,92.9,0.00531,0.0
11-26 02:15,6.503,0.4733,64.3,1.2229,1.815,5.99,4.688,100270,91.7,0.00550,0.0
11-26 02:45,6.442,0.4574,64.3,1.2229,1.754,5.99,4.688,100270,91.7,0.00550,0.0
11-26 03:15,6.412,0.4497,78.7,1.2229,1.724,6.00,4.688,100290,91.7,0.00550,0.0
11-26 03:45,6.419,0.4513,78.7,1.2229,1.730,6.00,4.688,100290,91.7,0.00550,0.0
11-26 04:15,6.514,0.4762,91.5,1.2229,1.826,2.00,4.688,100310,91.2,0.00489,0.0
11-26 04:45,6.703,0.5254,91.5,1.2229,2.014,2.00,4.688,100310,91.2,0.00489,0.0
11-26 05:15,6.836,0.5602,103.4,1.2229,2.148,0.00,4.688,100380,91.0,0.00474,0.0
11-26 05:45,6.906,0.5785,103.4,1.2229,2.218,0.00,4.688,100380,91.0,0.00474,0.0
11-26 06:15,6.988,0.5998,115.2,1.2229,2.299,1.00,4.688,100440,90.8,0.00449,0.0
11-26 06:45,7.083,0.6246,115.2,1.2229,2.394,1.00,4.688,100440,90.8,0.00449,0.0
11-26 07:15,7.151,0.6424,127.2,1.2229,2.463,0.99,4.688,100470,90.7,0.00442,0.0
11-26 07:45,7.194,0.6535,127.2,1.2229,2.505,0.99,4.688,100470,90.7,0.00442,0.0
11-26 08:15,7.178,0.6494,139.8,1.2229,2.490,1.99,4.688,100470,90.9,0.00463,-0.0
11-26 08:45,7.051,0.6162,139.8,1.2229,2.362,1.99,4.688,100470,90.9,0.00463,-0.0
11-26 09:15,6.268,0.4121,153.1,1.2229,1.580,5.00,4.688,100500,78.9,0.00446,-0.0
11-26 09:45,6.056,0.3568,153.1,1.2229,1.368,5.00,4.688,100500,78.9,0.00446,-0.0
11-26 10:15,5.868,0.3078,167.1,1.2229,1.180,5.99,4.688,100520,79.6,0.00476,-0.0
11-26 10:45,5.690,0.2613,167.1,1.2229,1.002,5.99,4.688,100520,79.6,0.00476,-0.0
11-26 11:15,5.531,0.2199,181.5,1.2229,0.843,6.00,4.688,100540,81.4,0.00507,-0.0
11-26 11:45,5.443,0.1968,181.5,1.2229,0.754,6.00,4.688,100540,81.4,0.00507,-0.0
11-26 12:15,5.379,0.1801,195.8,1.2229,0.690,6.00,4.688,100610,80.2,0.00506,-0.0
11-26 12:45,5.245,0.1451,195.8,1.2229,0.556,6.00,4.688,100610,80.2,0.00506,-0.0
11-26 13:15,5.165,0.1245,209.7,1.2229,0.477,7.00,4.688,100650,78.8,0.00494,-0.0
11-26 13:45,5.286,0.1558,209.7,1.2229,0.598,7.00,4.688,100650,78.8,0.00494,-0.0
11-26 14:15,5.409,0.1879,222.9,1.2229,0.720,5.00,4.688,100700,74.4,0.00489,-0.0
11-26 14:45,5.439,0.1959,222.9,1.2229,0.751,5.00,4.688,100700,74.4,0.00489,-0.0
11-26 15:15,5.538,0.2215,235.3,1.2229,0.849,1.99,4.688,100920,70.1,0.00443,-0.0
11-26 15:45,5.734,0.2728,235.3,1.2229,1.046,1.99,4.688,100920,70.1,0.00443,-0.0
11-26 16:15,5.879,0.3105,247.3,1.2229,1.190,1.00,4.688,101140,70.8,0.00435,0.0
11-26 16:45,5.977,0.3362,247.3,1.2229,1.289,1.00,4.688,101140,70.8,0.00435,0.0
11-26 17:15,6.086,0.3645,259.0,1.2229,1.397,0.00,4.688,101380,79.2,0.00456,0.0
11-26 17:45,6.215,0.3981,259.0,1.2229,1.526,0.00,4.688,101380,79.2,0.00456,0.0
11-26 18:15,5.786,0.2862,271.1,1.2229,1.097,0.00,4.688,101520,84.0,0.00451,0.0
11-26 18:45,5.899,0.3158,271.1,1.2229,1.211,0.00,4.688,101520,84.0,0.00451,0.0
11-26 19:15,5.964,0.3326,284.1,1.2229,1.275,0.00,4.688,101650,82.5,0.00439,0.0
11-26 19:45,5.984,0.3379,284.1,1.2229,1.295,0.00,4.688,101650,82.5,0.00439,0.0
11-26 20:15,5.990,0.3395,299.0,1.2229,1.302,1.00,4.688,101750,84.0,0.00453,0.0
11-26 20:45,5.996,0.3411,299.0,1.2229,1.308,1.00,4.688,101750,84.0,0.00453,0.0
11-26 21:15,6.019,0.3470,316.8,1.2229,1.330,1.00,4.688,101860,85.4,0.00457,0.0
11-26 21:45,6.054,0.3562,316.8,1.2229,1.366,1.00,4.688,101860,85.4,0.00457,0.0
11-26 22:15,6.903,0.5777,338.3,1.2229,2.215,0.99,4.688,101970,87.0,0.00478,0.0
11-26 22:45,6.802,0.5514,338.3,1.2229,2.114,0.99,4.688,101970,87.0,0.00478,0.0
11-26 23:15,6.886,0.5731,2.6,1.2229,2.197,1.00,4.688,102040,87.0,0.00478,0.0
11-26 23:45,6.862,0.5670,2.6,1.2229,2.174,1.00,4.688,102040,87.0,0.00478,0.0
11-27 00:15,6.938,0.5867,26.4,1.2229,2.249,3.00,4.688,102130,88.7,0.00504,0.0
11-27 00:45,6.881,0.5718,26.4,1.2229,2.192,3.00,4.688,102130,88.7,0.00504,0.0
11-27 01:15,6.821,0.5564,47.2,1.2229,2.133,2.00,4.688,102200,87.5,0.00515,0.0
11-27 01:45,6.763,0.5410,47.2,1.2229,2.074,2.00,4.688,102200,87.5,0.00515,0.0
11-27 02:15,6.715,0.5286,64.3,1.2229,2.027,2.99,4.688,102220,85.0,0.00510,0.0
11-27 02:45,6.679,0.5193,64.3,1.2229,1.991,2.99,4.688,102220,85.0,0.00510,0.0
11-27 03:15,6.622,0.5044,78.8,1.2229,1.934,7.00,4.688,102280,85.4,0.00538,0.0
11-27 03:45,6.540,0.4830,78.8,1.2229,1.852,7.00,4.688,102280,85.4,0.00538,0.0
11-27 04:15,6.471,0.4649,91.5,1.2229,1.782,7.99,4.688,102320,86.9,0.00562,0.0
11-27 04:45,6.416,0.4507,91.5,1.2229,1.728,7.99,4.688,102320,86.9,0.00562,0.0
11-27 05:15,6.357,0.4353,103.5,1.2229,1.669,8.00,4.688,102350,89.7,0.00601,0.0
11-27 05:45,6.294,0.4187,103.5,1.2229,1.605,8.00,4.688,102350,89.7,0.00601,0.0
11-27 06:15,6.203,0.3950,115.2,1.2229,1.514,8.00,4.688,102380,88.8,0.00637,0.0
11-27 06:45,6.083,0.3638,115.2,1.2229,1.395,8.00,4.688,102380,88.8,0.00637,0.0
11-27 07:15,5.999,0.3418,127.2,1.2229,1.310,6.99,4.688,102420,87.7,0.00642,0.0
11-27 07:45,5.952,0.3295,127.2,1.2229,1.263,6.99,4.688,102420,87.7,0.00642,0.0
11-27 08:15,5.890,0.3135,139.8,1.2229,1.202,7.00,4.688,102460,86.7,0.00646,-0.0
11-27 08:45,5.760,0.2796,139.8,1.2229,1.072,7.00,4.688,102460,86.7,0.00646,-0.0
11-27 09:15,5.043,0.0924,153.1,1.2229,0.354,7.00,4.688,102510,85.6,0.00647,-0.0
11-27 09:45,4.973,0.0744,153.1,1.2229,0.285,7.00,4.688,102510,85.6,0.00647,-0.0
11-27 10:15,4.897,0.0544,167.1,1.2229,0.209,7.00,4.688,102540,83.4,0.00648,-0.0
11-27 10:45,4.796,0.0281,167.1,1.2229,0.108,7.00,4.688,102540,83.4,0.00648,-0.0
11-27 11:15,4.724,0.0094,181.4,1.2229,0.036,7.00,4.688,102540,81.1,0.00629,-0.0
11-27 11:45,4.713,0.0065,181.4,1.2229,0.025,7.00,4.688,102540,81.1,0.00629,-0.0
11-27 12:15,4.734,0.0120,195.7,1.2229,0.046,6.99,4.688,102530,78.9,0.00616,-0.0
11-27 12:45,4.783,0.0247,195.7,1.2229,0.095,6.99,4.688,102530,78.9,0.00616,-0.0
11-27 13:15,4.820,0.0343,209.6,1.2229,0.132,6.99,4.688,102520,73.7,0.00595,-0.0
11-27 13:45,4.819,0.0341,209.6,1.2229,0.131,6.99,4.688,102520,73.7,0.00595,-0.0
11-27 14:15,4.854,0.0432,222.7,1.2229,0.166,7.00,4.688,102540,77.9,0.00617,-0.0
11-27 14:45,4.932,0.0634,222.7,1.2229,0.243,7.00,4.688,102540,77.9,0.00617,-0.0
11-27 15:15,4.996,0.0802,235.2,1.2229,0.307,7.00,4.688,102560,77.9,0.00617,-0.0
11-27 15:45,5.046,0.0933,235.2,1.2229,0.358,7.00,4.688,102560,77.9,0.00617,-0.0
