DateTime,Dry-bulb temperature (°C),Total system energy (kBtu/h),System natural gas (kBtu/h),System electricity (kBtu/h),Total lights energy (kBtu/h),Lights electricity (kBtu/h),Total equip energy (kBtu/h),Equip electricity (kBtu/h),Total CE ex equip (kgCO2/h),Total system CE (kgCO2/h),System nat. gas CE (kgCO2/h)
10-07 05:45,14.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 06:15,14.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 06:45,14.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 07:15,14.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 07:45,14.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-07 08:15,15.00,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-07 08:45,15.00,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-07 09:15,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 09:45,16.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 10:15,17.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 10:45,17.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 11:15,18.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 11:45,18.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 12:15,18.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 12:45,18.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 13:15,18.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 13:45,18.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 14:15,18.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 14:45,18.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 15:15,17.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 15:45,17.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 16:15,16.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 16:45,16.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 17:15,16.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 17:45,16.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-07 18:15,14.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-07 18:45,14.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-07 19:15,13.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-07 19:45,13.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-07 20:15,13.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-07 20:45,13.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-07 21:15,12.80,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-07 21:45,12.80,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-07 22:15,12.50,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-07 22:45,12.50,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-07 23:15,12.10,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-07 23:45,12.10,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-08 00:15,11.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 00:45,11.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 01:15,12.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 01:45,12.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 02:15,11.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 02:45,11.60,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 03:15,9.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 03:45,9.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 04:15,10.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 04:45,10.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 05:15,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 05:45,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 06:15,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 06:45,10.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 07:15,8.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 07:45,8.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-08 08:15,9.20,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-08 08:45,9.20,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-08 09:15,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 09:45,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 10:15,14.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 10:45,14.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 11:15,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 11:45,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 12:15,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 12:45,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 13:15,14.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 13:45,14.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 14:15,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 14:45,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 15:15,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 15:45,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 16:15,14.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 16:45,14.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 17:15,12.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 17:45,12.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-08 18:15,12.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-08 18:45,12.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-08 19:15,13.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-08 19:45,13.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-08 20:15,14.40,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-08 20:45,14.40,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-08 21:15,14.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-08 21:45,14.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-08 22:15,12.50,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-08 22:45,12.50,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-08 23:15,12.50,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-08 23:45,12.50,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-09 00:15,12.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 00:45,12.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 01:15,13.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 01:45,13.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 02:15,12.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 02:45,12.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 03:15,12.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 03:45,12.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 04:15,12.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 04:45,12.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 05:15,13.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 05:45,13.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 06:15,13.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 06:45,13.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 07:15,13.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 07:45,13.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-09 08:15,13.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-09 08:45,13.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-09 09:15,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 09:45,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 10:15,14.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 10:45,14.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 11:15,14.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 11:45,14.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 12:15,14.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 12:45,14.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 13:15,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 13:45,14.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 14:15,15.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 14:45,15.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 15:15,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 15:45,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 16:15,15.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 16:45,15.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 17:15,15.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 17:45,15.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-09 18:15,14.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-09 18:45,14.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-09 19:15,13.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-09 19:45,13.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-09 20:15,14.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-09 20:45,14.30,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-09 21:15,13.40,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-09 21:45,13.40,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-09 22:15,13.90,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-09 22:45,13.90,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-09 23:15,13.20,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-09 23:45,13.20,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-10 00:15,14.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 00:45,14.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 01:15,12.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 01:45,12.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 02:15,11.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 02:45,11.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 03:15,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 03:45,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 04:15,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 04:45,11.10,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 05:15,9.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 05:45,9.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 06:15,9.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 06:45,9.50,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 07:15,9.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 07:45,9.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-10 08:15,10.30,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-10 08:45,10.30,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-10 09:15,11.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 09:45,11.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 10:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 10:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 11:15,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 11:45,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 12:15,12.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 12:45,12.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 13:15,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 13:45,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 14:15,13.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 14:45,13.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 15:15,14.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 15:45,14.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 16:15,13.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 16:45,13.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 17:15,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 17:45,12.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-10 18:15,10.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-10 18:45,10.60,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-10 19:15,9.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-10 19:45,9.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-10 20:15,8.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-10 20:45,8.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-10 21:15,7.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-10 21:45,7.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-10 22:15,8.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-10 22:45,8.80,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-10 23:15,7.00,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-10 23:45,7.00,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-11 00:15,6.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 00:45,6.80,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 01:15,5.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 01:45,5.90,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 02:15,6.50,4.938,4.802,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 02:45,6.50,5.029,4.894,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 03:15,6.60,5.071,4.936,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 03:45,6.60,5.120,4.984,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 04:15,5.90,5.202,5.066,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 04:45,5.90,5.323,5.188,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 05:15,5.90,5.407,5.272,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 05:45,5.90,5.452,5.317,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 06:15,5.20,5.530,5.395,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 06:45,5.20,5.643,5.508,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 07:15,6.60,5.638,5.503,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 07:45,6.60,5.500,5.365,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-11 08:15,8.60,5.296,5.161,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-11 08:45,8.60,4.991,4.856,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
10-11 09:15,10.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 09:45,10.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 10:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 10:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 11:15,13.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 11:45,13.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 12:15,13.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 12:45,13.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 13:15,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 13:45,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 14:15,14.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 14:45,14.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 15:15,13.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 15:45,13.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 16:15,13.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 16:45,13.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 17:15,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 17:45,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-11 18:15,8.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-11 18:45,8.90,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-11 19:15,7.50,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-11 19:45,7.50,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
10-11 20:15,6.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-11 20:45,6.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-11 21:15,5.80,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-11 21:45,5.80,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
10-11 22:15,5.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-11 22:45,5.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
10-11 23:15,5.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-11 23:45,5.80,5.067,4.932,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
10-12 00:15,5.70,5.312,5.177,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-12 00:45,5.70,5.416,5.280,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-12 01:15,4.70,5.546,5.410,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-12 01:45,4.70,5.712,5.577,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
10-12 02:15,5.50,5.778,5.643,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.3
10-12 02:45,5.50,5.742,5.607,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.3
10-12 03:15,4.30,5.805,5.669,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.3
10-12 03:45,4.30,5.970,5.835,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 04:15,3.50,6.117,5.982,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 04:45,3.50,6.247,6.111,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 05:15,4.30,6.290,6.155,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 05:45,4.30,6.245,6.110,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 06:15,4.20,6.239,6.104,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 06:45,4.20,6.277,6.142,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 07:15,4.30,6.299,6.163,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 07:45,4.30,6.293,6.158,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
10-12 08:15,6.50,6.150,6.015,0.135,0.000,0.000,4.932,4.932,0.4,0.4,0.4
10-12 08:45,6.50,5.825,5.689,0.135,0.000,0.000,4.932,4.932,0.4,0.4,0.4
10-12 09:15,7.80,4.938,4.803,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 09:45,7.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 10:15,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 10:45,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 11:15,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 11:45,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 12:15,14.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 12:45,14.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 13:15,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 13:45,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 14:15,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 14:45,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 15:15,12.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 15:45,12.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 16:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 16:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 17:15,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 17:45,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
10-12 18:15,10.50,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
