		Dry-bulb temperature (°C)	Total system energy (kBtu/h)	System natural gas (kBtu/h)	System electricity (kBtu/h)	Total lights energy (kBtu/h)	Lights electricity (kBtu/h)	Total equip energy (kBtu/h)	Equip electricity (kBtu/h)	Total CE ex equip (kgCO2/h)	Total system CE (kgCO2/h)	System nat. gas CE (kgCO2/h)
												
Date	Time	NewcastleEWY.fwt	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
Sun, 01/Jan	24:00											
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	13.00										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	13.20										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	13.30										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	13.40										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	12.60										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	12.40										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	12.50										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	12.90										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	12.30										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	10.70										
	22:15		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	10.90										
	23:15		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Sun, 16/Apr	24:00	9.60										
	00:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	9.80										
	01:15		4.945	4.810	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		5.131	4.996	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	9.00										
	02:15		5.363	5.228	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		5.678	5.542	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	6.50										
	03:15		5.887	5.752	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		5.990	5.855	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	6.00										
	04:15		6.059	5.923	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		6.095	5.959	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	6.00										
	05:15		6.109	5.974	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		6.102	5.967	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	6.30										
	06:15		6.153	6.018	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		6.255	6.120	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	5.30										
	07:15		6.218	6.082	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		6.033	5.898	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	6.60										
	08:15		5.825	5.690	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		5.570	5.435	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	8.00										
	09:15		4.830	4.694	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	7.50										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	8.90										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	8.80										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	8.40										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	8.60										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	7.70										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	8.10										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	7.10										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	7.20										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	6.80										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	6.00										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		5.104	4.969	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	4.80										
	21:15		5.380	5.244	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		5.542	5.407	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	4.20										
	22:15		6.509	6.374	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	22:45		6.535	6.399	0.135	0.105	0.105	5.409	5.409	0.4	0.4	0.4
	23:00	3.80										
	23:15		6.702	6.567	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		6.722	6.587	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Mon, 17/Apr	24:00	3.70										
	00:15		6.859	6.723	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.884	6.748	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	3.70										
	01:15		6.876	6.740	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.832	6.697	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	4.30										
	02:15		6.903	6.768	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		7.091	6.956	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	2.70										
	03:15		7.212	7.077	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		7.263	7.127	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:00	2.50										
	04:15		7.245	7.110	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	04:45		7.157	7.022	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:00	3.50										
	05:15		7.163	7.028	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	05:45		7.269	7.134	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:00	2.60										
	06:15		7.226	7.090	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	06:45		7.002	6.867	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:00	4.30										
	07:15		6.780	6.645	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	07:45		6.566	6.431	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	08:00	5.30										
	08:15		6.239	6.103	0.135	0.000	0.000	4.932	4.932	0.4	0.4	0.4
	08:45		5.768	5.633	0.135	0.000	0.000	4.932	4.932	0.3	0.4	0.3
	09:00	8.10										
	09:15		4.851	4.715	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	8.60										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	9.10										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	9.40										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	8.10										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	6.70										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	7.20										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	6.20										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	6.70										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	8.10										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	8.40										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	7.70										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	6.90										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	6.60										
	22:15		5.424	5.289	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		5.663	5.527	0.135	0.105	0.105	5.409	5.409	0.4	0.3	0.3
	23:00	6.70										
	23:15		5.855	5.720	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
	23:45		5.890	5.754	0.135	0.000	0.000	2.999	2.999	0.4	0.4	0.4
Tue, 18/Apr	24:00	6.70										
	00:15		6.104	5.968	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	00:45		6.279	6.144	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:00	5.40										
	01:15		6.317	6.182	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	01:45		6.209	6.073	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:00	6.70										
	02:15		6.108	5.973	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	02:45		6.020	5.885	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:00	7.60										
	03:15		5.891	5.756	0.135	0.000	0.000	2.912	2.912	0.4	0.4	0.4
	03:45		5.722	5.586	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	9.20										
	04:15		5.550	5.415	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:45		5.377	5.242	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:00	10.70										
	05:15		5.253	5.118	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:45		5.181	5.046	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:00	11.20										
	06:15		5.148	5.012	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:45		5.135	5.000	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:00	10.80										
	07:15		5.010	4.875	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:45		4.833	4.697	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	12.10										
	08:15		4.824	4.688	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		4.824	4.688	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	13.60										
	09:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	13.80										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	12.70										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	12.10										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	11.20										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	11.50										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	10.70										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	14.50										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	16.60										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	15.80										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	14.50										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	13.70										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	10.90										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	9.50										
	22:15		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	9.40										
	23:15		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Wed, 19/Apr	24:00	9.40										
	00:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	8.20										
	01:15		4.992	4.857	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		4.999	4.863	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	9.30										
	02:15		5.099	4.964	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		5.337	5.202	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	7.50										
	03:15		5.400	5.265	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:45		5.282	5.146	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	9.00										
	04:15		5.226	5.091	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:45		5.241	5.105	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:00	9.00										
	05:15		5.130	4.995	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:45		4.896	4.760	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:00	11.30										
	06:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:00	11.20										
	07:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	10.90										
	08:15		4.824	4.688	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		4.824	4.688	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	11.60										
	09:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	12.40										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	12.50										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	13.00										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	13.80										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	14.10										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	13.40										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	13.00										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	12.30										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	11.50										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	11.10										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	10.50										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	10.10										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	9.80										
	22:15		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	9.40										
	23:15		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Thu, 20/Apr	24:00	9.60										
	00:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	9.60										
	01:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	9.60										
	02:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	9.10										
	03:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:45		4.947	4.812	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	7.90										
	04:15		5.115	4.980	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:45		5.147	5.012	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:00	8.20										
	05:15		5.161	5.026	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	05:45		5.166	5.031	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:00	8.50										
	06:15		5.201	5.066	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	06:45		5.262	5.126	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:00	8.00										
	07:15		5.271	5.136	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	07:45		5.216	5.081	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	08:00	8.10										
	08:15		5.116	4.981	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	08:45		4.954	4.819	0.135	0.000	0.000	4.932	4.932	0.3	0.3	0.3
	09:00	8.70										
	09:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	09:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:00	9.60										
	10:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	10:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:00	10.40										
	11:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	11:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:00	10.60										
	12:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	12:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:00	11.60										
	13:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	13:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:00	11.20										
	14:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	14:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:00	11.20										
	15:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	15:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:00	11.80										
	16:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	16:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:00	11.80										
	17:15		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	17:45		4.824	4.688	0.135	0.000	0.000	4.132	4.132	0.3	0.3	0.3
	18:00	11.20										
	18:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	18:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:00	10.60										
	19:15		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	19:45		4.824	4.688	0.135	0.105	0.105	5.678	5.678	0.3	0.3	0.3
	20:00	9.80										
	20:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	20:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:00	9.20										
	21:15		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	21:45		4.824	4.688	0.135	0.105	0.105	4.829	4.829	0.3	0.3	0.3
	22:00	8.20										
	22:15		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	22:45		4.824	4.688	0.135	0.105	0.105	5.409	5.409	0.3	0.3	0.3
	23:00	8.10										
	23:15		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
	23:45		4.824	4.688	0.135	0.000	0.000	2.999	2.999	0.3	0.3	0.3
Fri, 21/Apr	24:00	7.80										
	00:15		4.824	4.688	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	00:45		5.023	4.887	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:00	7.70										
	01:15		5.101	4.966	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	01:45		5.104	4.969	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:00	8.30										
	02:15		5.103	4.967	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	02:45		5.106	4.971	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:00	8.60										
	03:15		5.086	4.951	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	03:45		5.044	4.909	0.135	0.000	0.000	2.912	2.912	0.3	0.3	0.3
	04:00	9.20										
