Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
,06:15,7.382,0.7027,,1.2229,2.694,,4.688,,,,0.0
,,,,,,,,,,,,
,06:45,7.407,0.7090,,1.2229,2.718,,4.688,,,,0.0
,,,,,,,,,,,,
,07:00,,,113.3,,,8.00,,100830,73.0,0.00399,
,,,,,,,,,,,,
,07:15,7.425,0.7139,,1.2229,2.737,,4.688,,,,0.0
,,,,,,,,,,,,
,07:45,7.439,0.7174,,1.2229,2.750,,4.688,,,,0.0
,,,,,,,,,,,,
,08:00,,,125.1,,,8.00,,100750,75.7,0.00412,
,,,,,,,,,,,,
,08:15,7.444,0.7187,,1.2229,2.755,,4.688,,,,-0.0
,,,,,,,,,,,,
,08:45,7.402,0.7077,,1.2229,2.713,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:00,,,137.3,,,8.00,,100690,71.4,0.00386,
,,,,,,,,,,,,
,09:15,6.770,0.5429,,1.2229,2.081,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:45,6.780,0.5455,,1.2229,2.092,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:00,,,150.2,,,8.00,,100590,75.6,0.00409,
,,,,,,,,,,,,
,10:15,6.841,0.5616,,1.2229,2.153,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:45,6.931,0.5850,,1.2229,2.243,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:00,,,163.8,,,8.00,,100490,82.3,0.00431,
,,,,,,,,,,,,
,11:15,7.027,0.6099,,1.2229,2.338,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:45,7.126,0.6360,,1.2229,2.438,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:00,,,177.8,,,7.99,,100420,89.3,0.00449,
,,,,,,,,,,,,
,12:15,7.204,0.6562,,1.2229,2.516,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:45,7.259,0.6704,,1.2229,2.570,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:00,,,191.9,,,7.99,,100270,92.3,0.00458,
,,,,,,,,,,,,
,13:15,7.322,0.6868,,1.2229,2.633,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:45,7.395,0.7059,,1.2229,2.706,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:00,,,205.6,,,7.99,,100170,92.2,0.00445,
,,,,,,,,,,,,
,14:15,7.446,0.7193,,1.2229,2.758,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:45,7.474,0.7266,,1.2229,2.786,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:00,,,218.7,,,7.99,,100070,92.2,0.00445,
,,,,,,,,,,,,
,15:15,7.511,0.7364,,1.2229,2.823,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:45,7.562,0.7496,,1.2229,2.874,,4.688,,,,-0.0
,,,,,,,,,,,,
,16:00,,,231.2,,,7.99,,99970,93.7,0.00447,
,,,,,,,,,,,,
,16:15,7.585,0.7556,,1.2229,2.897,,4.688,,,,0.0
,,,,,,,,,,,,
,16:45,7.575,0.7530,,1.2229,2.887,,4.688,,,,0.0
,,,,,,,,,,,,
,17:00,,,243.0,,,7.99,,99870,92.2,0.00450,
,,,,,,,,,,,,
,17:15,7.565,0.7504,,1.2229,2.877,,4.688,,,,0.0
,,,,,,,,,,,,
,17:45,7.558,0.7484,,1.2229,2.869,,4.688,,,,0.0
,,,,,,,,,,,,
,18:00,,,254.7,,,8.00,,99760,92.3,0.00457,
,,,,,,,,,,,,
,18:15,6.992,0.6007,,1.2229,2.303,,4.688,,,,0.0
,,,,,,,,,,,,
,18:45,6.966,0.5940,,1.2229,2.277,,4.688,,,,0.0
,,,,,,,,,,,,
,19:00,,,266.5,,,8.00,,99690,92.3,0.00461,
,,,,,,,,,,,,
,19:15,6.939,0.5869,,1.2229,2.250,,4.688,,,,0.0
,,,,,,,,,,,,
,19:45,6.916,0.5810,,1.2229,2.227,,4.688,,,,0.0
,,,,,,,,,,,,
,20:00,,,279.1,,,7.99,,99620,90.8,0.00457,
,,,,,,,,,,,,
,20:15,6.899,0.5767,,1.2229,2.211,,4.688,,,,0.0
,,,,,,,,,,,,
,20:45,6.903,0.5777,,1.2229,2.215,,4.688,,,,0.0
,,,,,,,,,,,,
,21:00,,,293.4,,,8.00,,99610,90.9,0.00460,
,,,,,,,,,,,,
,21:15,6.921,0.5824,,1.2229,2.233,,4.688,,,,0.0
,,,,,,,,,,,,
,21:45,6.947,0.5892,,1.2229,2.259,,4.688,,,,0.0
,,,,,,,,,,,,
,22:00,,,310.4,,,8.00,,99650,92.4,0.00464,
,,,,,,,,,,,,
,22:15,7.808,0.8136,,1.2229,3.119,,4.688,,,,0.0
,,,,,,,,,,,,
,22:45,7.742,0.7965,,1.2229,3.054,,4.688,,,,0.0
,,,,,,,,,,,,
,23:00,,,331.3,,,8.00,,99690,92.4,0.00464,
,,,,,,,,,,,,
,23:15,7.827,0.8187,,1.2229,3.139,,4.688,,,,0.0
,,,,,,,,,,,,
,23:45,7.768,0.8032,,1.2229,3.079,,4.688,,,,0.0
,,,,,,,,,,,,
"Mon, 02/Jan",24:00,,,356.0,,,7.99,,99770,89.5,0.00459,
,,,,,,,,,,,,
,00:15,7.845,0.8234,,1.2229,3.157,,4.688,,,,0.0
,,,,,,,,,,,,
,00:45,7.828,0.8190,,1.2229,3.140,,4.688,,,,0.0
,,,,,,,,,,,,
,01:00,,,21.0,,,8.00,,99840,89.5,0.00462,
,,,,,,,,,,,,
,01:15,7.813,0.8151,,1.2229,3.125,,4.688,,,,0.0
,,,,,,,,,,,,
,01:45,7.800,0.8116,,1.2229,3.112,,4.688,,,,0.0
,,,,,,,,,,,,
,02:00,,,43.3,,,8.00,,99910,89.5,0.00465,
,,,,,,,,,,,,
,02:15,7.782,0.8070,,1.2229,3.094,,4.688,,,,0.0
,,,,,,,,,,,,
,02:45,7.759,0.8008,,1.2229,3.070,,4.688,,,,0.0
,,,,,,,,,,,,
,03:00,,,61.5,,,8.00,,100060,92.6,0.00487,
,,,,,,,,,,,,
,03:15,7.734,0.7945,,1.2229,3.046,,4.688,,,,0.0
,,,,,,,,,,,,
,03:45,7.710,0.7882,,1.2229,3.022,,4.688,,,,0.0
,,,,,,,,,,,,
,04:00,,,76.5,,,8.00,,100140,91.2,0.00486,
,,,,,,,,,,,,
,04:15,7.713,0.7890,,1.2229,3.025,,4.688,,,,0.0
,,,,,,,,,,,,
,04:45,7.745,0.7972,,1.2229,3.056,,4.688,,,,0.0
,,,,,,,,,,,,
,05:00,,,89.5,,,8.00,,100260,91.0,0.00475,
,,,,,,,,,,,,
,05:15,7.757,0.8003,,1.2229,3.068,,4.688,,,,0.0
,,,,,,,,,,,,
,05:45,7.748,0.7980,,1.2229,3.059,,4.688,,,,0.0
,,,,,,,,,,,,
,06:00,,,101.5,,,8.00,,100430,88.1,0.00462,
,,,,,,,,,,,,
,06:15,7.753,0.7995,,1.2229,3.065,,4.688,,,,0.0
,,,,,,,,,,,,
,06:45,7.775,0.8050,,1.2229,3.086,,4.688,,,,0.0
,,,,,,,,,,,,
,07:00,,,113.2,,,8.00,,100600,86.5,0.00446,
,,,,,,,,,,,,
,07:15,7.808,0.8136,,1.2229,3.119,,4.688,,,,0.0
,,,,,,,,,,,,
,07:45,7.853,0.8254,,1.2229,3.165,,4.688,,,,0.0
,,,,,,,,,,,,
,08:00,,,124.9,,,8.00,,100830,89.3,0.00447,
,,,,,,,,,,,,
,08:15,7.882,0.8329,,1.2229,3.193,,4.688,,,,-0.0
,,,,,,,,,,,,
,08:45,7.852,0.8252,,1.2229,3.164,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:00,,,137.2,,,8.00,,101030,87.7,0.00431,
,,,,,,,,,,,,
,09:15,7.171,0.6475,,1.2229,2.482,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:45,7.074,0.6222,,1.2229,2.385,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:00,,,150.1,,,8.00,,101210,80.8,0.00420,
,,,,,,,,,,,,
,10:15,7.037,0.6126,,1.2229,2.348,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:45,7.045,0.6147,,1.2229,2.357,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:00,,,163.7,,,7.00,,101410,76.4,0.00396,
,,,,,,,,,,,,
,11:15,7.009,0.6052,,1.2229,2.320,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:45,6.889,0.5739,,1.2229,2.200,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:00,,,177.7,,,3.00,,101580,68.4,0.00367,
,,,,,,,,,,,,
,12:15,6.858,0.5660,,1.2229,2.170,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:45,7.017,0.6075,,1.2229,2.329,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:00,,,191.8,,,2.00,,101700,64.2,0.00320,
,,,,,,,,,,,,
,13:15,7.118,0.6338,,1.2229,2.430,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:45,7.050,0.6160,,1.2229,2.362,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:00,,,205.5,,,2.00,,101860,61.4,0.00308,
,,,,,,,,,,,,
,14:15,7.017,0.6075,,1.2229,2.329,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:45,7.131,0.6372,,1.2229,2.443,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:00,,,218.6,,,2.00,,102030,70.0,0.00351,
,,,,,,,,,,,,
,15:15,7.289,0.6784,,1.2229,2.601,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:45,7.451,0.7206,,1.2229,2.763,,4.688,,,,-0.0
,,,,,,,,,,,,
,16:00,,,231.1,,,1.00,,102160,69.1,0.00329,
,,,,,,,,,,,,
,16:15,7.541,0.7440,,1.2229,2.852,,4.688,,,,0.0
,,,,,,,,,,,,
,16:45,7.578,0.7537,,1.2229,2.890,,4.688,,,,0.0
,,,,,,,,,,,,
,17:00,,,243.0,,,2.00,,102280,64.9,0.00313,
,,,,,,,,,,,,
,17:15,7.614,0.7631,,1.2229,2.926,,4.688,,,,0.0
,,,,,,,,,,,,
,17:45,7.652,0.7730,,1.2229,2.964,,4.688,,,,0.0
,,,,,,,,,,,,
,18:00,,,254.6,,,2.00,,102380,64.9,0.00312,
,,,,,,,,,,,,
,18:15,7.125,0.6355,,1.2229,2.436,,4.688,,,,0.0
,,,,,,,,,,,,
,18:45,7.132,0.6374,,1.2229,2.444,,4.688,,,,0.0
,,,,,,,,,,,,
,19:00,,,266.5,,,1.00,,102460,61.9,0.00298,
,,,,,,,,,,,,
,19:15,7.173,0.6480,,1.2229,2.484,,4.688,,,,0.0
,,,,,,,,,,,,
,19:45,7.249,0.6680,,1.2229,2.561,,4.688,,,,0.0
,,,,,,,,,,,,
,20:00,,,279.1,,,6.00,,102540,71.4,0.00327,
,,,,,,,,,,,,
,20:15,7.305,0.6826,,1.2229,2.617,,4.688,,,,0.0
,,,,,,,,,,,,
,20:45,7.360,0.6968,,1.2229,2.671,,4.688,,,,0.0
,,,,,,,,,,,,
,21:00,,,293.3,,,3.99,,102620,68.1,0.00307,
,,,,,,,,,,,,
,21:15,7.446,0.7192,,1.2229,2.757,,4.688,,,,0.0
,,,,,,,,,,,,
,21:45,7.551,0.7468,,1.2229,2.863,,4.688,,,,0.0
,,,,,,,,,,,,
,22:00,,,310.3,,,7.00,,102710,80.0,0.00343,
,,,,,,,,,,,,
,22:15,8.465,0.9852,,1.2229,3.777,,4.688,,,,0.0
,,,,,,,,,,,,
,22:45,8.435,0.9773,,1.2229,3.747,,4.688,,,,0.0
,,,,,,,,,,,,
,23:00,,,331.2,,,2.00,,102750,75.0,0.00319,
,,,,,,,,,,,,
,23:15,8.602,1.0208,,1.2229,3.914,,4.688,,,,0.0
,,,,,,,,,,,,
,23:45,8.666,1.0374,,1.2229,3.977,,4.688,,,,0.0
,,,,,,,,,,,,
"Tue, 03/Jan",24:00,,,355.8,,,3.00,,102810,80.3,0.00322,
,,,,,,,,,,,,
,00:15,8.811,1.0754,,1.2229,4.123,,4.688,,,,0.0
,,,,,,,,,,,,
,00:45,8.816,1.0766,,1.2229,4.128,,4.688,,,,0.0
,,,,,,,,,,,,
,01:00,,,20.8,,,2.99,,102870,78.6,0.00315,
,,,,,,,,,,,,
,01:15,8.857,1.0873,,1.2229,4.169,,4.688,,,,0.0
,,,,,,,,,,,,
,01:45,8.935,1.1076,,1.2229,4.247,,4.688,,,,0.0
,,,,,,,,,,,,
,02:00,,,43.1,,,0.99,,102870,81.0,0.00311,
,,,,,,,,,,,,
,02:15,8.992,1.1225,,1.2229,4.303,,4.688,,,,0.0
,,,,,,,,,,,,
,02:45,9.025,1.1311,,1.2229,4.337,,4.688,,,,0.0
,,,,,,,,,,,,
,03:00,,,61.3,,,0.00,,102950,82.5,0.00314,
,,,,,,,,,,,,
,03:15,9.057,1.1396,,1.2229,4.369,,4.688,,,,0.0
,,,,,,,,,,,,
,03:45,9.088,1.1475,,1.2229,4.399,,4.688,,,,0.0
,,,,,,,,,,,,
,04:00,,,76.3,,,0.00,,102980,85.9,0.00324,
,,,,,,,,,,,,
,04:15,9.128,1.1579,,1.2229,4.439,,4.688,,,,0.0
,,,,,,,,,,,,
,04:45,9.179,1.1712,,1.2229,4.490,,4.688,,,,0.0
,,,,,,,,,,,,
,05:00,,,89.4,,,0.00,,102950,83.7,0.00309,
,,,,,,,,,,,,
,05:15,9.214,1.1804,,1.2229,4.526,,4.688,,,,0.0
,,,,,,,,,,,,
,05:45,9.232,1.1851,,1.2229,4.544,,4.688,,,,0.0
,,,,,,,,,,,,
,06:00,,,101.4,,,3.00,,102940,80.2,0.00296,
,,,,,,,,,,,,
,06:15,9.254,1.1909,,1.2229,4.566,,4.688,,,,0.0
,,,,,,,,,,,,
,06:45,9.283,1.1985,,1.2229,4.595,,4.688,,,,0.0
,,,,,,,,,,,,
,07:00,,,113.0,,,0.00,,102960,78.3,0.00287,
,,,,,,,,,,,,
,07:15,9.335,1.2120,,1.2229,4.647,,4.688,,,,0.0
,,,,,,,,,,,,
,07:45,9.408,1.2311,,1.2229,4.720,,4.688,,,,0.0
,,,,,,,,,,,,
,08:00,,,124.8,,,0.00,,102980,79.6,0.00279,
,,,,,,,,,,,,
,08:15,9.428,1.2364,,1.2229,4.740,,4.688,,,,-0.0
,,,,,,,,,,,,
,08:45,9.350,1.2159,,1.2229,4.661,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:00,,,137.1,,,1.00,,103010,78.1,0.00281,
,,,,,,,,,,,,
,09:15,8.661,1.0362,,1.2229,3.973,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:45,8.590,1.0177,,1.2229,3.902,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:00,,,150.0,,,1.00,,103000,76.8,0.00286,
,,,,,,,,,,,,
,10:15,8.489,0.9914,,1.2229,3.801,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:45,8.329,0.9496,,1.2229,3.641,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:00,,,163.5,,,1.00,,103010,76.9,0.00308,
,,,,,,,,,,,,
,11:15,8.115,0.8938,,1.2229,3.427,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:45,7.872,0.8305,,1.2229,3.184,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:00,,,177.6,,,0.99,,102980,66.1,0.00293,
,,,,,,,,,,,,
,12:15,7.702,0.7861,,1.2229,3.014,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:45,7.622,0.7651,,1.2229,2.933,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:00,,,191.7,,,2.99,,102930,59.8,0.00268,
,,,,,,,,,,,,
,13:15,7.622,0.7652,,1.2229,2.934,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:45,7.716,0.7896,,1.2229,3.027,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:00,,,205.4,,,3.99,,102920,70.4,0.00298,
,,,,,,,,,,,,
,14:15,7.818,0.8163,,1.2229,3.129,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:45,7.888,0.8345,,1.2229,3.199,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:00,,,218.6,,,5.00,,102890,79.8,0.00313,
,,,,,,,,,,,,
,15:15,8.079,0.8844,,1.2229,3.391,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:45,8.451,0.9813,,1.2229,3.762,,4.688,,,,-0.0
,,,,,,,,,,,,
,16:00,,,231.1,,,7.00,,102840,83.7,0.00307,
,,,,,,,,,,,,
,16:15,8.699,1.0460,,1.2229,4.010,,4.688,,,,0.0
,,,,,,,,,,,,
,16:45,8.807,1.0743,,1.2229,4.119,,4.688,,,,0.0
,,,,,,,,,,,,
,17:00,,,243.0,,,7.00,,102760,85.6,0.00319,
,,,,,,,,,,,,
,17:15,8.897,1.0977,,1.2229,4.208,,4.688,,,,0.0
,,,,,,,,,,,,
,17:45,8.991,1.1224,,1.2229,4.303,,4.688,,,,0.0
,,,,,,,,,,,,
,18:00,,,254.6,,,6.99,,102720,87.2,0.00317,
,,,,,,,,,,,,
,18:15,8.468,0.9857,,1.2229,3.779,,4.688,,,,0.0
,,,,,,,,,,,,
,18:45,8.428,0.9755,,1.2229,3.740,,4.688,,,,0.0
,,,,,,,,,,,,
,19:00,,,266.4,,,7.00,,102690,84.3,0.00322,
,,,,,,,,,,,,
,19:15,8.376,0.9619,,1.2229,3.688,,4.688,,,,0.0
,,,,,,,,,,,,
,19:45,8.315,0.9460,,1.2229,3.627,,4.688,,,,0.0
,,,,,,,,,,,,
,20:00,,,279.0,,,7.00,,102640,80.3,0.00323,
,,,,,,,,,,,,
,20:15,8.330,0.9498,,1.2229,3.641,,4.688,,,,0.0
,,,,,,,,,,,,
,20:45,8.437,0.9777,,1.2229,3.748,,4.688,,,,0.0
,,,,,,,,,,,,
,21:00,,,293.3,,,7.00,,102560,86.0,0.00329,
,,,,,,,,,,,,
,21:15,8.519,0.9991,,1.2229,3.831,,4.688,,,,0.0
,,,,,,,,,,,,
,21:45,8.568,1.0119,,1.2229,3.880,,4.688,,,,0.0
,,,,,,,,,,,,
,22:00,,,310.2,,,8.00,,102500,94.8,0.00360,
,,,,,,,,,,,,
,22:15,9.433,1.2375,,1.2229,4.744,,4.688,,,,0.0
,,,,,,,,,,,,
,22:45,9.353,1.2166,,1.2229,4.664,,4.688,,,,0.0
,,,,,,,,,,,,
,23:00,,,331.1,,,8.00,,102340,96.4,0.00375,
,,,,,,,,,,,,
,23:15,9.432,1.2373,,1.2229,4.744,,4.688,,,,0.0
,,,,,,,,,,,,
,23:45,9.378,1.2233,,1.2229,4.690,,4.688,,,,0.0
,,,,,,,,,,,,
"Wed, 04/Jan",24:00,,,355.6,,,8.00,,102200,92.9,0.00367,
,,,,,,,,,,,,
,00:15,9.433,1.2376,,1.2229,4.745,,4.688,,,,0.0
,,,,,,,,,,,,
,00:45,9.373,1.2218,,1.2229,4.684,,4.688,,,,0.0
,,,,,,,,,,,,
,01:00,,,20.6,,,8.00,,102000,91.4,0.00375,
,,,,,,,,,,,,
,01:15,9.353,1.2166,,1.2229,4.664,,4.688,,,,0.0
,,,,,,,,,,,,
,01:45,9.371,1.2214,,1.2229,4.683,,4.688,,,,0.0
,,,,,,,,,,,,
,02:00,,,42.9,,,7.99,,101770,89.6,0.00363,
,,,,,,,,,,,,
,02:15,9.386,1.2253,,1.2229,4.698,,4.688,,,,0.0
,,,,,,,,,,,,
,02:45,9.397,1.2282,,1.2229,4.709,,4.688,,,,0.0
,,,,,,,,,,,,
,03:00,,,61.1,,,8.00,,101640,89.5,0.00361,
,,,,,,,,,,,,
,03:15,9.360,1.2184,,1.2229,4.671,,4.688,,,,0.0
,,,,,,,,,,,,
,03:45,9.272,1.1956,,1.2229,4.584,,4.688,,,,0.0
,,,,,,,,,,,,
,04:00,,,76.1,,,8.00,,101490,89.9,0.00384,
,,,,,,,,,,,,
,04:15,9.076,1.1445,,1.2229,4.388,,4.688,,,,0.0
,,,,,,,,,,,,
,04:45,8.768,1.0640,,1.2229,4.079,,4.688,,,,0.0
,,,,,,,,,,,,
,05:00,,,89.2,,,8.00,,101300,89.5,0.00465,
,,,,,,,,,,,,
,05:15,8.559,1.0095,,1.2229,3.870,,4.688,,,,0.0
,,,,,,,,,,,,
,05:45,8.460,0.9837,,1.2229,3.771,,4.688,,,,0.0
,,,,,,,,,,,,
,06:00,,,101.2,,,8.00,,101210,86.9,0.00471,
,,,,,,,,,,,,
,06:15,8.436,0.9776,,1.2229,3.748,,4.688,,,,0.0
,,,,,,,,,,,,
,06:45,8.484,0.9902,,1.2229,3.796,,4.688,,,,0.0
,,,,,,,,,,,,
,07:00,,,112.9,,,8.00,,101000,91.0,0.00471,
,,,,,,,,,,,,
,07:15,8.423,0.9742,,1.2229,3.735,,4.688,,,,0.0
,,,,,,,,,,,,
,07:45,8.251,0.9292,,1.2229,3.562,,4.688,,,,0.0
,,,,,,,,,,,,
,08:00,,,124.7,,,8.00,,100840,90.1,0.00515,
,,,,,,,,,,,,
,08:15,8.128,0.8973,,1.2229,3.440,,4.688,,,,-0.0
,,,,,,,,,,,,
,08:45,8.016,0.8680,,1.2229,3.328,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:00,,,136.9,,,8.00,,100660,91.6,0.00532,
,,,,,,,,,,,,
,09:15,7.200,0.6551,,1.2229,2.511,,4.688,,,,-0.0
,,,,,,,,,,,,
,09:45,6.902,0.5775,,1.2229,2.214,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:00,,,149.8,,,7.00,,100480,89.7,0.00608,
,,,,,,,,,,,,
,10:15,6.671,0.5173,,1.2229,1.983,,4.688,,,,-0.0
,,,,,,,,,,,,
,10:45,6.494,0.4710,,1.2229,1.806,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:00,,,163.4,,,6.99,,100420,86.5,0.00632,
,,,,,,,,,,,,
,11:15,6.350,0.4333,,1.2229,1.661,,4.688,,,,-0.0
,,,,,,,,,,,,
,11:45,6.245,0.4061,,1.2229,1.557,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:00,,,177.5,,,6.99,,100320,85.5,0.00643,
,,,,,,,,,,,,
,12:15,6.158,0.3833,,1.2229,1.470,,4.688,,,,-0.0
,,,,,,,,,,,,
,12:45,6.097,0.3675,,1.2229,1.409,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:00,,,191.6,,,7.00,,100280,84.5,0.00648,
,,,,,,,,,,,,
,13:15,6.086,0.3645,,1.2229,1.397,,4.688,,,,-0.0
,,,,,,,,,,,,
,13:45,6.129,0.3759,,1.2229,1.441,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:00,,,205.4,,,6.00,,100230,86.6,0.00648,
,,,,,,,,,,,,
,14:15,6.180,0.3892,,1.2229,1.492,,4.688,,,,-0.0
,,,,,,,,,,,,
,14:45,6.219,0.3993,,1.2229,1.531,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:00,,,218.5,,,5.00,,100330,72.2,0.00524,
,,,,,,,,,,,,
,15:15,6.328,0.4277,,1.2229,1.640,,4.688,,,,-0.0
,,,,,,,,,,,,
,15:45,6.525,0.4790,,1.2229,1.837,,4.688,,,,-0.0
,,,,,,,,,,,,
,16:00,,,231.0,,,3.00,,100350,69.7,0.00466,
,,,,,,,,,,,,
,16:15,6.696,0.5236,,1.2229,2.007,,4.688,,,,0.0
,,,,,,,,,,,,
,16:45,6.832,0.5591,,1.2229,2.143,,4.688,,,,0.0
,,,,,,,,,,,,
,17:00,,,242.9,,,2.00,,100390,64.9,0.00407,
,,,,,,,,,,,,
,17:15,6.936,0.5864,,1.2229,2.248,,4.688,,,,0.0
,,,,,,,,,,,,
,17:45,7.011,0.6058,,1.2229,2.322,,4.688,,,,0.0
,,,,,,,,,,,,
,18:00,,,254.6,,,6.00,,100430,69.3,0.00420,
,,,,,,,,,,,,
,18:15,6.555,0.4868,,1.2229,1.866,,4.688,,,,0.0
,,,,,,,,,,,,
,18:45,6.676,0.5185,,1.2229,1.988,,4.688,,,,0.0
,,,,,,,,,,,,
,19:00,,,266.4,,,5.00,,100450,77.4,0.00431,
,,,,,,,,,,,,
,19:15,6.750,0.5379,,1.2229,2.062,,4.688,,,,0.0
,,,,,,,,,,,,
,19:45,6.779,0.5454,,1.2229,2.091,,4.688,,,,0.0
,,,,,,,,,,,,
,20:00,,,279.0,,,2.00,,100450,74.4,0.00409,
,,,,,,,,,,,,
,20:15,6.839,0.5609,,1.2229,2.150,,4.688,,,,0.0
,,,,,,,,,,,,
,20:45,6.943,0.5880,,1.2229,2.254,,4.688,,,,0.0
,,,,,,,,,,,,
,21:00,,,293.2,,,2.00,,100490,76.5,0.00400,
,,,,,,,,,,,,
,21:15,7.008,0.6049,,1.2229,2.319,,4.688,,,,0.0
,,,,,,,,,,,,
,21:45,7.028,0.6104,,1.2229,2.340,,4.688,,,,0.0
,,,,,,,,,,,,
,22:00,,,310.2,,,1.00,,100490,72.3,0.00381,
