DateTime,System elec. CE (kgCO2/h),Total lights CE (kgCO2/h),Lights elec. CE (kgCO2/h),Total equip CE (kgCO2/h),Equip elec. CE (kgCO2/h),Room heating plant sens. load (kW),Wet-bulb temperature (°C),External dew-point temp. (°C),Room hum. plant load (kW),Daily running mean temp. (°C),System air heating load (kW)
04-14 23:15,0.0,0.0,0.0,0.1,0.1,0.0899,8.00,7.43,0.0000,5.74,0.0000
04-14 23:45,0.0,0.0,0.0,0.1,0.1,0.1237,8.00,7.43,0.0000,5.74,0.0000
04-15 00:15,0.0,0.0,0.0,0.1,0.1,0.1484,9.30,8.50,0.0000,6.51,0.0000
04-15 00:45,0.0,0.0,0.0,0.1,0.1,0.1183,9.30,8.50,0.0000,6.51,0.0000
04-15 01:15,0.0,0.0,0.0,0.1,0.1,0.0916,9.90,8.86,0.0000,6.51,0.0000
04-15 01:45,0.0,0.0,0.0,0.1,0.1,0.0709,9.90,8.86,0.0000,6.51,0.0000
04-15 02:15,0.0,0.0,0.0,0.1,0.1,0.0504,10.20,8.74,0.0000,6.51,0.0000
04-15 02:45,0.0,0.0,0.0,0.1,0.1,0.0306,10.20,8.74,0.0000,6.51,0.0000
04-15 03:15,0.0,0.0,0.0,0.1,0.1,0.0179,10.30,8.76,0.0000,6.51,0.0000
04-15 03:45,0.0,0.0,0.0,0.1,0.1,0.0124,10.30,8.76,0.0000,6.51,0.0000
04-15 04:15,0.0,0.0,0.0,0.1,0.1,0.0209,9.70,8.38,0.0000,6.51,0.0000
04-15 04:45,0.0,0.0,0.0,0.1,0.1,0.0440,9.70,8.38,0.0000,6.51,0.0000
04-15 05:15,0.0,0.0,0.0,0.1,0.1,0.0572,9.70,8.38,0.0000,6.51,0.0000
04-15 05:45,0.0,0.0,0.0,0.1,0.1,0.0593,9.70,8.38,0.0000,6.51,0.0000
04-15 06:15,0.0,0.0,0.0,0.1,0.1,0.0557,9.50,7.78,0.0000,6.51,0.0000
04-15 06:45,0.0,0.0,0.0,0.1,0.1,0.0436,9.50,7.78,0.0000,6.51,0.0000
04-15 07:15,0.0,0.0,0.0,0.1,0.1,0.0294,9.10,7.25,0.0000,6.51,0.0000
04-15 07:45,0.0,0.0,0.0,0.1,0.1,0.0078,9.10,7.25,0.0000,6.51,0.0000
04-15 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.80,6.91,0.0000,6.51,0.0000
04-15 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.80,6.91,0.0000,6.51,0.0000
04-15 09:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.74,0.0000,6.51,0.0000
04-15 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.20,7.74,0.0000,6.51,0.0000
04-15 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,7.82,0.0000,6.51,0.0000
04-15 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,7.82,0.0000,6.51,0.0000
04-15 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,8.51,0.0000,6.51,0.0000
04-15 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.40,8.51,0.0000,6.51,0.0000
04-15 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,9.16,0.0000,6.51,0.0000
04-15 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,9.16,0.0000,6.51,0.0000
04-15 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.18,0.0000,6.51,0.0000
04-15 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.18,0.0000,6.51,0.0000
04-15 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.09,0.0000,6.51,0.0000
04-15 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.09,0.0000,6.51,0.0000
04-15 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.20,9.40,0.0000,6.51,0.0000
04-15 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.20,9.40,0.0000,6.51,0.0000
04-15 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,9.50,0.0000,6.51,0.0000
04-15 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.90,9.50,0.0000,6.51,0.0000
04-15 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.86,0.0000,6.51,0.0000
04-15 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.00,9.86,0.0000,6.51,0.0000
04-15 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,9.97,0.0000,6.51,0.0000
04-15 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,9.97,0.0000,6.51,0.0000
04-15 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,9.04,0.0000,6.51,0.0000
04-15 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,9.04,0.0000,6.51,0.0000
04-15 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,8.98,0.0000,6.51,0.0000
04-15 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.50,8.98,0.0000,6.51,0.0000
04-15 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.83,0.0000,6.51,0.0000
04-15 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.70,8.83,0.0000,6.51,0.0000
04-15 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.45,0.0000,6.51,0.0000
04-15 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.45,0.0000,6.51,0.0000
04-15 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.07,0.0000,6.51,0.0000
04-15 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.80,8.07,0.0000,6.51,0.0000
04-16 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.70,7.68,0.0000,7.56,0.0000
04-16 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.70,7.68,0.0000,7.56,0.0000
04-16 01:15,0.0,0.0,0.0,0.1,0.1,0.0284,8.10,7.24,0.0000,7.56,0.0000
04-16 01:45,0.0,0.0,0.0,0.1,0.1,0.0721,8.10,7.24,0.0000,7.56,0.0000
04-16 02:15,0.0,0.0,0.0,0.1,0.1,0.1265,6.10,5.67,0.0000,7.56,0.0000
04-16 02:45,0.0,0.0,0.0,0.1,0.1,0.2002,6.10,5.67,0.0000,7.56,0.0000
04-16 03:15,0.0,0.0,0.0,0.1,0.1,0.2494,5.50,4.94,0.0000,7.56,0.0000
04-16 03:45,0.0,0.0,0.0,0.1,0.1,0.2735,5.50,4.94,0.0000,7.56,0.0000
04-16 04:15,0.0,0.0,0.0,0.1,0.1,0.2895,5.50,4.94,0.0000,7.56,0.0000
04-16 04:45,0.0,0.0,0.0,0.1,0.1,0.2980,5.50,4.94,0.0000,7.56,0.0000
04-16 05:15,0.0,0.0,0.0,0.1,0.1,0.3014,5.60,4.82,0.0000,7.56,0.0000
04-16 05:45,0.0,0.0,0.0,0.1,0.1,0.2998,5.60,4.82,0.0000,7.56,0.0000
04-16 06:15,0.0,0.0,0.0,0.1,0.1,0.3118,4.80,4.22,0.0000,7.56,0.0000
04-16 06:45,0.0,0.0,0.0,0.1,0.1,0.3356,4.80,4.22,0.0000,7.56,0.0000
04-16 07:15,0.0,0.0,0.0,0.1,0.1,0.3269,5.60,4.47,0.0000,7.56,0.0000
04-16 07:45,0.0,0.0,0.0,0.1,0.1,0.2836,5.60,4.47,0.0000,7.56,0.0000
04-16 08:15,0.0,0.0,0.0,0.2,0.2,0.2348,6.90,5.76,0.0000,7.56,0.0000
04-16 08:45,0.0,0.0,0.0,0.2,0.2,0.1750,6.90,5.76,0.0000,7.56,0.0000
04-16 09:15,0.0,0.0,0.0,0.2,0.2,0.0014,6.30,5.00,0.0000,7.56,0.0000
04-16 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.30,5.00,0.0000,7.56,0.0000
04-16 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.50,6.09,0.0000,7.56,0.0000
04-16 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.50,6.09,0.0000,7.56,0.0000
04-16 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.90,4.88,0.0000,7.56,0.0000
04-16 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.90,4.88,0.0000,7.56,0.0000
04-16 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.80,5.10,0.0000,7.56,0.0000
04-16 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.80,5.10,0.0000,7.56,0.0000
04-16 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.80,4.88,0.0000,7.56,0.0000
04-16 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.80,4.88,0.0000,7.56,0.0000
04-16 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.20,4.55,0.0000,7.56,0.0000
04-16 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.20,4.55,0.0000,7.56,0.0000
04-16 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.30,4.31,0.0000,7.56,0.0000
04-16 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.30,4.31,0.0000,7.56,0.0000
04-16 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.70,4.12,0.0000,7.56,0.0000
04-16 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.70,4.12,0.0000,7.56,0.0000
04-16 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.00,4.68,0.0000,7.56,0.0000
04-16 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.00,4.68,0.0000,7.56,0.0000
04-16 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.70,4.47,0.0000,7.56,0.0000
04-16 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.70,4.47,0.0000,7.56,0.0000
04-16 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,5.40,4.73,0.0000,7.56,0.0000
04-16 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,5.40,4.73,0.0000,7.56,0.0000
04-16 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,4.40,3.93,0.0000,7.56,0.0000
04-16 20:45,0.0,0.0,0.0,0.2,0.2,0.0657,4.40,3.93,0.0000,7.56,0.0000
04-16 21:15,0.0,0.0,0.0,0.2,0.2,0.1304,4.10,3.98,0.0000,7.56,0.0000
04-16 21:45,0.0,0.0,0.0,0.2,0.2,0.1684,4.10,3.98,0.0000,7.56,0.0000
04-16 22:15,0.0,0.0,0.0,0.2,0.2,0.3952,3.70,3.57,0.0000,7.56,0.0000
04-16 22:45,0.0,0.0,0.0,0.2,0.2,0.4011,3.70,3.57,0.0000,7.56,0.0000
04-16 23:15,0.0,0.0,0.0,0.1,0.1,0.4405,3.50,3.25,0.0000,7.56,0.0000
04-16 23:45,0.0,0.0,0.0,0.1,0.1,0.4452,3.50,3.25,0.0000,7.56,0.0000
04-17 00:15,0.0,0.0,0.0,0.1,0.1,0.4771,3.40,3.02,0.0000,7.43,0.0000
04-17 00:45,0.0,0.0,0.0,0.1,0.1,0.4830,3.40,3.02,0.0000,7.43,0.0000
04-17 01:15,0.0,0.0,0.0,0.1,0.1,0.4811,3.80,3.18,0.0000,7.43,0.0000
04-17 01:45,0.0,0.0,0.0,0.1,0.1,0.4710,3.80,3.18,0.0000,7.43,0.0000
04-17 02:15,0.0,0.0,0.0,0.1,0.1,0.4875,2.50,2.24,0.0000,7.43,0.0000
04-17 02:45,0.0,0.0,0.0,0.1,0.1,0.5316,2.50,2.24,0.0000,7.43,0.0000
04-17 03:15,0.0,0.0,0.0,0.1,0.1,0.5600,2.40,2.27,0.0000,7.43,0.0000
04-17 03:45,0.0,0.0,0.0,0.1,0.1,0.5718,2.40,2.27,0.0000,7.43,0.0000
04-17 04:15,0.0,0.0,0.0,0.1,0.1,0.5677,3.30,3.05,0.0000,7.43,0.0000
04-17 04:45,0.0,0.0,0.0,0.1,0.1,0.5470,3.30,3.05,0.0000,7.43,0.0000
04-17 05:15,0.0,0.0,0.0,0.1,0.1,0.5484,2.50,2.37,0.0000,7.43,0.0000
04-17 05:45,0.0,0.0,0.0,0.1,0.1,0.5734,2.50,2.37,0.0000,7.43,0.0000
04-17 06:15,0.0,0.0,0.0,0.1,0.1,0.5632,4.10,3.86,0.0000,7.43,0.0000
04-17 06:45,0.0,0.0,0.0,0.1,0.1,0.5108,4.10,3.86,0.0000,7.43,0.0000
04-17 07:15,0.0,0.0,0.0,0.1,0.1,0.4587,5.10,4.88,0.0000,7.43,0.0000
04-17 07:45,0.0,0.0,0.0,0.1,0.1,0.4086,5.10,4.88,0.0000,7.43,0.0000
04-17 08:15,0.0,0.0,0.0,0.2,0.2,0.3317,7.30,6.50,0.0000,7.43,0.0000
04-17 08:45,0.0,0.0,0.0,0.2,0.2,0.2214,7.30,6.50,0.0000,7.43,0.0000
04-17 09:15,0.0,0.0,0.0,0.2,0.2,0.0063,7.40,6.19,0.0000,7.43,0.0000
04-17 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.40,6.19,0.0000,7.43,0.0000
04-17 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.80,6.52,0.0000,7.43,0.0000
04-17 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.80,6.52,0.0000,7.43,0.0000
04-17 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.10,6.85,0.0000,7.43,0.0000
04-17 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.10,6.85,0.0000,7.43,0.0000
04-17 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,6.50,0.0000,7.43,0.0000
04-17 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,6.50,0.0000,7.43,0.0000
04-17 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,6.09,0.0000,7.43,0.0000
04-17 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,6.09,0.0000,7.43,0.0000
04-17 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.80,6.40,0.0000,7.43,0.0000
04-17 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.80,6.40,0.0000,7.43,0.0000
04-17 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.00,5.79,0.0000,7.43,0.0000
04-17 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.00,5.79,0.0000,7.43,0.0000
04-17 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,6.09,0.0000,7.43,0.0000
04-17 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,6.09,0.0000,7.43,0.0000
04-17 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,6.50,0.0000,7.43,0.0000
04-17 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.30,6.50,0.0000,7.43,0.0000
04-17 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.70,7.02,0.0000,7.43,0.0000
04-17 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.70,7.02,0.0000,7.43,0.0000
04-17 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,7.10,6.50,0.0000,7.43,0.0000
04-17 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,7.10,6.50,0.0000,7.43,0.0000
04-17 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,5.88,0.0000,7.43,0.0000
04-17 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,5.88,0.0000,7.43,0.0000
04-17 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,6.19,0.0000,7.43,0.0000
04-17 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,6.40,6.19,0.0000,7.43,0.0000
04-17 22:15,0.0,0.0,0.0,0.2,0.2,0.1408,6.50,6.29,0.0000,7.43,0.0000
04-17 22:45,0.0,0.0,0.0,0.2,0.2,0.1967,6.50,6.29,0.0000,7.43,0.0000
04-17 23:15,0.0,0.0,0.0,0.1,0.1,0.2418,6.50,6.29,0.0000,7.43,0.0000
04-17 23:45,0.0,0.0,0.0,0.1,0.1,0.2499,6.50,6.29,0.0000,7.43,0.0000
04-18 00:15,0.0,0.0,0.0,0.1,0.1,0.3001,5.20,4.98,0.0000,7.19,0.0000
04-18 00:45,0.0,0.0,0.0,0.1,0.1,0.3412,5.20,4.98,0.0000,7.19,0.0000
04-18 01:15,0.0,0.0,0.0,0.1,0.1,0.3501,6.50,6.29,0.0000,7.19,0.0000
04-18 01:45,0.0,0.0,0.0,0.1,0.1,0.3248,6.50,6.29,0.0000,7.19,0.0000
04-18 02:15,0.0,0.0,0.0,0.1,0.1,0.3011,7.50,7.41,0.0000,7.19,0.0000
04-18 02:45,0.0,0.0,0.0,0.1,0.1,0.2806,7.50,7.41,0.0000,7.19,0.0000
04-18 03:15,0.0,0.0,0.0,0.1,0.1,0.2503,8.60,8.06,0.0000,7.19,0.0000
04-18 03:45,0.0,0.0,0.0,0.1,0.1,0.2105,8.60,8.06,0.0000,7.19,0.0000
04-18 04:15,0.0,0.0,0.0,0.1,0.1,0.1703,9.60,8.64,0.0000,7.19,0.0000
04-18 04:45,0.0,0.0,0.0,0.1,0.1,0.1298,9.60,8.64,0.0000,7.19,0.0000
04-18 05:15,0.0,0.0,0.0,0.1,0.1,0.1007,10.10,9.17,0.0000,7.19,0.0000
04-18 05:45,0.0,0.0,0.0,0.1,0.1,0.0838,10.10,9.17,0.0000,7.19,0.0000
04-18 06:15,0.0,0.0,0.0,0.1,0.1,0.0760,9.90,9.14,0.0000,7.19,0.0000
04-18 06:45,0.0,0.0,0.0,0.1,0.1,0.0730,9.90,9.14,0.0000,7.19,0.0000
04-18 07:15,0.0,0.0,0.0,0.1,0.1,0.0437,10.80,9.75,0.0000,7.19,0.0000
04-18 07:45,0.0,0.0,0.0,0.1,0.1,0.0021,10.80,9.75,0.0000,7.19,0.0000
04-18 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.60,10.03,0.0000,7.19,0.0000
04-18 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.60,10.03,0.0000,7.19,0.0000
04-18 09:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.10,10.82,0.0000,7.19,0.0000
04-18 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.10,10.82,0.0000,7.19,0.0000
04-18 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,9.82,0.0000,7.19,0.0000
04-18 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.10,9.82,0.0000,7.19,0.0000
04-18 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,9.75,0.0000,7.19,0.0000
04-18 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.80,9.75,0.0000,7.19,0.0000
04-18 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,9.17,0.0000,7.19,0.0000
04-18 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,9.17,0.0000,7.19,0.0000
04-18 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,8.91,0.0000,7.19,0.0000
04-18 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.10,8.91,0.0000,7.19,0.0000
04-18 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.64,0.0000,7.19,0.0000
04-18 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.64,0.0000,7.19,0.0000
04-18 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.20,10.45,0.0000,7.19,0.0000
04-18 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.20,10.45,0.0000,7.19,0.0000
04-18 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.80,9.92,0.0000,7.19,0.0000
04-18 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.80,9.92,0.0000,7.19,0.0000
04-18 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,12.00,8.96,0.0000,7.19,0.0000
04-18 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,12.00,8.96,0.0000,7.19,0.0000
04-18 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.50,9.08,0.0000,7.19,0.0000
04-18 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.50,9.08,0.0000,7.19,0.0000
04-18 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,11.30,9.37,0.0000,7.19,0.0000
04-18 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,11.30,9.37,0.0000,7.19,0.0000
04-18 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.47,0.0000,7.19,0.0000
04-18 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,8.47,0.0000,7.19,0.0000
04-18 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,7.58,0.0000,7.19,0.0000
04-18 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.50,7.58,0.0000,7.19,0.0000
04-18 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.60,7.87,0.0000,7.19,0.0000
04-18 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.60,7.87,0.0000,7.19,0.0000
04-18 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,7.47,0.0000,7.19,0.0000
04-18 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,7.47,0.0000,7.19,0.0000
04-19 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,7.70,7.22,0.0000,8.03,0.0000
04-19 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,7.70,7.22,0.0000,8.03,0.0000
04-19 01:15,0.0,0.0,0.0,0.1,0.1,0.0396,8.70,8.16,0.0000,8.03,0.0000
04-19 01:45,0.0,0.0,0.0,0.1,0.1,0.0410,8.70,8.16,0.0000,8.03,0.0000
04-19 02:15,0.0,0.0,0.0,0.1,0.1,0.0646,7.20,6.91,0.0000,8.03,0.0000
04-19 02:45,0.0,0.0,0.0,0.1,0.1,0.1204,7.20,6.91,0.0000,8.03,0.0000
04-19 03:15,0.0,0.0,0.0,0.1,0.1,0.1352,8.30,7.65,0.0000,8.03,0.0000
04-19 03:45,0.0,0.0,0.0,0.1,0.1,0.1074,8.30,7.65,0.0000,8.03,0.0000
04-19 04:15,0.0,0.0,0.0,0.1,0.1,0.0944,8.50,8.05,0.0000,8.03,0.0000
04-19 04:45,0.0,0.0,0.0,0.1,0.1,0.0978,8.50,8.05,0.0000,8.03,0.0000
04-19 05:15,0.0,0.0,0.0,0.1,0.1,0.0719,10.40,9.67,0.0000,8.03,0.0000
04-19 05:45,0.0,0.0,0.0,0.1,0.1,0.0169,10.40,9.67,0.0000,8.03,0.0000
04-19 06:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,8.79,0.0000,8.03,0.0000
04-19 06:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.90,8.79,0.0000,8.03,0.0000
04-19 07:15,0.0,0.0,0.0,0.1,0.1,0.0000,9.10,7.47,0.0000,8.03,0.0000
04-19 07:45,0.0,0.0,0.0,0.1,0.1,0.0000,9.10,7.47,0.0000,8.03,0.0000
04-19 08:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,7.43,0.0000,8.03,0.0000
04-19 08:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,7.43,0.0000,8.03,0.0000
04-19 09:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,6.42,0.0000,8.03,0.0000
04-19 09:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,6.42,0.0000,8.03,0.0000
04-19 10:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.90,5.42,0.0000,8.03,0.0000
04-19 10:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.90,5.42,0.0000,8.03,0.0000
04-19 11:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,5.81,0.0000,8.03,0.0000
04-19 11:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,5.81,0.0000,8.03,0.0000
04-19 12:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,5.66,0.0000,8.03,0.0000
04-19 12:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.60,5.66,0.0000,8.03,0.0000
04-19 13:15,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,6.27,0.0000,8.03,0.0000
04-19 13:45,0.0,0.0,0.0,0.2,0.2,0.0000,10.00,6.27,0.0000,8.03,0.0000
04-19 14:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,5.62,0.0000,8.03,0.0000
04-19 14:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.40,5.62,0.0000,8.03,0.0000
04-19 15:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,5.82,0.0000,8.03,0.0000
04-19 15:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.30,5.82,0.0000,8.03,0.0000
04-19 16:15,0.0,0.0,0.0,0.2,0.2,0.0000,9.10,6.10,0.0000,8.03,0.0000
04-19 16:45,0.0,0.0,0.0,0.2,0.2,0.0000,9.10,6.10,0.0000,8.03,0.0000
04-19 17:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.60,5.82,0.0000,8.03,0.0000
04-19 17:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.60,5.82,0.0000,8.03,0.0000
04-19 18:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.70,6.45,0.0000,8.03,0.0000
04-19 18:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.70,6.45,0.0000,8.03,0.0000
04-19 19:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.41,0.0000,8.03,0.0000
04-19 19:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.41,0.0000,8.03,0.0000
04-19 20:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.81,0.0000,8.03,0.0000
04-19 20:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.40,6.81,0.0000,8.03,0.0000
04-19 21:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.30,6.90,0.0000,8.03,0.0000
04-19 21:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.30,6.90,0.0000,8.03,0.0000
04-19 22:15,0.0,0.0,0.0,0.2,0.2,0.0000,8.20,7.08,0.0000,8.03,0.0000
04-19 22:45,0.0,0.0,0.0,0.2,0.2,0.0000,8.20,7.08,0.0000,8.03,0.0000
04-19 23:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,7.29,0.0000,8.03,0.0000
04-19 23:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.40,7.29,0.0000,8.03,0.0000
04-20 00:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.49,0.0000,8.63,0.0000
04-20 00:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.49,0.0000,8.63,0.0000
04-20 01:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.49,0.0000,8.63,0.0000
04-20 01:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.50,7.49,0.0000,8.63,0.0000
04-20 02:15,0.0,0.0,0.0,0.1,0.1,0.0000,8.20,7.37,0.0000,8.63,0.0000
04-20 02:45,0.0,0.0,0.0,0.1,0.1,0.0000,8.20,7.37,0.0000,8.63,0.0000
04-20 03:15,0.0,0.0,0.0,0.1,0.1,0.0000,7.30,6.72,0.0000,8.63,0.0000
04-20 03:45,0.0,0.0,0.0,0.1,0.1,0.0290,7.30,6.72,0.0000,8.63,0.0000
04-20 04:15,0.0,0.0,0.0,0.1,0.1,0.0683,7.10,6.00,0.0000,8.63,0.0000
