Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13
,,System elec. CE (kgCO2/h),Total lights CE (kgCO2/h),Lights elec. CE (kgCO2/h),Total equip CE (kgCO2/h),Equip elec. CE (kgCO2/h),Room heating plant sens. load (kW),Wet-bulb temperature (�C),External dew-point temp. (�C),Room hum. plant load (kW),Daily running mean temp. (�C),System air heating load (kW)
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Time,18 Havelock-test-Newcastle.aps,18 Havelock-test-Newcastle.aps,18 Havelock-test-Newcastle.aps,18 Havelock-test-Newcastle.aps,18 Havelock-test-Newcastle.aps,18 Havelock-test-Newcastle.aps,NewcastleEWY.fwt,NewcastleEWY.fwt,18 Havelock-test-Newcastle.aps,NewcastleEWY.fwt,18 Havelock-test-Newcastle.aps
,,,,,,,,,,,,
"Sun, 01/Jan",24:00,,,,,,,,,,,
,05:00,,,,,,,3.90,1.89,,5.65,
,,,,,,,,,,,,
,05:15,0.0,0.0,0.0,0.1,0.1,0.6207,,,0.0000,,0.0000
,,,,,,,,,,,,
,05:45,0.0,0.0,0.0,0.1,0.1,0.6260,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:00,,,,,,,3.40,0.90,,5.65,
,,,,,,,,,,,,
,06:15,0.0,0.0,0.0,0.1,0.1,0.6316,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:45,0.0,0.0,0.0,0.1,0.1,0.6373,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:00,,,,,,,3.20,0.66,,5.65,
,,,,,,,,,,,,
,07:15,0.0,0.0,0.0,0.1,0.1,0.6417,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:45,0.0,0.0,0.0,0.1,0.1,0.6448,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:00,,,,,,,3.30,1.07,,5.65,
,,,,,,,,,,,,
,08:15,0.0,0.0,0.0,0.2,0.2,0.6460,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:45,0.0,0.0,0.0,0.2,0.2,0.6361,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:00,,,,,,,2.90,0.16,,5.65,
,,,,,,,,,,,,
,09:15,0.0,0.0,0.0,0.2,0.2,0.4880,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:45,0.0,0.0,0.0,0.2,0.2,0.4904,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:00,,,,,,,3.20,0.95,,5.65,
,,,,,,,,,,,,
,10:15,0.0,0.0,0.0,0.2,0.2,0.5048,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:45,0.0,0.0,0.0,0.2,0.2,0.5258,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:00,,,,,,,3.20,1.65,,5.65,
,,,,,,,,,,,,
,11:15,0.0,0.0,0.0,0.2,0.2,0.5482,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:45,0.0,0.0,0.0,0.2,0.2,0.5716,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:00,,,,,,,3.10,2.21,,5.65,
,,,,,,,,,,,,
,12:15,0.0,0.0,0.0,0.2,0.2,0.5898,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:45,0.0,0.0,0.0,0.2,0.2,0.6026,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:00,,,,,,,3.10,2.47,,5.65,
,,,,,,,,,,,,
,13:15,0.0,0.0,0.0,0.2,0.2,0.6174,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:45,0.0,0.0,0.0,0.2,0.2,0.6345,,,0.0000,,0.0000
,,,,,,,,,,,,
,14:00,,,,,,,2.70,2.05,,5.65,
,,,,,,,,,,,,
,14:15,0.0,0.0,0.0,0.2,0.2,0.6466,,,0.0000,,0.0000
,,,,,,,,,,,,
,14:45,0.0,0.0,0.0,0.2,0.2,0.6531,,,0.0000,,0.0000
,,,,,,,,,,,,
,15:00,,,,,,,2.70,2.06,,5.65,
,,,,,,,,,,,,
,15:15,0.0,0.0,0.0,0.2,0.2,0.6619,,,0.0000,,0.0000
,,,,,,,,,,,,
,15:45,0.0,0.0,0.0,0.2,0.2,0.6738,,,0.0000,,0.0000
,,,,,,,,,,,,
,16:00,,,,,,,2.60,2.08,,5.65,
,,,,,,,,,,,,
,16:15,0.0,0.0,0.0,0.2,0.2,0.6792,,,0.0000,,0.0000
,,,,,,,,,,,,
,16:45,0.0,0.0,0.0,0.2,0.2,0.6768,,,0.0000,,0.0000
,,,,,,,,,,,,
,17:00,,,,,,,2.80,2.16,,5.65,
,,,,,,,,,,,,
,17:15,0.0,0.0,0.0,0.2,0.2,0.6745,,,0.0000,,0.0000
,,,,,,,,,,,,
,17:45,0.0,0.0,0.0,0.2,0.2,0.6727,,,0.0000,,0.0000
,,,,,,,,,,,,
,18:00,,,,,,,3.00,2.37,,5.65,
,,,,,,,,,,,,
,18:15,0.0,0.0,0.0,0.3,0.3,0.5400,,,0.0000,,0.0000
,,,,,,,,,,,,
,18:45,0.0,0.0,0.0,0.3,0.3,0.5340,,,0.0000,,0.0000
,,,,,,,,,,,,
,19:00,,,,,,,3.10,2.47,,5.65,
,,,,,,,,,,,,
,19:15,0.0,0.0,0.0,0.3,0.3,0.5276,,,0.0000,,0.0000
,,,,,,,,,,,,
,19:45,0.0,0.0,0.0,0.3,0.3,0.5223,,,0.0000,,0.0000
,,,,,,,,,,,,
,20:00,,,,,,,3.10,2.34,,5.65,
,,,,,,,,,,,,
,20:15,0.0,0.0,0.0,0.2,0.2,0.5184,,,0.0000,,0.0000
,,,,,,,,,,,,
,20:45,0.0,0.0,0.0,0.2,0.2,0.5193,,,0.0000,,0.0000
,,,,,,,,,,,,
,21:00,,,,,,,3.20,2.45,,5.65,
,,,,,,,,,,,,
,21:15,0.0,0.0,0.0,0.2,0.2,0.5235,,,0.0000,,0.0000
,,,,,,,,,,,,
,21:45,0.0,0.0,0.0,0.2,0.2,0.5296,,,0.0000,,0.0000
,,,,,,,,,,,,
,22:00,,,,,,,3.20,2.58,,5.65,
,,,,,,,,,,,,
,22:15,0.0,0.0,0.0,0.3,0.3,0.7313,,,0.0000,,0.0000
,,,,,,,,,,,,
,22:45,0.0,0.0,0.0,0.3,0.3,0.7160,,,0.0000,,0.0000
,,,,,,,,,,,,
,23:00,,,,,,,3.20,2.58,,5.65,
,,,,,,,,,,,,
,23:15,0.0,0.0,0.0,0.1,0.1,0.7359,,,0.0000,,0.0000
,,,,,,,,,,,,
,23:45,0.0,0.0,0.0,0.1,0.1,0.7220,,,0.0000,,0.0000
,,,,,,,,,,,,
"Mon, 02/Jan",24:00,,,,,,,3.30,2.43,,5.65,
,,,,,,,,,,,,
,00:15,0.0,0.0,0.0,0.1,0.1,0.7401,,,0.0000,,0.0000
,,,,,,,,,,,,
,00:45,0.0,0.0,0.0,0.1,0.1,0.7362,,,0.0000,,0.0000
,,,,,,,,,,,,
,01:00,,,,,,,3.40,2.53,,5.38,
,,,,,,,,,,,,
,01:15,0.0,0.0,0.0,0.1,0.1,0.7326,,,0.0000,,0.0000
,,,,,,,,,,,,
,01:45,0.0,0.0,0.0,0.1,0.1,0.7295,,,0.0000,,0.0000
,,,,,,,,,,,,
,02:00,,,,,,,3.50,2.63,,5.38,
,,,,,,,,,,,,
,02:15,0.0,0.0,0.0,0.1,0.1,0.7254,,,0.0000,,0.0000
,,,,,,,,,,,,
,02:45,0.0,0.0,0.0,0.1,0.1,0.7199,,,0.0000,,0.0000
,,,,,,,,,,,,
,03:00,,,,,,,3.90,3.30,,5.38,
,,,,,,,,,,,,
,03:15,0.0,0.0,0.0,0.1,0.1,0.7141,,,0.0000,,0.0000
,,,,,,,,,,,,
,03:45,0.0,0.0,0.0,0.1,0.1,0.7085,,,0.0000,,0.0000
,,,,,,,,,,,,
,04:00,,,,,,,4.00,3.28,,5.38,
,,,,,,,,,,,,
,04:15,0.0,0.0,0.0,0.1,0.1,0.7092,,,0.0000,,0.0000
,,,,,,,,,,,,
,04:45,0.0,0.0,0.0,0.1,0.1,0.7166,,,0.0000,,0.0000
,,,,,,,,,,,,
,05:00,,,,,,,3.70,2.97,,5.38,
,,,,,,,,,,,,
,05:15,0.0,0.0,0.0,0.1,0.1,0.7194,,,0.0000,,0.0000
,,,,,,,,,,,,
,05:45,0.0,0.0,0.0,0.1,0.1,0.7173,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:00,,,,,,,3.60,2.61,,5.38,
,,,,,,,,,,,,
,06:15,0.0,0.0,0.0,0.1,0.1,0.7186,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:45,0.0,0.0,0.0,0.1,0.1,0.7236,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:00,,,,,,,3.30,2.16,,5.38,
,,,,,,,,,,,,
,07:15,0.0,0.0,0.0,0.1,0.1,0.7314,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:45,0.0,0.0,0.0,0.1,0.1,0.7419,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:00,,,,,,,3.10,2.21,,5.38,
,,,,,,,,,,,,
,08:15,0.0,0.0,0.0,0.2,0.2,0.7487,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:45,0.0,0.0,0.0,0.2,0.2,0.7418,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:00,,,,,,,2.80,1.75,,5.38,
,,,,,,,,,,,,
,09:15,0.0,0.0,0.0,0.2,0.2,0.5820,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:45,0.0,0.0,0.0,0.2,0.2,0.5593,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:00,,,,,,,3.10,1.39,,5.38,
,,,,,,,,,,,,
,10:15,0.0,0.0,0.0,0.2,0.2,0.5506,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:45,0.0,0.0,0.0,0.2,0.2,0.5526,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:00,,,,,,,2.80,0.63,,5.38,
,,,,,,,,,,,,
,11:15,0.0,0.0,0.0,0.2,0.2,0.5440,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:45,0.0,0.0,0.0,0.2,0.2,0.5158,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:00,,,,,,,2.70,-0.36,,5.38,
,,,,,,,,,,,,
,12:15,0.0,0.0,0.0,0.2,0.2,0.5088,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:45,0.0,0.0,0.0,0.2,0.2,0.5461,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:00,,,,,,,1.50,-1.99,,5.38,
,,,,,,,,,,,,
,13:15,0.0,0.0,0.0,0.2,0.2,0.5697,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:45,0.0,0.0,0.0,0.2,0.2,0.5537,,,0.0000,,0.0000
,,,,,,,,,,,,
,14:00,,,,,,,1.40,-2.42,,5.38,
,,,,,,,,,,,,
,14:15,0.0,0.0,0.0,0.2,0.2,0.5460,,,0.0000,,0.0000
,,,,,,,,,,,,
,14:45,0.0,0.0,0.0,0.2,0.2,0.5728,,,0.0000,,0.0000
,,,,,,,,,,,,
,15:00,,,,,,,2.00,-0.84,,5.38,
,,,,,,,,,,,,
,15:15,0.0,0.0,0.0,0.2,0.2,0.6098,,,0.0000,,0.0000
,,,,,,,,,,,,
,15:45,0.0,0.0,0.0,0.2,0.2,0.6477,,,0.0000,,0.0000
,,,,,,,,,,,,
,16:00,,,,,,,1.30,-1.60,,5.38,
,,,,,,,,,,,,
,16:15,0.0,0.0,0.0,0.2,0.2,0.6688,,,0.0000,,0.0000
,,,,,,,,,,,,
,16:45,0.0,0.0,0.0,0.2,0.2,0.6775,,,0.0000,,0.0000
,,,,,,,,,,,,
,17:00,,,,,,,1.20,-2.18,,5.38,
,,,,,,,,,,,,
,17:15,0.0,0.0,0.0,0.2,0.2,0.6859,,,0.0000,,0.0000
,,,,,,,,,,,,
,17:45,0.0,0.0,0.0,0.2,0.2,0.6949,,,0.0000,,0.0000
,,,,,,,,,,,,
,18:00,,,,,,,1.20,-2.19,,5.38,
,,,,,,,,,,,,
,18:15,0.0,0.0,0.0,0.3,0.3,0.5712,,,0.0000,,0.0000
,,,,,,,,,,,,
,18:45,0.0,0.0,0.0,0.3,0.3,0.5730,,,0.0000,,0.0000
,,,,,,,,,,,,
,19:00,,,,,,,1.00,-2.75,,5.38,
,,,,,,,,,,,,
,19:15,0.0,0.0,0.0,0.3,0.3,0.5824,,,0.0000,,0.0000
,,,,,,,,,,,,
,19:45,0.0,0.0,0.0,0.3,0.3,0.6004,,,0.0000,,0.0000
,,,,,,,,,,,,
,20:00,,,,,,,1.00,-1.63,,5.38,
,,,,,,,,,,,,
,20:15,0.0,0.0,0.0,0.2,0.2,0.6136,,,0.0000,,0.0000
,,,,,,,,,,,,
,20:45,0.0,0.0,0.0,0.2,0.2,0.6263,,,0.0000,,0.0000
,,,,,,,,,,,,
,21:00,,,,,,,0.60,-2.38,,5.38,
,,,,,,,,,,,,
,21:15,0.0,0.0,0.0,0.2,0.2,0.6465,,,0.0000,,0.0000
,,,,,,,,,,,,
,21:45,0.0,0.0,0.0,0.2,0.2,0.6713,,,0.0000,,0.0000
,,,,,,,,,,,,
,22:00,,,,,,,0.70,-1.04,,5.38,
,,,,,,,,,,,,
,22:15,0.0,0.0,0.0,0.3,0.3,0.8856,,,0.0000,,0.0000
,,,,,,,,,,,,
,22:45,0.0,0.0,0.0,0.3,0.3,0.8784,,,0.0000,,0.0000
,,,,,,,,,,,,
,23:00,,,,,,,0.30,-1.90,,5.38,
,,,,,,,,,,,,
,23:15,0.0,0.0,0.0,0.1,0.1,0.9176,,,0.0000,,0.0000
,,,,,,,,,,,,
,23:45,0.0,0.0,0.0,0.1,0.1,0.9325,,,0.0000,,0.0000
,,,,,,,,,,,,
"Tue, 03/Jan",24:00,,,,,,,-0.20,-1.77,,5.38,
,,,,,,,,,,,,
,00:15,0.0,0.0,0.0,0.1,0.1,0.9667,,,0.0000,,0.0000
,,,,,,,,,,,,
,00:45,0.0,0.0,0.0,0.1,0.1,0.9678,,,0.0000,,0.0000
,,,,,,,,,,,,
,01:00,,,,,,,-0.30,-2.02,,5.03,
,,,,,,,,,,,,
,01:15,0.0,0.0,0.0,0.1,0.1,0.9774,,,0.0000,,0.0000
,,,,,,,,,,,,
,01:45,0.0,0.0,0.0,0.1,0.1,0.9956,,,0.0000,,0.0000
,,,,,,,,,,,,
,02:00,,,,,,,-0.70,-2.19,,5.03,
,,,,,,,,,,,,
,02:15,0.0,0.0,0.0,0.1,0.1,1.0090,,,0.0000,,0.0000
,,,,,,,,,,,,
,02:45,0.0,0.0,0.0,0.1,0.1,1.0167,,,0.0000,,0.0000
,,,,,,,,,,,,
,03:00,,,,,,,-0.70,-2.05,,5.03,
,,,,,,,,,,,,
,03:15,0.0,0.0,0.0,0.1,0.1,1.0244,,,0.0000,,0.0000
,,,,,,,,,,,,
,03:45,0.0,0.0,0.0,0.1,0.1,1.0315,,,0.0000,,0.0000
,,,,,,,,,,,,
,04:00,,,,,,,-0.60,-1.66,,5.03,
,,,,,,,,,,,,
,04:15,0.0,0.0,0.0,0.1,0.1,1.0408,,,0.0000,,0.0000
,,,,,,,,,,,,
,04:45,0.0,0.0,0.0,0.1,0.1,1.0528,,,0.0000,,0.0000
,,,,,,,,,,,,
,05:00,,,,,,,-1.00,-2.24,,5.03,
,,,,,,,,,,,,
,05:15,0.0,0.0,0.0,0.1,0.1,1.0611,,,0.0000,,0.0000
,,,,,,,,,,,,
,05:45,0.0,0.0,0.0,0.1,0.1,1.0653,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:00,,,,,,,-1.20,-2.75,,5.03,
,,,,,,,,,,,,
,06:15,0.0,0.0,0.0,0.1,0.1,1.0705,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:45,0.0,0.0,0.0,0.1,0.1,1.0773,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:00,,,,,,,-1.40,-3.13,,5.03,
,,,,,,,,,,,,
,07:15,0.0,0.0,0.0,0.1,0.1,1.0895,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:45,0.0,0.0,0.0,0.1,0.1,1.1066,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:00,,,,,,,-1.80,-3.44,,5.03,
,,,,,,,,,,,,
,08:15,0.0,0.0,0.0,0.2,0.2,1.1113,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:45,0.0,0.0,0.0,0.2,0.2,1.0929,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:00,,,,,,,-1.60,-3.37,,5.03,
,,,,,,,,,,,,
,09:15,0.0,0.0,0.0,0.2,0.2,0.9314,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:45,0.0,0.0,0.0,0.2,0.2,0.9147,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:00,,,,,,,-1.30,-3.18,,5.03,
,,,,,,,,,,,,
,10:15,0.0,0.0,0.0,0.2,0.2,0.8911,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:45,0.0,0.0,0.0,0.2,0.2,0.8536,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:00,,,,,,,-0.40,-2.29,,5.03,
,,,,,,,,,,,,
,11:15,0.0,0.0,0.0,0.2,0.2,0.8034,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:45,0.0,0.0,0.0,0.2,0.2,0.7465,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:00,,,,,,,0.30,-2.89,,5.03,
,,,,,,,,,,,,
,12:15,0.0,0.0,0.0,0.2,0.2,0.7066,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:45,0.0,0.0,0.0,0.2,0.2,0.6878,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:00,,,,,,,-0.10,-3.92,,5.03,
,,,,,,,,,,,,
,13:15,0.0,0.0,0.0,0.2,0.2,0.6878,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:45,0.0,0.0,0.0,0.2,0.2,0.7098,,,0.0000,,0.0000
,,,,,,,,,,,,
,14:00,,,,,,,-0.10,-2.67,,5.03,
,,,,,,,,,,,,
,14:15,0.0,0.0,0.0,0.2,0.2,0.7337,,,0.0000,,0.0000
,,,,,,,,,,,,
,14:45,0.0,0.0,0.0,0.2,0.2,0.7501,,,0.0000,,0.0000
,,,,,,,,,,,,
,15:00,,,,,,,-0.50,-2.11,,5.03,
,,,,,,,,,,,,
,15:15,0.0,0.0,0.0,0.2,0.2,0.7950,,,0.0000,,0.0000
,,,,,,,,,,,,
,15:45,0.0,0.0,0.0,0.2,0.2,0.8821,,,0.0000,,0.0000
,,,,,,,,,,,,
,16:00,,,,,,,-1.10,-2.35,,5.03,
,,,,,,,,,,,,
,16:15,0.0,0.0,0.0,0.2,0.2,0.9402,,,0.0000,,0.0000
,,,,,,,,,,,,
,16:45,0.0,0.0,0.0,0.2,0.2,0.9657,,,0.0000,,0.0000
,,,,,,,,,,,,
,17:00,,,,,,,-0.80,-1.88,,5.03,
,,,,,,,,,,,,
,17:15,0.0,0.0,0.0,0.2,0.2,0.9867,,,0.0000,,0.0000
,,,,,,,,,,,,
,17:45,0.0,0.0,0.0,0.2,0.2,1.0089,,,0.0000,,0.0000
,,,,,,,,,,,,
,18:00,,,,,,,-1.00,-1.95,,5.03,
,,,,,,,,,,,,
,18:15,0.0,0.0,0.0,0.3,0.3,0.8861,,,0.0000,,0.0000
,,,,,,,,,,,,
,18:45,0.0,0.0,0.0,0.3,0.3,0.8769,,,0.0000,,0.0000
,,,,,,,,,,,,
,19:00,,,,,,,-0.60,-1.80,,5.03,
,,,,,,,,,,,,
,19:15,0.0,0.0,0.0,0.3,0.3,0.8646,,,0.0000,,0.0000
,,,,,,,,,,,,
,19:45,0.0,0.0,0.0,0.3,0.3,0.8503,,,0.0000,,0.0000
,,,,,,,,,,,,
,20:00,,,,,,,-0.20,-1.77,,5.03,
,,,,,,,,,,,,
,20:15,0.0,0.0,0.0,0.2,0.2,0.8538,,,0.0000,,0.0000
,,,,,,,,,,,,
,20:45,0.0,0.0,0.0,0.2,0.2,0.8788,,,0.0000,,0.0000
,,,,,,,,,,,,
,21:00,,,,,,,-0.50,-1.55,,5.03,
,,,,,,,,,,,,
,21:15,0.0,0.0,0.0,0.2,0.2,0.8981,,,0.0000,,0.0000
,,,,,,,,,,,,
,21:45,0.0,0.0,0.0,0.2,0.2,0.9096,,,0.0000,,0.0000
,,,,,,,,,,,,
,22:00,,,,,,,-0.10,-0.47,,5.03,
,,,,,,,,,,,,
,22:15,0.0,0.0,0.0,0.3,0.3,1.1124,,,0.0000,,0.0000
,,,,,,,,,,,,
,22:45,0.0,0.0,0.0,0.3,0.3,1.0936,,,0.0000,,0.0000
,,,,,,,,,,,,
,23:00,,,,,,,0.30,-0.00,,5.03,
,,,,,,,,,,,,
,23:15,0.0,0.0,0.0,0.1,0.1,1.1122,,,0.0000,,0.0000
,,,,,,,,,,,,
,23:45,0.0,0.0,0.0,0.1,0.1,1.0996,,,0.0000,,0.0000
,,,,,,,,,,,,
"Wed, 04/Jan",24:00,,,,,,,0.30,-0.27,,5.03,
,,,,,,,,,,,,
,00:15,0.0,0.0,0.0,0.1,0.1,1.1124,,,0.0000,,0.0000
,,,,,,,,,,,,
,00:45,0.0,0.0,0.0,0.1,0.1,1.0983,,,0.0000,,0.0000
,,,,,,,,,,,,
,01:00,,,,,,,0.70,-0.03,,4.12,
,,,,,,,,,,,,
,01:15,0.0,0.0,0.0,0.1,0.1,1.0936,,,0.0000,,0.0000
,,,,,,,,,,,,
,01:45,0.0,0.0,0.0,0.1,0.1,1.0979,,,0.0000,,0.0000
,,,,,,,,,,,,
,02:00,,,,,,,0.40,-0.46,,4.12,
,,,,,,,,,,,,
,02:15,0.0,0.0,0.0,0.1,0.1,1.1014,,,0.0000,,0.0000
,,,,,,,,,,,,
,02:45,0.0,0.0,0.0,0.1,0.1,1.1040,,,0.0000,,0.0000
,,,,,,,,,,,,
,03:00,,,,,,,0.30,-0.55,,4.12,
,,,,,,,,,,,,
,03:15,0.0,0.0,0.0,0.1,0.1,1.0952,,,0.0000,,0.0000
,,,,,,,,,,,,
,03:45,0.0,0.0,0.0,0.1,0.1,1.0747,,,0.0000,,0.0000
,,,,,,,,,,,,
,04:00,,,,,,,1.10,0.22,,4.12,
,,,,,,,,,,,,
,04:15,0.0,0.0,0.0,0.1,0.1,1.0287,,,0.0000,,0.0000
,,,,,,,,,,,,
,04:45,0.0,0.0,0.0,0.1,0.1,0.9564,,,0.0000,,0.0000
,,,,,,,,,,,,
,05:00,,,,,,,3.70,2.84,,4.12,
,,,,,,,,,,,,
,05:15,0.0,0.0,0.0,0.1,0.1,0.9074,,,0.0000,,0.0000
,,,,,,,,,,,,
,05:45,0.0,0.0,0.0,0.1,0.1,0.8842,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:00,,,,,,,4.10,3.01,,4.12,
,,,,,,,,,,,,
,06:15,0.0,0.0,0.0,0.1,0.1,0.8787,,,0.0000,,0.0000
,,,,,,,,,,,,
,06:45,0.0,0.0,0.0,0.1,0.1,0.8900,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:00,,,,,,,3.70,2.97,,4.12,
,,,,,,,,,,,,
,07:15,0.0,0.0,0.0,0.1,0.1,0.8757,,,0.0000,,0.0000
,,,,,,,,,,,,
,07:45,0.0,0.0,0.0,0.1,0.1,0.8352,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:00,,,,,,,5.00,4.21,,4.12,
,,,,,,,,,,,,
,08:15,0.0,0.0,0.0,0.2,0.2,0.8065,,,0.0000,,0.0000
,,,,,,,,,,,,
,08:45,0.0,0.0,0.0,0.2,0.2,0.7802,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:00,,,,,,,5.30,4.64,,4.12,
,,,,,,,,,,,,
,09:15,0.0,0.0,0.0,0.2,0.2,0.5888,,,0.0000,,0.0000
,,,,,,,,,,,,
,09:45,0.0,0.0,0.0,0.2,0.2,0.5191,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:00,,,,,,,7.30,6.52,,4.12,
,,,,,,,,,,,,
,10:15,0.0,0.0,0.0,0.2,0.2,0.4650,,,0.0000,,0.0000
,,,,,,,,,,,,
,10:45,0.0,0.0,0.0,0.2,0.2,0.4233,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:00,,,,,,,8.10,7.07,,4.12,
,,,,,,,,,,,,
,11:15,0.0,0.0,0.0,0.2,0.2,0.3895,,,0.0000,,0.0000
,,,,,,,,,,,,
,11:45,0.0,0.0,0.0,0.2,0.2,0.3650,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:00,,,,,,,8.40,7.29,,4.12,
,,,,,,,,,,,,
,12:15,0.0,0.0,0.0,0.2,0.2,0.3446,,,0.0000,,0.0000
,,,,,,,,,,,,
,12:45,0.0,0.0,0.0,0.2,0.2,0.3304,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:00,,,,,,,8.60,7.41,,4.12,
,,,,,,,,,,,,
,13:15,0.0,0.0,0.0,0.2,0.2,0.3276,,,0.0000,,0.0000
,,,,,,,,,,,,
,13:45,0.0,0.0,0.0,0.2,0.2,0.3379,,,0.0000,,0.0000
,,,,,,,,,,,,
,14:00,,,,,,,8.40,7.39,,4.12,
,,,,,,,,,,,,
