DateTime,Aux vent heating load (kW),Max. adaptive temp. (°C),Wind speed (m/s),Wind direction[E of N] (deg.),Boilers load (kW),Direct radiation (W/m²),Ap Sys boilers load (kW),Boilers energy (kBtu/h),Diffuse radiation (W/m²),Global radiation (W/m²),Solar altitude (deg.)
11-28 07:15,0.0000,24.31,8.10,230.0,1.4310,0.000,1.4310,5.486,0.000,0.000,0.0
11-28 07:45,0.0000,24.31,8.10,230.0,1.4335,0.000,1.4335,5.496,0.000,0.000,0.0
11-28 08:15,0.0000,24.31,6.50,220.0,1.4385,11.755,1.4385,5.515,25.000,26.000,4.9
11-28 08:45,0.0000,24.31,6.50,220.0,1.4339,11.755,1.4339,5.497,25.000,26.000,4.9
11-28 09:15,0.0000,24.31,5.50,210.0,1.2686,30.031,1.2686,4.864,54.000,59.000,9.6
11-28 09:45,0.0000,24.31,5.50,210.0,1.2648,30.031,1.2648,4.849,54.000,59.000,9.6
11-28 10:15,0.0000,24.31,6.50,220.0,1.2592,13.873,1.2592,4.827,86.000,89.000,12.5
11-28 10:45,0.0000,24.31,6.50,220.0,1.2466,13.873,1.2466,4.779,86.000,89.000,12.5
11-28 11:15,0.0000,24.31,4.00,210.0,1.2365,12.990,1.2365,4.741,72.000,75.000,13.4
11-28 11:45,0.0000,24.31,4.00,210.0,1.2311,12.990,1.2311,4.720,72.000,75.000,13.4
11-28 12:15,0.0000,24.31,5.00,210.0,1.2313,9.542,1.2313,4.721,51.000,53.000,12.1
11-28 12:45,0.0000,24.31,5.00,210.0,1.2379,9.542,1.2379,4.746,51.000,53.000,12.1
11-28 13:15,0.0000,24.31,5.00,200.0,1.2498,6.509,1.2498,4.791,25.000,26.000,8.8
11-28 13:45,0.0000,24.31,5.00,200.0,1.2666,6.509,1.2666,4.856,25.000,26.000,8.8
11-28 14:15,0.0000,24.31,8.60,230.0,1.2796,0.000,1.2796,4.906,4.000,4.000,3.8
11-28 14:45,0.0000,24.31,8.60,230.0,1.2879,0.000,1.2879,4.937,4.000,4.000,3.8
11-28 15:15,0.0000,24.31,7.60,230.0,1.3118,0.000,1.3118,5.029,0.000,0.000,0.0
11-28 15:45,0.0000,24.31,7.60,230.0,1.3504,0.000,1.3504,5.177,0.000,0.000,0.0
11-28 16:15,0.0000,24.31,7.60,220.0,1.3746,0.000,1.3746,5.270,0.000,0.000,0.0
11-28 16:45,0.0000,24.31,7.60,220.0,1.3841,0.000,1.3841,5.306,0.000,0.000,0.0
11-28 17:15,0.0000,24.31,10.10,240.0,1.3794,0.000,1.3794,5.288,0.000,0.000,0.0
11-28 17:45,0.0000,24.31,10.10,240.0,1.3609,0.000,1.3609,5.217,0.000,0.000,0.0
11-28 18:15,0.0000,24.31,6.50,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-28 18:45,0.0000,24.31,6.50,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-28 19:15,0.0000,24.31,5.50,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-28 19:45,0.0000,24.31,5.50,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-28 20:15,0.0000,24.31,7.10,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-28 20:45,0.0000,24.31,7.10,240.0,1.2234,0.000,1.2234,4.690,0.000,0.000,0.0
11-28 21:15,0.0000,24.31,7.60,230.0,1.2232,0.000,1.2232,4.690,0.000,0.000,0.0
11-28 21:45,0.0000,24.31,7.60,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-28 22:15,0.0000,24.31,8.60,240.0,1.4316,0.000,1.4316,5.489,0.000,0.000,0.0
11-28 22:45,0.0000,24.31,8.60,240.0,1.4160,0.000,1.4160,5.429,0.000,0.000,0.0
11-28 23:15,0.0000,24.31,7.60,240.0,1.4401,0.000,1.4401,5.521,0.000,0.000,0.0
11-28 23:45,0.0000,24.31,7.60,240.0,1.4294,0.000,1.4294,5.480,0.000,0.000,0.0
11-29 00:15,0.0000,24.48,5.50,250.0,1.4512,0.000,1.4512,5.564,0.000,0.000,0.0
11-29 00:45,0.0000,24.48,5.50,250.0,1.4461,0.000,1.4461,5.544,0.000,0.000,0.0
11-29 01:15,0.0000,24.48,4.50,250.0,1.4497,0.000,1.4497,5.558,0.000,0.000,0.0
11-29 01:45,0.0000,24.48,4.50,250.0,1.4623,0.000,1.4623,5.606,0.000,0.000,0.0
11-29 02:15,0.0000,24.48,3.00,250.0,1.4687,0.000,1.4687,5.631,0.000,0.000,0.0
11-29 02:45,0.0000,24.48,3.00,250.0,1.4688,0.000,1.4688,5.631,0.000,0.000,0.0
11-29 03:15,0.0000,24.48,4.00,250.0,1.4729,0.000,1.4729,5.647,0.000,0.000,0.0
11-29 03:45,0.0000,24.48,4.00,250.0,1.4812,0.000,1.4812,5.679,0.000,0.000,0.0
11-29 04:15,0.0000,24.48,3.00,240.0,1.4856,0.000,1.4856,5.695,0.000,0.000,0.0
11-29 04:45,0.0000,24.48,3.00,240.0,1.4859,0.000,1.4859,5.697,0.000,0.000,0.0
11-29 05:15,0.0000,24.48,3.00,230.0,1.4943,0.000,1.4943,5.729,0.000,0.000,0.0
11-29 05:45,0.0000,24.48,3.00,230.0,1.5112,0.000,1.5112,5.794,0.000,0.000,0.0
11-29 06:15,0.0000,24.48,4.50,230.0,1.5205,0.000,1.5205,5.829,0.000,0.000,0.0
11-29 06:45,0.0000,24.48,4.50,230.0,1.5224,0.000,1.5224,5.837,0.000,0.000,0.0
11-29 07:15,0.0000,24.48,5.00,250.0,1.5211,0.000,1.5211,5.832,0.000,0.000,0.0
11-29 07:45,0.0000,24.48,5.00,250.0,1.5164,0.000,1.5164,5.814,0.000,0.000,0.0
11-29 08:15,0.0000,24.48,5.00,250.0,1.5120,134.652,1.5120,5.797,24.000,35.000,4.7
11-29 08:45,0.0000,24.48,5.00,250.0,1.4959,134.652,1.4959,5.735,24.000,35.000,4.7
11-29 09:15,0.0000,24.48,5.00,240.0,1.3049,502.490,1.3049,5.003,61.000,143.000,9.4
11-29 09:45,0.0000,24.48,5.00,240.0,1.2532,502.490,1.2532,4.805,61.000,143.000,9.4
11-29 10:15,0.0000,24.48,5.00,240.0,1.2229,84.475,1.2229,4.688,96.000,114.000,12.3
11-29 10:45,0.0000,24.48,5.00,240.0,1.2229,84.475,1.2229,4.688,96.000,114.000,12.3
11-29 11:15,0.0000,24.48,8.10,230.0,1.2229,258.803,1.2229,4.688,128.000,187.000,13.2
11-29 11:45,0.0000,24.48,8.10,230.0,1.2229,258.803,1.2229,4.688,128.000,187.000,13.2
11-29 12:15,0.0000,24.48,6.50,250.0,1.2229,125.696,1.2229,4.688,115.000,141.000,11.9
11-29 12:45,0.0000,24.48,6.50,250.0,1.2229,125.696,1.2229,4.688,115.000,141.000,11.9
11-29 13:15,0.0000,24.48,5.00,240.0,1.2229,39.697,1.2229,4.688,65.000,71.000,8.7
11-29 13:45,0.0000,24.48,5.00,240.0,1.2229,39.697,1.2229,4.688,65.000,71.000,8.7
11-29 14:15,0.0000,24.48,4.00,240.0,1.2229,154.649,1.2229,4.688,39.000,49.000,3.7
11-29 14:45,0.0000,24.48,4.00,240.0,1.2229,154.649,1.2229,4.688,39.000,49.000,3.7
11-29 15:15,0.0000,24.48,3.50,230.0,1.2229,0.000,1.2229,4.688,16.000,16.000,0.0
11-29 15:45,0.0000,24.48,3.50,230.0,1.2229,0.000,1.2229,4.688,16.000,16.000,0.0
11-29 16:15,0.0000,24.48,3.50,230.0,1.2719,0.000,1.2719,4.876,0.000,0.000,0.0
11-29 16:45,0.0000,24.48,3.50,230.0,1.3224,0.000,1.3224,5.070,0.000,0.000,0.0
11-29 17:15,0.0000,24.48,3.00,210.0,1.3536,0.000,1.3536,5.190,0.000,0.000,0.0
11-29 17:45,0.0000,24.48,3.00,210.0,1.3733,0.000,1.3733,5.265,0.000,0.000,0.0
11-29 18:15,0.0000,24.48,3.00,210.0,1.2563,0.000,1.2563,4.817,0.000,0.000,0.0
11-29 18:45,0.0000,24.48,3.00,210.0,1.2912,0.000,1.2912,4.950,0.000,0.000,0.0
11-29 19:15,0.0000,24.48,2.50,200.0,1.3280,0.000,1.3280,5.091,0.000,0.000,0.0
11-29 19:45,0.0000,24.48,2.50,200.0,1.3679,0.000,1.3679,5.244,0.000,0.000,0.0
11-29 20:15,0.0000,24.48,2.50,190.0,1.4185,0.000,1.4185,5.438,0.000,0.000,0.0
11-29 20:45,0.0000,24.48,2.50,190.0,1.4834,0.000,1.4834,5.687,0.000,0.000,0.0
11-29 21:15,0.0000,24.48,3.00,200.0,1.5067,0.000,1.5067,5.776,0.000,0.000,0.0
11-29 21:45,0.0000,24.48,3.00,200.0,1.4846,0.000,1.4846,5.692,0.000,0.000,0.0
11-29 22:15,0.0000,24.48,3.00,200.0,1.6860,0.000,1.6860,6.464,0.000,0.000,0.0
11-29 22:45,0.0000,24.48,3.00,200.0,1.6528,0.000,1.6528,6.336,0.000,0.000,0.0
11-29 23:15,0.0000,24.48,3.00,170.0,1.6619,0.000,1.6619,6.372,0.000,0.000,0.0
11-29 23:45,0.0000,24.48,3.00,170.0,1.6380,0.000,1.6380,6.280,0.000,0.000,0.0
11-30 00:15,0.0000,24.52,3.50,170.0,1.6467,0.000,1.6467,6.313,0.000,0.000,0.0
11-30 00:45,0.0000,24.52,3.50,170.0,1.6279,0.000,1.6279,6.241,0.000,0.000,0.0
11-30 01:15,0.0000,24.52,4.50,230.0,1.6052,0.000,1.6052,6.154,0.000,0.000,0.0
11-30 01:45,0.0000,24.52,4.50,230.0,1.5787,0.000,1.5787,6.052,0.000,0.000,0.0
11-30 02:15,0.0000,24.52,4.00,230.0,1.5631,0.000,1.5631,5.993,0.000,0.000,0.0
11-30 02:45,0.0000,24.52,4.00,230.0,1.5584,0.000,1.5584,5.975,0.000,0.000,0.0
11-30 03:15,0.0000,24.52,4.00,170.0,1.5710,0.000,1.5710,6.023,0.000,0.000,0.0
11-30 03:45,0.0000,24.52,4.00,170.0,1.6014,0.000,1.6014,6.139,0.000,0.000,0.0
11-30 04:15,0.0000,24.52,4.50,230.0,1.6040,0.000,1.6040,6.149,0.000,0.000,0.0
11-30 04:45,0.0000,24.52,4.50,230.0,1.5775,0.000,1.5775,6.048,0.000,0.000,0.0
11-30 05:15,0.0000,24.52,4.50,230.0,1.5616,0.000,1.5616,5.987,0.000,0.000,0.0
11-30 05:45,0.0000,24.52,4.50,230.0,1.5570,0.000,1.5570,5.969,0.000,0.000,0.0
11-30 06:15,0.0000,24.52,5.00,230.0,1.5515,0.000,1.5515,5.948,0.000,0.000,0.0
11-30 06:45,0.0000,24.52,5.00,230.0,1.5451,0.000,1.5451,5.924,0.000,0.000,0.0
11-30 07:15,0.0000,24.52,5.00,230.0,1.5416,0.000,1.5416,5.910,0.000,0.000,0.0
11-30 07:45,0.0000,24.52,5.00,230.0,1.5409,0.000,1.5409,5.908,0.000,0.000,0.0
11-30 08:15,0.0000,24.52,7.10,240.0,1.5380,102.032,1.5380,5.896,37.000,45.000,4.5
11-30 08:45,0.0000,24.52,7.10,240.0,1.5199,102.032,1.5199,5.827,37.000,45.000,4.5
11-30 09:15,0.0000,24.52,9.60,240.0,1.3413,481.306,1.3413,5.142,78.000,155.000,9.2
11-30 09:45,0.0000,24.52,9.60,240.0,1.3190,481.306,1.3190,5.057,78.000,155.000,9.2
11-30 10:15,0.0000,24.52,8.60,220.0,1.2893,733.270,1.2893,4.943,66.000,220.000,12.1
11-30 10:45,0.0000,24.52,8.60,220.0,1.2399,733.270,1.2399,4.753,66.000,220.000,12.1
11-30 11:15,0.0000,24.52,9.60,230.0,1.2229,679.676,1.2229,4.688,88.000,241.000,13.0
11-30 11:45,0.0000,24.52,9.60,230.0,1.2229,679.676,1.2229,4.688,88.000,241.000,13.0
11-30 12:15,0.0000,24.52,10.60,250.0,1.2229,465.184,1.2229,4.688,77.000,172.000,11.8
11-30 12:45,0.0000,24.52,10.60,250.0,1.2229,465.184,1.2229,4.688,77.000,172.000,11.8
11-30 13:15,0.0000,24.52,7.10,250.0,1.2229,241.967,1.2229,4.688,65.000,101.000,8.6
11-30 13:45,0.0000,24.52,7.10,250.0,1.2229,241.967,1.2229,4.688,65.000,101.000,8.6
11-30 14:15,0.0000,24.52,6.50,230.0,1.2229,415.559,1.2229,4.688,24.000,50.000,3.6
11-30 14:45,0.0000,24.52,6.50,230.0,1.2229,415.559,1.2229,4.688,24.000,50.000,3.6
11-30 15:15,0.0000,24.52,7.10,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-30 15:45,0.0000,24.52,7.10,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
11-30 16:15,0.0000,24.52,6.00,250.0,1.3214,0.000,1.3214,5.066,0.000,0.000,0.0
11-30 16:45,0.0000,24.52,6.00,250.0,1.3887,0.000,1.3887,5.324,0.000,0.000,0.0
11-30 17:15,0.0000,24.52,4.00,210.0,1.4233,0.000,1.4233,5.457,0.000,0.000,0.0
11-30 17:45,0.0000,24.52,4.00,210.0,1.4466,0.000,1.4466,5.546,0.000,0.000,0.0
11-30 18:15,0.0000,24.52,5.00,230.0,1.3180,0.000,1.3180,5.053,0.000,0.000,0.0
11-30 18:45,0.0000,24.52,5.00,230.0,1.3271,0.000,1.3271,5.088,0.000,0.000,0.0
11-30 19:15,0.0000,24.52,5.00,230.0,1.3333,0.000,1.3333,5.112,0.000,0.000,0.0
11-30 19:45,0.0000,24.52,5.00,230.0,1.3382,0.000,1.3382,5.131,0.000,0.000,0.0
11-30 20:15,0.0000,24.52,4.50,230.0,1.3457,0.000,1.3457,5.159,0.000,0.000,0.0
11-30 20:45,0.0000,24.52,4.50,230.0,1.3600,0.000,1.3600,5.214,0.000,0.000,0.0
11-30 21:15,0.0000,24.52,3.50,220.0,1.3934,0.000,1.3934,5.342,0.000,0.000,0.0
11-30 21:45,0.0000,24.52,3.50,220.0,1.4440,0.000,1.4440,5.536,0.000,0.000,0.0
11-30 22:15,0.0000,24.52,3.00,210.0,1.6852,0.000,1.6852,6.461,0.000,0.000,0.0
11-30 22:45,0.0000,24.52,3.00,210.0,1.6565,0.000,1.6565,6.351,0.000,0.000,0.0
11-30 23:15,0.0000,24.52,3.00,200.0,1.6632,0.000,1.6632,6.376,0.000,0.000,0.0
11-30 23:45,0.0000,24.52,3.00,200.0,1.6296,0.000,1.6296,6.248,0.000,0.000,0.0
12-01 00:15,0.0000,24.51,2.50,190.0,1.6470,0.000,1.6470,6.314,0.000,0.000,0.0
12-01 00:45,0.0000,24.51,2.50,190.0,1.6541,0.000,1.6541,6.341,0.000,0.000,0.0
12-01 01:15,0.0000,24.51,5.00,210.0,1.6487,0.000,1.6487,6.321,0.000,0.000,0.0
12-01 01:45,0.0000,24.51,5.00,210.0,1.6302,0.000,1.6302,6.250,0.000,0.000,0.0
12-01 02:15,0.0000,24.51,7.60,190.0,1.6166,0.000,1.6166,6.198,0.000,0.000,0.0
12-01 02:45,0.0000,24.51,7.60,190.0,1.6081,0.000,1.6081,6.165,0.000,0.000,0.0
12-01 03:15,0.0000,24.51,7.10,220.0,1.5924,0.000,1.5924,6.105,0.000,0.000,0.0
12-01 03:45,0.0000,24.51,7.10,220.0,1.5690,0.000,1.5690,6.015,0.000,0.000,0.0
12-01 04:15,0.0000,24.51,9.10,220.0,1.5531,0.000,1.5531,5.954,0.000,0.000,0.0
12-01 04:45,0.0000,24.51,9.10,220.0,1.5454,0.000,1.5454,5.925,0.000,0.000,0.0
12-01 05:15,0.0000,24.51,6.50,210.0,1.5268,0.000,1.5268,5.854,0.000,0.000,0.0
12-01 05:45,0.0000,24.51,6.50,210.0,1.4964,0.000,1.4964,5.737,0.000,0.000,0.0
12-01 06:15,0.0000,24.51,4.50,190.0,1.4817,0.000,1.4817,5.681,0.000,0.000,0.0
12-01 06:45,0.0000,24.51,4.50,190.0,1.4837,0.000,1.4837,5.688,0.000,0.000,0.0
12-01 07:15,0.0000,24.51,4.50,140.0,1.4688,0.000,1.4688,5.631,0.000,0.000,0.0
12-01 07:45,0.0000,24.51,4.50,140.0,1.4360,0.000,1.4360,5.505,0.000,0.000,0.0
12-01 08:15,0.0000,24.51,5.50,230.0,1.3904,0.000,1.3904,5.331,19.000,19.000,4.3
12-01 08:45,0.0000,24.51,5.50,230.0,1.3202,0.000,1.3202,5.061,19.000,19.000,4.3
12-01 09:15,0.0000,24.51,9.10,240.0,1.2229,63.744,1.2229,4.688,36.000,46.000,9.0
12-01 09:45,0.0000,24.51,9.10,240.0,1.2229,63.744,1.2229,4.688,36.000,46.000,9.0
12-01 10:15,0.0000,24.51,13.60,250.0,1.2229,72.442,1.2229,4.688,42.000,57.000,12.0
12-01 10:45,0.0000,24.51,13.60,250.0,1.2229,72.442,1.2229,4.688,42.000,57.000,12.0
12-01 11:15,0.0000,24.51,15.70,260.0,1.2229,0.000,1.2229,4.688,40.000,40.000,12.8
12-01 11:45,0.0000,24.51,15.70,260.0,1.2229,0.000,1.2229,4.688,40.000,40.000,12.8
12-01 12:15,0.0000,24.51,15.20,270.0,1.2229,0.000,1.2229,4.688,44.000,44.000,11.6
12-01 12:45,0.0000,24.51,15.20,270.0,1.2697,0.000,1.2697,4.868,44.000,44.000,11.6
12-01 13:15,0.0000,24.51,14.20,280.0,1.3012,0.000,1.3012,4.988,23.000,23.000,8.4
12-01 13:45,0.0000,24.51,14.20,280.0,1.3017,0.000,1.3017,4.991,23.000,23.000,8.4
12-01 14:15,0.0000,24.51,13.10,280.0,1.3157,0.000,1.3157,5.044,6.000,6.000,3.5
12-01 14:45,0.0000,24.51,13.10,280.0,1.3460,0.000,1.3460,5.160,6.000,6.000,3.5
12-01 15:15,0.0000,24.51,11.60,280.0,1.3793,0.000,1.3793,5.288,0.000,0.000,0.0
12-01 15:45,0.0000,24.51,11.60,280.0,1.4147,0.000,1.4147,5.424,0.000,0.000,0.0
12-01 16:15,0.0000,24.51,11.10,280.0,1.4454,0.000,1.4454,5.541,0.000,0.000,0.0
12-01 16:45,0.0000,24.51,11.10,280.0,1.4706,0.000,1.4706,5.638,0.000,0.000,0.0
12-01 17:15,0.0000,24.51,9.10,280.0,1.4908,0.000,1.4908,5.716,0.000,0.000,0.0
12-01 17:45,0.0000,24.51,9.10,280.0,1.5064,0.000,1.5064,5.775,0.000,0.000,0.0
12-01 18:15,0.0000,24.51,7.10,280.0,1.3703,0.000,1.3703,5.254,0.000,0.000,0.0
12-01 18:45,0.0000,24.51,7.10,280.0,1.3692,0.000,1.3692,5.249,0.000,0.000,0.0
12-01 19:15,0.0000,24.51,5.50,260.0,1.3769,0.000,1.3769,5.279,0.000,0.000,0.0
12-01 19:45,0.0000,24.51,5.50,260.0,1.3958,0.000,1.3958,5.351,0.000,0.000,0.0
12-01 20:15,0.0000,24.51,5.50,270.0,1.4115,0.000,1.4115,5.411,0.000,0.000,0.0
12-01 20:45,0.0000,24.51,5.50,270.0,1.4276,0.000,1.4276,5.473,0.000,0.000,0.0
12-01 21:15,0.0000,24.51,5.50,280.0,1.4473,0.000,1.4473,5.549,0.000,0.000,0.0
12-01 21:45,0.0000,24.51,5.50,280.0,1.4689,0.000,1.4689,5.632,0.000,0.000,0.0
12-01 22:15,0.0000,24.51,4.50,270.0,1.7194,0.000,1.7194,6.592,0.000,0.000,0.0
12-01 22:45,0.0000,24.51,4.50,270.0,1.7394,0.000,1.7394,6.669,0.000,0.000,0.0
12-01 23:15,0.0000,24.51,6.50,280.0,1.7764,0.000,1.7764,6.811,0.000,0.000,0.0
12-01 23:45,0.0000,24.51,6.50,280.0,1.7541,0.000,1.7541,6.725,0.000,0.000,0.0
12-02 00:15,0.0000,24.53,6.00,280.0,1.7655,0.000,1.7655,6.769,0.000,0.000,0.0
12-02 00:45,0.0000,24.53,6.00,280.0,1.7513,0.000,1.7513,6.714,0.000,0.000,0.0
12-02 01:15,0.0000,24.53,4.00,280.0,1.7437,0.000,1.7437,6.685,0.000,0.000,0.0
12-02 01:45,0.0000,24.53,4.00,280.0,1.7426,0.000,1.7426,6.681,0.000,0.000,0.0
12-02 02:15,0.0000,24.53,4.50,270.0,1.7488,0.000,1.7488,6.705,0.000,0.000,0.0
12-02 02:45,0.0000,24.53,4.50,270.0,1.7630,0.000,1.7630,6.759,0.000,0.000,0.0
12-02 03:15,0.0000,24.53,3.50,260.0,1.7672,0.000,1.7672,6.775,0.000,0.000,0.0
12-02 03:45,0.0000,24.53,3.50,260.0,1.7601,0.000,1.7601,6.748,0.000,0.000,0.0
12-02 04:15,0.0000,24.53,4.00,270.0,1.7508,0.000,1.7508,6.712,0.000,0.000,0.0
12-02 04:45,0.0000,24.53,4.00,270.0,1.7397,0.000,1.7397,6.670,0.000,0.000,0.0
12-02 05:15,0.0000,24.53,3.00,260.0,1.7452,0.000,1.7452,6.691,0.000,0.000,0.0
12-02 05:45,0.0000,24.53,3.00,260.0,1.7677,0.000,1.7677,6.777,0.000,0.000,0.0
12-02 06:15,0.0000,24.53,3.00,250.0,1.7688,0.000,1.7688,6.781,0.000,0.000,0.0
12-02 06:45,0.0000,24.53,3.00,250.0,1.7479,0.000,1.7479,6.701,0.000,0.000,0.0
12-02 07:15,0.0000,24.53,3.00,200.0,1.7453,0.000,1.7453,6.691,0.000,0.000,0.0
12-02 07:45,0.0000,24.53,3.00,200.0,1.7619,0.000,1.7619,6.755,0.000,0.000,0.0
12-02 08:15,0.0000,24.53,3.50,190.0,1.7631,13.865,1.7631,6.760,14.000,15.000,4.1
12-02 08:45,0.0000,24.53,3.50,190.0,1.7372,13.865,1.7372,6.660,14.000,15.000,4.1
12-02 09:15,0.0000,24.53,6.00,170.0,1.5521,12.997,1.5521,5.951,47.000,49.000,8.9
12-02 09:45,0.0000,24.53,6.00,170.0,1.5293,12.997,1.5293,5.863,47.000,49.000,8.9
12-02 10:15,0.0000,24.53,5.50,180.0,1.5264,4.897,1.5264,5.852,27.000,28.000,11.8
12-02 10:45,0.0000,24.53,5.50,180.0,1.5412,4.897,1.5412,5.909,27.000,28.000,11.8
12-02 11:15,0.0000,24.53,4.50,180.0,1.5510,4.551,1.5510,5.946,39.000,40.000,12.7
12-02 11:45,0.0000,24.53,4.50,180.0,1.5511,4.551,1.5511,5.947,39.000,40.000,12.7
12-02 12:15,0.0000,24.53,3.50,210.0,1.5105,5.017,1.5105,5.791,23.000,24.000,11.5
12-02 12:45,0.0000,24.53,3.50,210.0,1.4309,5.017,1.4309,5.486,23.000,24.000,11.5
12-02 13:15,0.0000,24.53,8.60,220.0,1.3716,6.925,1.3716,5.258,13.000,14.000,8.3
12-02 13:45,0.0000,24.53,8.60,220.0,1.3340,6.925,1.3340,5.114,13.000,14.000,8.3
12-02 14:15,0.0000,24.53,9.60,240.0,1.2979,17.025,1.2979,4.976,7.000,8.000,3.4
12-02 14:45,0.0000,24.53,9.60,240.0,1.2632,17.025,1.2632,4.843,7.000,8.000,3.4
12-02 15:15,0.0000,24.53,10.60,240.0,1.2475,0.000,1.2475,4.783,0.000,0.000,0.0
12-02 15:45,0.0000,24.53,10.60,240.0,1.2520,0.000,1.2520,4.800,0.000,0.000,0.0
12-02 16:15,0.0000,24.53,10.60,240.0,1.2510,0.000,1.2510,4.796,0.000,0.000,0.0
12-02 16:45,0.0000,24.53,10.60,240.0,1.2435,0.000,1.2435,4.767,0.000,0.000,0.0
12-02 17:15,0.0000,24.53,11.10,240.0,1.2393,0.000,1.2393,4.751,0.000,0.000,0.0
12-02 17:45,0.0000,24.53,11.10,240.0,1.2390,0.000,1.2390,4.750,0.000,0.000,0.0
12-02 18:15,0.0000,24.53,11.10,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 18:45,0.0000,24.53,11.10,240.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 19:15,0.0000,24.53,11.10,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 19:45,0.0000,24.53,11.10,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 20:15,0.0000,24.53,9.10,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 20:45,0.0000,24.53,9.10,230.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 21:15,0.0000,24.53,7.60,210.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 21:45,0.0000,24.53,7.60,210.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 22:15,0.0000,24.53,8.10,200.0,1.2229,0.000,1.2229,4.688,0.000,0.000,0.0
12-02 22:45,0.0000,24.53,8.10,200.0,1.2592,0.000,1.2592,4.828,0.000,0.000,0.0
12-02 23:15,0.0000,24.53,9.10,210.0,1.3284,0.000,1.3284,5.093,0.000,0.000,0.0
12-02 23:45,0.0000,24.53,9.10,210.0,1.3349,0.000,1.3349,5.118,0.000,0.000,0.0
12-03 00:15,0.0000,24.58,11.60,220.0,1.3513,0.000,1.3513,5.181,0.000,0.000,0.0
12-03 00:45,0.0000,24.58,11.60,220.0,1.3209,0.000,1.3209,5.064,0.000,0.000,0.0
12-03 01:15,0.0000,24.58,10.60,220.0,1.3100,0.000,1.3100,5.022,0.000,0.000,0.0
12-03 01:45,0.0000,24.58,10.60,220.0,1.3213,0.000,1.3213,5.065,0.000,0.000,0.0
12-03 02:15,0.0000,24.58,10.60,220.0,1.3286,0.000,1.3286,5.094,0.000,0.000,0.0
12-03 02:45,0.0000,24.58,10.60,220.0,1.3311,0.000,1.3311,5.103,0.000,0.000,0.0
12-03 03:15,0.0000,24.58,7.60,210.0,1.3364,0.000,1.3364,5.124,0.000,0.000,0.0
12-03 03:45,0.0000,24.58,7.60,210.0,1.3442,0.000,1.3442,5.153,0.000,0.000,0.0
12-03 04:15,0.0000,24.58,7.60,210.0,1.3452,0.000,1.3452,5.157,0.000,0.000,0.0
12-03 04:45,0.0000,24.58,7.60,210.0,1.3390,0.000,1.3390,5.134,0.000,0.000,0.0
12-03 05:15,0.0000,24.58,8.60,210.0,1.3393,0.000,1.3393,5.135,0.000,0.000,0.0
12-03 05:45,0.0000,24.58,8.60,210.0,1.3464,0.000,1.3464,5.162,0.000,0.000,0.0
12-03 06:15,0.0000,24.58,9.10,210.0,1.3625,0.000,1.3625,5.224,0.000,0.000,0.0
12-03 06:45,0.0000,24.58,9.10,210.0,1.3876,0.000,1.3876,5.320,0.000,0.000,0.0
12-03 07:15,0.0000,24.58,9.60,200.0,1.3957,0.000,1.3957,5.351,0.000,0.000,0.0
12-03 07:45,0.0000,24.58,9.60,200.0,1.3856,0.000,1.3856,5.312,0.000,0.000,0.0
12-03 08:15,0.0000,24.58,10.10,200.0,1.3643,361.648,1.3643,5.230,13.000,38.000,4.0
12-03 08:45,0.0000,24.58,10.10,200.0,1.3202,361.648,1.3202,5.061,13.000,38.000,4.0
12-03 09:15,0.0000,24.58,7.10,210.0,1.2229,324.543,1.2229,4.688,63.000,112.000,8.7
12-03 09:45,0.0000,24.58,7.10,210.0,1.2229,324.543,1.2229,4.688,63.000,112.000,8.7
12-03 10:15,0.0000,24.58,10.10,220.0,1.2229,218.377,1.2229,4.688,36.000,80.000,11.6
12-03 10:45,0.0000,24.58,10.10,220.0,1.2229,218.377,1.2229,4.688,36.000,80.000,11.6
12-03 11:15,0.0000,24.58,9.60,220.0,1.2229,124.310,1.2229,4.688,34.000,61.000,12.5
12-03 11:45,0.0000,24.58,9.60,220.0,1.2229,124.310,1.2229,4.688,34.000,61.000,12.5
12-03 12:15,0.0000,24.58,9.60,210.0,1.2229,106.572,1.2229,4.688,40.000,61.000,11.4
