		System grid displaced elec. PV (kBtu/h)	Total grid disp. elec. PV CE (kgCO2/h)	Total CE (kgCO2/h)	Electricity (mu)	Gas (mu)	Renewables (mu)	Total nat. gas (kBtu/h)	Total electricity (kBtu/h)	Total grid displaced elec. PV (kBtu/h)	Total energy (kBtu/h)	Transformer Losses (kBtu/h)
												
Date	Time	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps	18 Havelock-test-Newcastle.aps
	13:45	-0.058	-0.0	0.6	0.10	0.03	0.00	6.390	4.267	-0.058	10.600	0.000
	14:15	-0.039	-0.0	0.6	0.10	0.03	0.00	6.580	4.267	-0.039	10.808	0.000
	14:45	-0.024	-0.0	0.6	0.10	0.03	0.00	6.793	4.267	-0.024	11.037	0.000
	15:15	-0.014	-0.0	0.6	0.10	0.03	0.00	6.953	4.267	-0.014	11.207	0.000
	15:45	-0.009	-0.0	0.6	0.10	0.03	0.00	7.044	4.267	-0.009	11.302	0.000
	16:15	-0.008	-0.0	0.6	0.10	0.03	0.00	7.122	4.267	-0.008	11.382	0.000
	16:45	-0.008	-0.0	0.6	0.10	0.03	0.00	7.180	4.267	-0.008	11.439	0.000
	17:15	-0.006	-0.0	0.6	0.10	0.03	0.00	7.251	4.267	-0.006	11.513	0.000
	17:45	-0.002	-0.0	0.7	0.10	0.03	0.00	7.363	4.267	-0.002	11.629	0.000
	18:15	0.000	0.0	0.7	0.10	0.03	0.00	6.881	5.919	0.000	12.800	0.000
	18:45	0.000	0.0	0.7	0.10	0.03	0.00	6.900	5.919	0.000	12.819	0.000
	19:15	0.000	0.0	0.7	0.10	0.03	0.00	6.921	5.919	0.000	12.840	0.000
	19:45	0.000	0.0	0.7	0.10	0.03	0.00	6.953	5.919	0.000	12.872	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	6.980	5.069	0.000	12.049	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	7.016	5.069	0.000	12.085	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	7.073	5.069	0.000	12.143	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	7.154	5.069	0.000	12.223	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	8.069	5.649	0.000	13.718	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	8.059	5.649	0.000	13.709	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.195	3.135	0.000	11.329	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.181	3.135	0.000	11.316	0.000
Thu, 23/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.302	3.048	0.000	11.350	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.333	3.048	0.000	11.380	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.363	3.048	0.000	11.410	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.390	3.048	0.000	11.438	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.408	3.048	0.000	11.456	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.417	3.048	0.000	11.464	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.437	3.048	0.000	11.484	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	8.468	3.048	0.000	11.515	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	8.500	3.048	0.000	11.547	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	8.531	3.048	0.000	11.578	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	8.557	3.048	0.000	11.604	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	8.577	3.048	0.000	11.625	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	8.609	3.048	0.000	11.656	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	8.652	3.048	0.000	11.700	0.000
	07:15	-0.003	-0.0	0.7	0.10	0.03	0.00	8.681	3.048	-0.003	11.725	0.000
	07:45	-0.011	-0.0	0.7	0.10	0.03	0.00	8.683	3.048	-0.011	11.720	0.000
	08:15	-0.016	-0.0	0.8	0.10	0.03	0.00	8.650	5.068	-0.016	13.702	0.000
	08:45	-0.017	-0.0	0.8	0.10	0.03	0.00	8.553	5.068	-0.017	13.603	0.000
	09:15	-0.020	-0.0	0.7	0.10	0.03	0.00	7.857	4.267	-0.020	12.104	0.000
	09:45	-0.025	-0.0	0.7	0.10	0.03	0.00	7.792	4.267	-0.025	12.035	0.000
	10:15	-0.039	-0.0	0.7	0.10	0.03	0.00	7.779	4.267	-0.039	12.007	0.000
	10:45	-0.063	-0.0	0.7	0.10	0.03	0.00	7.775	4.267	-0.063	11.980	0.000
	11:15	-0.079	-0.0	0.7	0.10	0.03	0.00	7.722	4.267	-0.079	11.910	0.000
	11:45	-0.086	-0.0	0.7	0.10	0.03	0.00	7.637	4.267	-0.086	11.819	0.000
	12:15	-0.091	-0.0	0.7	0.10	0.03	0.00	7.551	4.267	-0.091	11.727	0.000
	12:45	-0.095	-0.0	0.7	0.10	0.03	0.00	7.468	4.267	-0.095	11.641	0.000
	13:15	-0.089	-0.0	0.7	0.10	0.03	0.00	7.417	4.267	-0.089	11.595	0.000
	13:45	-0.075	-0.0	0.7	0.10	0.03	0.00	7.424	4.267	-0.075	11.617	0.000
	14:15	-0.059	-0.0	0.7	0.10	0.03	0.00	7.510	4.267	-0.059	11.718	0.000
	14:45	-0.040	-0.0	0.7	0.10	0.03	0.00	7.667	4.267	-0.040	11.894	0.000
	15:15	-0.027	-0.0	0.7	0.10	0.03	0.00	7.823	4.267	-0.027	12.063	0.000
	15:45	-0.020	-0.0	0.7	0.10	0.03	0.00	7.960	4.267	-0.020	12.208	0.000
	16:15	-0.013	-0.0	0.7	0.10	0.03	0.00	8.066	4.267	-0.013	12.320	0.000
	16:45	-0.008	-0.0	0.7	0.10	0.03	0.00	8.130	4.267	-0.008	12.389	0.000
	17:15	-0.004	-0.0	0.7	0.10	0.03	0.00	8.194	4.267	-0.004	12.458	0.000
	17:45	-0.001	-0.0	0.7	0.10	0.03	0.00	8.273	4.267	-0.001	12.540	0.000
	18:15	0.000	0.0	0.8	0.10	0.03	0.00	7.803	5.919	0.000	13.722	0.000
	18:45	0.000	0.0	0.8	0.10	0.03	0.00	7.881	5.919	0.000	13.800	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	7.940	5.919	0.000	13.859	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	7.990	5.919	0.000	13.909	0.000
	20:15	0.000	0.0	0.7	0.10	0.03	0.00	8.034	5.069	0.000	13.103	0.000
	20:45	0.000	0.0	0.7	0.10	0.03	0.00	8.085	5.069	0.000	13.154	0.000
	21:15	0.000	0.0	0.7	0.10	0.03	0.00	8.144	5.069	0.000	13.214	0.000
	21:45	0.000	0.0	0.7	0.10	0.03	0.00	8.205	5.069	0.000	13.274	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	9.088	5.649	0.000	14.737	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	9.032	5.649	0.000	14.681	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.146	3.135	0.000	12.281	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.138	3.135	0.000	12.272	0.000
Fri, 24/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.249	3.048	0.000	12.297	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.257	3.048	0.000	12.304	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.264	3.048	0.000	12.312	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.268	3.048	0.000	12.316	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.280	3.048	0.000	12.328	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.299	3.048	0.000	12.346	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.324	3.048	0.000	12.371	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.355	3.048	0.000	12.402	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.376	3.048	0.000	12.424	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.388	3.048	0.000	12.435	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	9.405	3.048	0.000	12.452	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	9.429	3.048	0.000	12.477	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	9.471	3.048	0.000	12.518	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	9.529	3.048	0.000	12.577	0.000
	07:15	-0.008	-0.0	0.7	0.10	0.03	0.00	9.535	3.048	-0.008	12.575	0.000
	07:45	-0.029	-0.0	0.7	0.10	0.03	0.00	9.469	3.048	-0.029	12.487	0.000
	08:15	-0.064	-0.0	0.8	0.10	0.03	0.00	9.365	5.068	-0.064	14.368	0.000
	08:45	-0.113	-0.0	0.8	0.10	0.03	0.00	9.178	5.068	-0.113	14.132	0.000
	09:15	-0.177	-0.0	0.7	0.10	0.03	0.00	8.297	4.267	-0.177	12.387	0.000
	09:45	-0.254	-0.0	0.7	0.10	0.03	0.00	7.950	4.267	-0.254	11.964	0.000
	10:15	-0.302	-0.0	0.7	0.10	0.03	0.00	7.683	4.267	-0.302	11.648	0.000
	10:45	-0.319	-0.0	0.6	0.10	0.03	0.00	7.468	4.267	-0.319	11.417	0.000
	11:15	-0.309	-0.0	0.6	0.10	0.03	0.00	7.198	4.267	-0.309	11.157	0.000
	11:45	-0.268	-0.0	0.6	0.10	0.03	0.00	6.969	4.267	-0.268	10.968	0.000
	12:15	-0.243	-0.0	0.6	0.10	0.03	0.00	6.772	4.267	-0.243	10.797	0.000
	12:45	-0.236	-0.0	0.6	0.10	0.03	0.00	6.538	4.267	-0.236	10.569	0.000
	13:15	-0.196	-0.0	0.6	0.10	0.03	0.00	6.457	4.267	-0.196	10.528	0.000
	13:45	-0.126	-0.0	0.6	0.10	0.03	0.00	6.689	4.267	-0.126	10.831	0.000
	14:15	-0.075	-0.0	0.6	0.10	0.03	0.00	7.046	4.267	-0.075	11.239	0.000
	14:45	-0.042	-0.0	0.7	0.10	0.03	0.00	7.369	4.267	-0.042	11.595	0.000
	15:15	-0.024	-0.0	0.7	0.10	0.03	0.00	7.622	4.267	-0.024	11.866	0.000
	15:45	-0.017	-0.0	0.7	0.10	0.03	0.00	7.763	4.267	-0.017	12.013	0.000
	16:15	-0.013	-0.0	0.7	0.10	0.03	0.00	7.904	4.267	-0.013	12.158	0.000
	16:45	-0.009	-0.0	0.7	0.10	0.03	0.00	8.061	4.267	-0.009	12.319	0.000
	17:15	-0.005	-0.0	0.7	0.10	0.03	0.00	8.261	4.267	-0.005	12.524	0.000
	17:45	-0.001	-0.0	0.7	0.10	0.03	0.00	8.519	4.267	-0.001	12.784	0.000
	18:15	0.000	0.0	0.8	0.10	0.03	0.00	8.155	5.919	0.000	14.074	0.000
	18:45	0.000	0.0	0.8	0.10	0.03	0.00	8.267	5.919	0.000	14.186	0.000
	19:15	0.000	0.0	0.8	0.10	0.03	0.00	8.330	5.919	0.000	14.249	0.000
	19:45	0.000	0.0	0.8	0.10	0.03	0.00	8.354	5.919	0.000	14.273	0.000
	20:15	0.000	0.0	0.8	0.10	0.03	0.00	8.374	5.069	0.000	13.443	0.000
	20:45	0.000	0.0	0.8	0.10	0.03	0.00	8.405	5.069	0.000	13.474	0.000
	21:15	0.000	0.0	0.8	0.10	0.03	0.00	8.421	5.069	0.000	13.490	0.000
	21:45	0.000	0.0	0.8	0.10	0.03	0.00	8.414	5.069	0.000	13.484	0.000
	22:15	0.000	0.0	0.8	0.10	0.03	0.00	9.259	5.649	0.000	14.908	0.000
	22:45	0.000	0.0	0.8	0.10	0.03	0.00	9.197	5.649	0.000	14.847	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	9.298	3.135	0.000	12.433	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	9.266	3.135	0.000	12.400	0.000
Sat, 25/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.367	3.048	0.000	12.415	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.380	3.048	0.000	12.427	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.419	3.048	0.000	12.467	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.485	3.048	0.000	12.533	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.507	3.048	0.000	12.554	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.485	3.048	0.000	12.533	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.469	3.048	0.000	12.516	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.456	3.048	0.000	12.503	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.457	3.048	0.000	12.505	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.472	3.048	0.000	12.520	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	9.471	3.048	0.000	12.519	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	9.456	3.048	0.000	12.504	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	9.454	3.048	0.000	12.501	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	9.461	3.048	0.000	12.509	0.000
	07:15	-0.003	-0.0	0.7	0.06	0.03	0.00	9.461	3.048	-0.003	12.506	0.000
	07:45	-0.011	-0.0	0.7	0.06	0.03	0.00	9.444	3.048	-0.011	12.481	0.000
	08:15	-0.021	-0.0	0.8	0.06	0.03	0.00	9.389	5.068	-0.021	14.435	0.000
	08:45	-0.035	-0.0	0.8	0.06	0.03	0.00	9.250	5.068	-0.035	14.282	0.000
	09:15	-0.051	-0.0	0.7	0.06	0.03	0.00	8.438	4.267	-0.051	12.655	0.000
	09:45	-0.069	-0.0	0.7	0.06	0.03	0.00	8.219	4.267	-0.069	12.418	0.000
	10:15	-0.074	-0.0	0.7	0.06	0.03	0.00	8.107	4.267	-0.074	12.300	0.000
	10:45	-0.065	-0.0	0.7	0.06	0.03	0.00	8.071	4.267	-0.065	12.273	0.000
	11:15	-0.070	-0.0	0.7	0.06	0.03	0.00	8.038	4.267	-0.070	12.236	0.000
	11:45	-0.091	-0.0	0.7	0.06	0.03	0.00	7.976	4.267	-0.091	12.153	0.000
	12:15	-0.136	-0.0	0.7	0.06	0.03	0.00	7.811	4.267	-0.136	11.943	0.000
	12:45	-0.205	-0.0	0.6	0.06	0.03	0.00	7.452	4.267	-0.205	11.515	0.000
	13:15	-0.212	-0.0	0.6	0.06	0.03	0.00	7.107	4.267	-0.212	11.162	0.000
	13:45	-0.160	-0.0	0.6	0.06	0.03	0.00	7.043	4.267	-0.160	11.151	0.000
	14:15	-0.133	-0.0	0.6	0.06	0.03	0.00	7.091	4.267	-0.133	11.225	0.000
	14:45	-0.128	-0.0	0.6	0.06	0.03	0.00	7.092	4.267	-0.128	11.232	0.000
	15:15	-0.104	-0.0	0.6	0.06	0.03	0.00	7.155	4.267	-0.104	11.319	0.000
	15:45	-0.070	-0.0	0.7	0.06	0.03	0.00	7.396	4.267	-0.070	11.593	0.000
	16:15	-0.048	-0.0	0.7	0.06	0.03	0.00	7.629	4.267	-0.048	11.849	0.000
	16:45	-0.030	-0.0	0.7	0.06	0.03	0.00	7.717	4.267	-0.030	11.954	0.000
	17:15	-0.013	-0.0	0.7	0.06	0.03	0.00	7.847	4.267	-0.013	12.101	0.000
	17:45	-0.003	-0.0	0.7	0.06	0.03	0.00	8.084	4.267	-0.003	12.348	0.000
	18:15	0.000	0.0	0.7	0.06	0.03	0.00	7.667	5.919	0.000	13.586	0.000
	18:45	0.000	0.0	0.8	0.06	0.03	0.00	7.718	5.919	0.000	13.637	0.000
	19:15	0.000	0.0	0.8	0.06	0.03	0.00	7.742	5.919	0.000	13.661	0.000
	19:45	0.000	0.0	0.8	0.06	0.03	0.00	7.759	5.919	0.000	13.678	0.000
	20:15	0.000	0.0	0.7	0.06	0.03	0.00	7.782	5.069	0.000	12.851	0.000
	20:45	0.000	0.0	0.7	0.06	0.03	0.00	7.827	5.069	0.000	12.896	0.000
	21:15	0.000	0.0	0.7	0.06	0.03	0.00	7.875	5.069	0.000	12.944	0.000
	21:45	0.000	0.0	0.7	0.06	0.03	0.00	7.919	5.069	0.000	12.989	0.000
	22:15	0.000	0.0	0.8	0.06	0.03	0.00	8.807	5.649	0.000	14.456	0.000
	22:45	0.000	0.0	0.8	0.06	0.03	0.00	8.777	5.649	0.000	14.427	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.937	3.135	0.000	12.072	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.992	3.135	0.000	12.127	0.000
Sun, 26/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	9.137	3.048	0.000	12.185	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	9.144	3.048	0.000	12.192	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	9.141	3.048	0.000	12.188	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	9.130	3.048	0.000	12.177	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	9.126	3.048	0.000	12.174	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	9.128	3.048	0.000	12.176	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	9.131	3.048	0.000	12.179	0.000
	03:45	0.000	0.0	0.7	0.06	0.03	0.00	9.137	3.048	0.000	12.185	0.000
	04:15	0.000	0.0	0.7	0.06	0.03	0.00	9.145	3.048	0.000	12.193	0.000
	04:45	0.000	0.0	0.7	0.06	0.03	0.00	9.153	3.048	0.000	12.200	0.000
	05:15	0.000	0.0	0.7	0.06	0.03	0.00	9.164	3.048	0.000	12.212	0.000
	05:45	0.000	0.0	0.7	0.06	0.03	0.00	9.179	3.048	0.000	12.226	0.000
	06:15	0.000	0.0	0.7	0.06	0.03	0.00	9.182	3.048	0.000	12.230	0.000
	06:45	0.000	0.0	0.7	0.06	0.03	0.00	9.175	3.048	0.000	12.222	0.000
	07:15	-0.002	-0.0	0.7	0.06	0.03	0.00	9.163	3.048	-0.002	12.209	0.000
	07:45	-0.006	-0.0	0.7	0.06	0.03	0.00	9.143	3.048	-0.006	12.185	0.000
	08:15	-0.022	-0.0	0.8	0.06	0.03	0.00	9.064	5.068	-0.022	14.109	0.000
	08:45	-0.052	-0.0	0.8	0.06	0.03	0.00	8.858	5.068	-0.052	13.873	0.000
	09:15	-0.076	-0.0	0.7	0.06	0.03	0.00	8.037	4.267	-0.076	12.228	0.000
	09:45	-0.094	-0.0	0.7	0.06	0.03	0.00	7.868	4.267	-0.094	12.041	0.000
	10:15	-0.095	-0.0	0.7	0.06	0.03	0.00	7.777	4.267	-0.095	11.949	0.000
	10:45	-0.080	-0.0	0.7	0.06	0.03	0.00	7.773	4.267	-0.080	11.960	0.000
	11:15	-0.083	-0.0	0.7	0.06	0.03	0.00	7.759	4.267	-0.083	11.943	0.000
	11:45	-0.106	-0.0	0.7	0.06	0.03	0.00	7.669	4.267	-0.106	11.831	0.000
	12:15	-0.105	-0.0	0.7	0.06	0.03	0.00	7.587	4.267	-0.105	11.749	0.000
	12:45	-0.081	-0.0	0.7	0.06	0.03	0.00	7.594	4.267	-0.081	11.780	0.000
	13:15	-0.056	-0.0	0.7	0.06	0.03	0.00	7.656	4.267	-0.056	11.867	0.000
	13:45	-0.029	-0.0	0.7	0.06	0.03	0.00	7.758	4.267	-0.029	11.997	0.000
	14:15	-0.015	-0.0	0.7	0.06	0.03	0.00	7.858	4.267	-0.015	12.111	0.000
	14:45	-0.014	-0.0	0.7	0.06	0.03	0.00	7.911	4.267	-0.014	12.165	0.000
	15:15	-0.011	-0.0	0.7	0.06	0.03	0.00	7.972	4.267	-0.011	12.228	0.000
	15:45	-0.007	-0.0	0.7	0.06	0.03	0.00	8.058	4.267	-0.007	12.318	0.000
	16:15	-0.004	-0.0	0.7	0.06	0.03	0.00	8.124	4.267	-0.004	12.388	0.000
	16:45	-0.001	-0.0	0.7	0.06	0.03	0.00	8.167	4.267	-0.001	12.433	0.000
	17:15	-0.000	-0.0	0.7	0.06	0.03	0.00	8.189	4.267	-0.000	12.456	0.000
	17:45	-0.000	-0.0	0.7	0.06	0.03	0.00	8.187	4.267	-0.000	12.454	0.000
	18:15	0.000	0.0	0.7	0.06	0.03	0.00	7.621	5.919	0.000	13.540	0.000
	18:45	0.000	0.0	0.7	0.06	0.03	0.00	7.594	5.919	0.000	13.513	0.000
	19:15	0.000	0.0	0.7	0.06	0.03	0.00	7.562	5.919	0.000	13.481	0.000
	19:45	0.000	0.0	0.7	0.06	0.03	0.00	7.532	5.919	0.000	13.451	0.000
	20:15	0.000	0.0	0.7	0.06	0.03	0.00	7.506	5.069	0.000	12.576	0.000
	20:45	0.000	0.0	0.7	0.06	0.03	0.00	7.499	5.069	0.000	12.568	0.000
	21:15	0.000	0.0	0.7	0.06	0.03	0.00	7.493	5.069	0.000	12.562	0.000
	21:45	0.000	0.0	0.7	0.06	0.03	0.00	7.483	5.069	0.000	12.553	0.000
	22:15	0.000	0.0	0.8	0.06	0.03	0.00	8.311	5.649	0.000	13.960	0.000
	22:45	0.000	0.0	0.8	0.06	0.03	0.00	8.212	5.649	0.000	13.861	0.000
	23:15	0.000	0.0	0.7	0.06	0.03	0.00	8.279	3.135	0.000	11.414	0.000
	23:45	0.000	0.0	0.7	0.06	0.03	0.00	8.222	3.135	0.000	11.357	0.000
Mon, 27/Feb	00:15	0.000	0.0	0.7	0.06	0.03	0.00	8.303	3.048	0.000	11.351	0.000
	00:45	0.000	0.0	0.7	0.06	0.03	0.00	8.297	3.048	0.000	11.344	0.000
	01:15	0.000	0.0	0.7	0.06	0.03	0.00	8.296	3.048	0.000	11.344	0.000
	01:45	0.000	0.0	0.7	0.06	0.03	0.00	8.297	3.048	0.000	11.344	0.000
	02:15	0.000	0.0	0.7	0.06	0.03	0.00	8.297	3.048	0.000	11.345	0.000
	02:45	0.000	0.0	0.7	0.06	0.03	0.00	8.302	3.048	0.000	11.349	0.000
	03:15	0.000	0.0	0.7	0.06	0.03	0.00	8.274	3.048	0.000	11.321	0.000
	03:45	0.000	0.0	0.6	0.06	0.03	0.00	8.213	3.048	0.000	11.261	0.000
	04:15	0.000	0.0	0.6	0.06	0.03	0.00	8.175	3.048	0.000	11.222	0.000
	04:45	0.000	0.0	0.6	0.06	0.03	0.00	8.154	3.048	0.000	11.201	0.000
	05:15	0.000	0.0	0.6	0.06	0.03	0.00	8.045	3.048	0.000	11.092	0.000
	05:45	0.000	0.0	0.6	0.06	0.03	0.00	7.848	3.048	0.000	10.896	0.000
	06:15	0.000	0.0	0.6	0.06	0.03	0.00	7.666	3.048	0.000	10.713	0.000
	06:45	0.000	0.0	0.6	0.06	0.03	0.00	7.497	3.048	0.000	10.545	0.000
	07:15	-0.003	-0.0	0.6	0.10	0.03	0.00	7.362	3.048	-0.003	10.407	0.000
	07:45	-0.008	-0.0	0.6	0.10	0.03	0.00	7.254	3.048	-0.008	10.294	0.000
	08:15	-0.018	-0.0	0.7	0.10	0.03	0.00	7.145	5.068	-0.018	12.194	0.000
	08:45	-0.036	-0.0	0.7	0.10	0.03	0.00	6.983	5.068	-0.036	12.014	0.000
	09:15	-0.053	-0.0	0.6	0.10	0.03	0.00	6.160	4.267	-0.053	10.374	0.000
	09:45	-0.068	-0.0	0.6	0.10	0.03	0.00	5.920	4.267	-0.068	10.120	0.000
	10:15	-0.078	-0.0	0.5	0.10	0.03	0.00	5.755	4.267	-0.078	9.944	0.000
	10:45	-0.085	-0.0	0.5	0.10	0.03	0.00	5.650	4.267	-0.085	9.833	0.000
	11:15	-0.086	-0.0	0.5	0.10	0.03	0.00	5.502	4.267	-0.086	9.683	0.000
	11:45	-0.082	-0.0	0.5	0.10	0.03	0.00	5.323	4.267	-0.082	9.509	0.000
	12:15	-0.108	-0.0	0.5	0.10	0.03	0.00	5.148	4.267	-0.108	9.307	0.000
	12:45	-0.163	-0.0	0.5	0.10	0.03	0.00	4.838	4.267	-0.163	8.943	0.000
	13:15	-0.189	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.189	8.767	0.000
	13:45	-0.186	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.186	8.770	0.000
	14:15	-0.156	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.156	8.800	0.000
	14:45	-0.106	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.106	8.850	0.000
	15:15	-0.084	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.084	8.872	0.000
	15:45	-0.082	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.082	8.874	0.000
	16:15	-0.078	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.078	8.878	0.000
	16:45	-0.064	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.064	8.891	0.000
	17:15	-0.033	-0.0	0.5	0.10	0.03	0.00	4.688	4.267	-0.033	8.923	0.000
	17:45	-0.007	-0.0	0.5	0.10	0.03	0.00	4.778	4.267	-0.007	9.038	0.000
	18:15	0.000	0.0	0.6	0.10	0.03	0.00	4.815	5.919	0.000	10.734	0.000
	18:45	0.000	0.0	0.6	0.10	0.03	0.00	5.181	5.919	0.000	11.100	0.000
	19:15	0.000	0.0	0.6	0.10	0.03	0.00	5.371	5.919	0.000	11.290	0.000
	19:45	0.000	0.0	0.6	0.10	0.03	0.00	5.440	5.919	0.000	11.359	0.000
	20:15	0.000	0.0	0.6	0.10	0.03	0.00	5.490	5.069	0.000	10.559	0.000
	20:45	0.000	0.0	0.6	0.10	0.03	0.00	5.547	5.069	0.000	10.616	0.000
	21:15	0.000	0.0	0.6	0.10	0.03	0.00	5.552	5.069	0.000	10.621	0.000
	21:45	0.000	0.0	0.6	0.10	0.03	0.00	5.501	5.069	0.000	10.570	0.000
	22:15	0.000	0.0	0.7	0.10	0.03	0.00	6.335	5.649	0.000	11.984	0.000
	22:45	0.000	0.0	0.7	0.10	0.03	0.00	6.300	5.649	0.000	11.949	0.000
	23:15	0.000	0.0	0.5	0.06	0.03	0.00	6.402	3.135	0.000	9.537	0.000
	23:45	0.000	0.0	0.5	0.06	0.03	0.00	6.346	3.135	0.000	9.480	0.000
Tue, 28/Feb	00:15	0.000	0.0	0.5	0.06	0.03	0.00	6.427	3.048	0.000	9.475	0.000
	00:45	0.000	0.0	0.5	0.06	0.03	0.00	6.420	3.048	0.000	9.468	0.000
	01:15	0.000	0.0	0.5	0.06	0.03	0.00	6.448	3.048	0.000	9.495	0.000
	01:45	0.000	0.0	0.5	0.06	0.03	0.00	6.511	3.048	0.000	9.559	0.000
	02:15	0.000	0.0	0.5	0.06	0.03	0.00	6.579	3.048	0.000	9.627	0.000
	02:45	0.000	0.0	0.6	0.06	0.03	0.00	6.649	3.048	0.000	9.696	0.000
	03:15	0.000	0.0	0.6	0.06	0.03	0.00	6.660	3.048	0.000	9.707	0.000
	03:45	0.000	0.0	0.5	0.06	0.03	0.00	6.609	3.048	0.000	9.656	0.000
