From,To,Cost_HP,Cost_Gas_Boiler
2024-01-25 00:00:00,2024-01-25 23:30:00,296.06072157700896,575.768758486342
2024-01-25 00:00:00,2024-01-25 23:30:00,296.06072157700896,482.2293195891228
2024-02-25 00:00:00,2024-02-25 23:30:00,144.7521519896658,289.7634495454975
