time,local_time,total_demand,heating_demand,cooling_demand
01/01/2019 00:00,01/01/2019 00:00,2.466,2.466,0
01/01/2019 01:00,01/01/2019 01:00,2.492,2.492,0
01/01/2019 02:00,01/01/2019 02:00,2.49,2.49,0
01/01/2019 03:00,01/01/2019 03:00,2.469,2.469,0
01/01/2019 04:00,01/01/2019 04:00,2.463,2.463,0
01/01/2019 05:00,01/01/2019 05:00,2.508,2.508,0
01/01/2019 06:00,01/01/2019 06:00,2.609,2.609,0
01/01/2019 07:00,01/01/2019 07:00,2.672,2.672,0
01/01/2019 08:00,01/01/2019 08:00,2.681,2.681,0
01/01/2019 09:00,01/01/2019 09:00,2.628,2.628,0
01/01/2019 10:00,01/01/2019 10:00,2.536,2.536,0
01/01/2019 11:00,01/01/2019 11:00,2.447,2.447,0
01/01/2019 12:00,01/01/2019 12:00,2.359,2.359,0
01/01/2019 13:00,01/01/2019 13:00,2.266,2.266,0
01/01/2019 14:00,01/01/2019 14:00,2.202,2.202,0
01/01/2019 15:00,01/01/2019 15:00,2.204,2.204,0
01/01/2019 16:00,01/01/2019 16:00,2.32,2.32,0
01/01/2019 17:00,01/01/2019 17:00,2.527,2.527,0
01/01/2019 18:00,01/01/2019 18:00,2.577,2.577,0
01/01/2019 19:00,01/01/2019 19:00,2.456,2.456,0
01/01/2019 20:00,01/01/2019 20:00,2.376,2.376,0
01/01/2019 21:00,01/01/2019 21:00,2.427,2.427,0
01/01/2019 22:00,01/01/2019 22:00,2.485,2.485,0
01/01/2019 23:00,01/01/2019 23:00,2.494,2.494,0
02/01/2019 00:00,02/01/2019 00:00,2.574,2.574,0
02/01/2019 01:00,02/01/2019 01:00,2.631,2.631,0
02/01/2019 02:00,02/01/2019 02:00,2.657,2.657,0
02/01/2019 03:00,02/01/2019 03:00,2.662,2.662,0
02/01/2019 04:00,02/01/2019 04:00,2.682,2.682,0
02/01/2019 05:00,02/01/2019 05:00,2.757,2.757,0
02/01/2019 06:00,02/01/2019 06:00,2.892,2.892,0
02/01/2019 07:00,02/01/2019 07:00,2.986,2.986,0
02/01/2019 08:00,02/01/2019 08:00,3.018,3.018,0
02/01/2019 09:00,02/01/2019 09:00,2.979,2.979,0
02/01/2019 10:00,02/01/2019 10:00,2.892,2.892,0
02/01/2019 11:00,02/01/2019 11:00,2.807,2.807,0
02/01/2019 12:00,02/01/2019 12:00,2.72,2.72,0
02/01/2019 13:00,02/01/2019 13:00,2.626,2.626,0
02/01/2019 14:00,02/01/2019 14:00,2.562,2.562,0
02/01/2019 15:00,02/01/2019 15:00,2.573,2.573,0
02/01/2019 16:00,02/01/2019 16:00,2.716,2.716,0
02/01/2019 17:00,02/01/2019 17:00,2.966,2.966,0
02/01/2019 18:00,02/01/2019 18:00,3.03,3.03,0
02/01/2019 19:00,02/01/2019 19:00,2.893,2.893,0
02/01/2019 20:00,02/01/2019 20:00,2.801,2.801,0
02/01/2019 21:00,02/01/2019 21:00,2.861,2.861,0
02/01/2019 22:00,02/01/2019 22:00,2.931,2.931,0
02/01/2019 23:00,02/01/2019 23:00,2.94,2.94,0
03/01/2019 00:00,03/01/2019 00:00,3.031,3.031,0
03/01/2019 01:00,03/01/2019 01:00,3.094,3.094,0
03/01/2019 02:00,03/01/2019 02:00,3.12,3.12,0
03/01/2019 03:00,03/01/2019 03:00,3.119,3.119,0
03/01/2019 04:00,03/01/2019 04:00,3.134,3.134,0
03/01/2019 05:00,03/01/2019 05:00,3.211,3.211,0
03/01/2019 06:00,03/01/2019 06:00,3.358,3.358,0
03/01/2019 07:00,03/01/2019 07:00,3.454,3.454,0
03/01/2019 08:00,03/01/2019 08:00,3.477,3.477,0
03/01/2019 09:00,03/01/2019 09:00,3.417,3.417,0
03/01/2019 10:00,03/01/2019 10:00,3.302,3.302,0
03/01/2019 11:00,03/01/2019 11:00,3.188,3.188,0
03/01/2019 12:00,03/01/2019 12:00,3.073,3.073,0
03/01/2019 13:00,03/01/2019 13:00,2.948,2.948,0
03/01/2019 14:00,03/01/2019 14:00,2.859,2.859,0
03/01/2019 15:00,03/01/2019 15:00,2.853,2.853,0
03/01/2019 16:00,03/01/2019 16:00,2.992,2.992,0
03/01/2019 17:00,03/01/2019 17:00,3.245,3.245,0
03/01/2019 18:00,03/01/2019 18:00,3.292,3.292,0
03/01/2019 19:00,03/01/2019 19:00,3.121,3.121,0
03/01/2019 20:00,03/01/2019 20:00,3.001,3.001,0
03/01/2019 21:00,03/01/2019 21:00,3.045,3.045,0
03/01/2019 22:00,03/01/2019 22:00,3.096,3.096,0
03/01/2019 23:00,03/01/2019 23:00,3.085,3.085,0
04/01/2019 00:00,04/01/2019 00:00,3.159,3.159,0
04/01/2019 01:00,04/01/2019 01:00,3.203,3.203,0
04/01/2019 02:00,04/01/2019 02:00,3.209,3.209,0
04/01/2019 03:00,04/01/2019 03:00,3.187,3.187,0
04/01/2019 04:00,04/01/2019 04:00,3.184,3.184,0
04/01/2019 05:00,04/01/2019 05:00,3.244,3.244,0
04/01/2019 06:00,04/01/2019 06:00,3.374,3.374,0
04/01/2019 07:00,04/01/2019 07:00,3.453,3.453,0
04/01/2019 08:00,04/01/2019 08:00,3.46,3.46,0
04/01/2019 09:00,04/01/2019 09:00,3.387,3.387,0
04/01/2019 10:00,04/01/2019 10:00,3.26,3.26,0
04/01/2019 11:00,04/01/2019 11:00,3.138,3.138,0
04/01/2019 12:00,04/01/2019 12:00,3.017,3.017,0
04/01/2019 13:00,04/01/2019 13:00,2.889,2.889,0
04/01/2019 14:00,04/01/2019 14:00,2.798,2.798,0
04/01/2019 15:00,04/01/2019 15:00,2.79,2.79,0
04/01/2019 16:00,04/01/2019 16:00,2.925,2.925,0
04/01/2019 17:00,04/01/2019 17:00,3.173,3.173,0
04/01/2019 18:00,04/01/2019 18:00,3.22,3.22,0
04/01/2019 19:00,04/01/2019 19:00,3.056,3.056,0
04/01/2019 20:00,04/01/2019 20:00,2.941,2.941,0
04/01/2019 21:00,04/01/2019 21:00,2.987,2.987,0
04/01/2019 22:00,04/01/2019 22:00,3.042,3.042,0
04/01/2019 23:00,04/01/2019 23:00,3.035,3.035,0
05/01/2019 00:00,05/01/2019 00:00,3.113,3.113,0
05/01/2019 01:00,05/01/2019 01:00,3.162,3.162,0
05/01/2019 02:00,05/01/2019 02:00,3.172,3.172,0
05/01/2019 03:00,05/01/2019 03:00,3.156,3.156,0
05/01/2019 04:00,05/01/2019 04:00,3.156,3.156,0
05/01/2019 05:00,05/01/2019 05:00,3.219,3.219,0
05/01/2019 06:00,05/01/2019 06:00,3.351,3.351,0
05/01/2019 07:00,05/01/2019 07:00,3.432,3.432,0
05/01/2019 08:00,05/01/2019 08:00,3.44,3.44,0
05/01/2019 09:00,05/01/2019 09:00,3.366,3.366,0
05/01/2019 10:00,05/01/2019 10:00,3.238,3.238,0
05/01/2019 11:00,05/01/2019 11:00,3.113,3.113,0
05/01/2019 12:00,05/01/2019 12:00,2.988,2.988,0
05/01/2019 13:00,05/01/2019 13:00,2.855,2.855,0
05/01/2019 14:00,05/01/2019 14:00,2.757,2.757,0
05/01/2019 15:00,05/01/2019 15:00,2.74,2.74,0
05/01/2019 16:00,05/01/2019 16:00,2.861,2.861,0
05/01/2019 17:00,05/01/2019 17:00,3.09,3.09,0
05/01/2019 18:00,05/01/2019 18:00,3.121,3.121,0
05/01/2019 19:00,05/01/2019 19:00,2.946,2.946,0
05/01/2019 20:00,05/01/2019 20:00,2.819,2.819,0
05/01/2019 21:00,05/01/2019 21:00,2.846,2.846,0
05/01/2019 22:00,05/01/2019 22:00,2.881,2.881,0
05/01/2019 23:00,05/01/2019 23:00,2.855,2.855,0
06/01/2019 00:00,06/01/2019 00:00,2.909,2.909,0
06/01/2019 01:00,06/01/2019 01:00,2.934,2.934,0
06/01/2019 02:00,06/01/2019 02:00,2.922,2.922,0
06/01/2019 03:00,06/01/2019 03:00,2.886,2.886,0
06/01/2019 04:00,06/01/2019 04:00,2.865,2.865,0
06/01/2019 05:00,06/01/2019 05:00,2.901,2.901,0
06/01/2019 06:00,06/01/2019 06:00,2.997,2.997,0
06/01/2019 07:00,06/01/2019 07:00,3.046,3.046,0
06/01/2019 08:00,06/01/2019 08:00,3.03,3.03,0
06/01/2019 09:00,06/01/2019 09:00,2.944,2.944,0
06/01/2019 10:00,06/01/2019 10:00,2.811,2.811,0
06/01/2019 11:00,06/01/2019 11:00,2.684,2.684,0
06/01/2019 12:00,06/01/2019 12:00,2.558,2.558,0
06/01/2019 13:00,06/01/2019 13:00,2.428,2.428,0
06/01/2019 14:00,06/01/2019 14:00,2.329,2.329,0
06/01/2019 15:00,06/01/2019 15:00,2.3,2.3,0
06/01/2019 16:00,06/01/2019 16:00,2.387,2.387,0
06/01/2019 17:00,06/01/2019 17:00,2.564,2.564,0
06/01/2019 18:00,06/01/2019 18:00,2.576,2.576,0
06/01/2019 19:00,06/01/2019 19:00,2.419,2.419,0
06/01/2019 20:00,06/01/2019 20:00,2.304,2.304,0
06/01/2019 21:00,06/01/2019 21:00,2.317,2.317,0
06/01/2019 22:00,06/01/2019 22:00,2.335,2.335,0
06/01/2019 23:00,06/01/2019 23:00,2.306,2.306,0
07/01/2019 00:00,07/01/2019 00:00,2.342,2.342,0
07/01/2019 01:00,07/01/2019 01:00,2.356,2.356,0
07/01/2019 02:00,07/01/2019 02:00,2.342,2.342,0
07/01/2019 03:00,07/01/2019 03:00,2.309,2.309,0
07/01/2019 04:00,07/01/2019 04:00,2.29,2.29,0
07/01/2019 05:00,07/01/2019 05:00,2.318,2.318,0
07/01/2019 06:00,07/01/2019 06:00,2.395,2.395,0
07/01/2019 07:00,07/01/2019 07:00,2.436,2.436,0
07/01/2019 08:00,07/01/2019 08:00,2.427,2.427,0
07/01/2019 09:00,07/01/2019 09:00,2.363,2.363,0
07/01/2019 10:00,07/01/2019 10:00,2.264,2.264,0
07/01/2019 11:00,07/01/2019 11:00,2.169,2.169,0
07/01/2019 12:00,07/01/2019 12:00,2.077,2.077,0
07/01/2019 13:00,07/01/2019 13:00,1.982,1.982,0
07/01/2019 14:00,07/01/2019 14:00,1.913,1.913,0
07/01/2019 15:00,07/01/2019 15:00,1.903,1.903,0
07/01/2019 16:00,07/01/2019 16:00,1.99,1.99,0
07/01/2019 17:00,07/01/2019 17:00,2.156,2.156,0
07/01/2019 18:00,07/01/2019 18:00,2.185,2.185,0
07/01/2019 19:00,07/01/2019 19:00,2.072,2.072,0
07/01/2019 20:00,07/01/2019 20:00,1.994,1.994,0
07/01/2019 21:00,07/01/2019 21:00,2.027,2.027,0
07/01/2019 22:00,07/01/2019 22:00,2.066,2.066,0
07/01/2019 23:00,07/01/2019 23:00,2.065,2.065,0
08/01/2019 00:00,08/01/2019 00:00,2.123,2.123,0
08/01/2019 01:00,08/01/2019 01:00,2.162,2.162,0
08/01/2019 02:00,08/01/2019 02:00,2.177,2.177,0
08/01/2019 03:00,08/01/2019 03:00,2.174,2.174,0
08/01/2019 04:00,08/01/2019 04:00,2.185,2.185,0
08/01/2019 05:00,08/01/2019 05:00,2.24,2.24,0
08/01/2019 06:00,08/01/2019 06:00,2.345,2.345,0
08/01/2019 07:00,08/01/2019 07:00,2.417,2.417,0
08/01/2019 08:00,08/01/2019 08:00,2.439,2.439,0
08/01/2019 09:00,08/01/2019 09:00,2.405,2.405,0
08/01/2019 10:00,08/01/2019 10:00,2.333,2.333,0
08/01/2019 11:00,08/01/2019 11:00,2.263,2.263,0
08/01/2019 12:00,08/01/2019 12:00,2.193,2.193,0
08/01/2019 13:00,08/01/2019 13:00,2.117,2.117,0
08/01/2019 14:00,08/01/2019 14:00,2.066,2.066,0
08/01/2019 15:00,08/01/2019 15:00,2.076,2.076,0
08/01/2019 16:00,08/01/2019 16:00,2.193,2.193,0
08/01/2019 17:00,08/01/2019 17:00,2.398,2.398,0
08/01/2019 18:00,08/01/2019 18:00,2.452,2.452,0
08/01/2019 19:00,08/01/2019 19:00,2.345,2.345,0
08/01/2019 20:00,08/01/2019 20:00,2.274,2.274,0
08/01/2019 21:00,08/01/2019 21:00,2.327,2.327,0
08/01/2019 22:00,08/01/2019 22:00,2.387,2.387,0
08/01/2019 23:00,08/01/2019 23:00,2.399,2.399,0
09/01/2019 00:00,09/01/2019 00:00,2.479,2.479,0
09/01/2019 01:00,09/01/2019 01:00,2.535,2.535,0
09/01/2019 02:00,09/01/2019 02:00,2.562,2.562,0
09/01/2019 03:00,09/01/2019 03:00,2.566,2.566,0
09/01/2019 04:00,09/01/2019 04:00,2.584,2.584,0
09/01/2019 05:00,09/01/2019 05:00,2.653,2.653,0
09/01/2019 06:00,09/01/2019 06:00,2.78,2.78,0
09/01/2019 07:00,09/01/2019 07:00,2.866,2.866,0
09/01/2019 08:00,09/01/2019 08:00,2.891,2.891,0
09/01/2019 09:00,09/01/2019 09:00,2.846,2.846,0
09/01/2019 10:00,09/01/2019 10:00,2.755,2.755,0
09/01/2019 11:00,09/01/2019 11:00,2.665,2.665,0
09/01/2019 12:00,09/01/2019 12:00,2.573,2.573,0
09/01/2019 13:00,09/01/2019 13:00,2.473,2.473,0
09/01/2019 14:00,09/01/2019 14:00,2.402,2.402,0
09/01/2019 15:00,09/01/2019 15:00,2.4,2.4,0
09/01/2019 16:00,09/01/2019 16:00,2.521,2.521,0
09/01/2019 17:00,09/01/2019 17:00,2.738,2.738,0
09/01/2019 18:00,09/01/2019 18:00,2.781,2.781,0
09/01/2019 19:00,09/01/2019 19:00,2.639,2.639,0
09/01/2019 20:00,09/01/2019 20:00,2.54,2.54,0
09/01/2019 21:00,09/01/2019 21:00,2.579,2.579,0
09/01/2019 22:00,09/01/2019 22:00,2.624,2.624,0
09/01/2019 23:00,09/01/2019 23:00,2.616,2.616,0
10/01/2019 00:00,10/01/2019 00:00,2.68,2.68,0
10/01/2019 01:00,10/01/2019 01:00,2.719,2.719,0
10/01/2019 02:00,10/01/2019 02:00,2.724,2.724,0
10/01/2019 03:00,10/01/2019 03:00,2.706,2.706,0
10/01/2019 04:00,10/01/2019 04:00,2.703,2.703,0
10/01/2019 05:00,10/01/2019 05:00,2.753,2.753,0
10/01/2019 06:00,10/01/2019 06:00,2.862,2.862,0
10/01/2019 07:00,10/01/2019 07:00,2.928,2.928,0
10/01/2019 08:00,10/01/2019 08:00,2.932,2.932,0
10/01/2019 09:00,10/01/2019 09:00,2.867,2.867,0
10/01/2019 10:00,10/01/2019 10:00,2.757,2.757,0
10/01/2019 11:00,10/01/2019 11:00,2.651,2.651,0
10/01/2019 12:00,10/01/2019 12:00,2.545,2.545,0
10/01/2019 13:00,10/01/2019 13:00,2.433,2.433,0
10/01/2019 14:00,10/01/2019 14:00,2.353,2.353,0
10/01/2019 15:00,10/01/2019 15:00,2.341,2.341,0
10/01/2019 16:00,10/01/2019 16:00,2.449,2.449,0
10/01/2019 17:00,10/01/2019 17:00,2.651,2.651,0
10/01/2019 18:00,10/01/2019 18:00,2.684,2.684,0
10/01/2019 19:00,10/01/2019 19:00,2.541,2.541,0
10/01/2019 20:00,10/01/2019 20:00,2.439,2.439,0
10/01/2019 21:00,10/01/2019 21:00,2.471,2.471,0
10/01/2019 22:00,10/01/2019 22:00,2.509,2.509,0
10/01/2019 23:00,10/01/2019 23:00,2.497,2.497,0
11/01/2019 00:00,11/01/2019 00:00,2.553,2.553,0
11/01/2019 01:00,11/01/2019 01:00,2.586,2.586,0
11/01/2019 02:00,11/01/2019 02:00,2.586,2.586,0
11/01/2019 03:00,11/01/2019 03:00,2.566,2.566,0
11/01/2019 04:00,11/01/2019 04:00,2.558,2.558,0
11/01/2019 05:00,11/01/2019 05:00,2.602,2.602,0
11/01/2019 06:00,11/01/2019 06:00,2.7,2.7,0
11/01/2019 07:00,11/01/2019 07:00,2.757,2.757,0
11/01/2019 08:00,11/01/2019 08:00,2.755,2.755,0
11/01/2019 09:00,11/01/2019 09:00,2.688,2.688,0
11/01/2019 10:00,11/01/2019 10:00,2.579,2.579,0
11/01/2019 11:00,11/01/2019 11:00,2.472,2.472,0
11/01/2019 12:00,11/01/2019 12:00,2.367,2.367,0
11/01/2019 13:00,11/01/2019 13:00,2.255,2.255,0
11/01/2019 14:00,11/01/2019 14:00,2.172,2.172,0
11/01/2019 15:00,11/01/2019 15:00,2.153,2.153,0
11/01/2019 16:00,11/01/2019 16:00,2.242,2.242,0
11/01/2019 17:00,11/01/2019 17:00,2.416,2.416,0
11/01/2019 18:00,11/01/2019 18:00,2.435,2.435,0
11/01/2019 19:00,11/01/2019 19:00,2.293,2.293,0
11/01/2019 20:00,11/01/2019 20:00,2.191,2.191,0
11/01/2019 21:00,11/01/2019 21:00,2.208,2.208,0
11/01/2019 22:00,11/01/2019 22:00,2.23,2.23,0
11/01/2019 23:00,11/01/2019 23:00,2.207,2.207,0
12/01/2019 00:00,12/01/2019 00:00,2.246,2.246,0
12/01/2019 01:00,12/01/2019 01:00,2.262,2.262,0
12/01/2019 02:00,12/01/2019 02:00,2.251,2.251,0
12/01/2019 03:00,12/01/2019 03:00,2.221,2.221,0
12/01/2019 04:00,12/01/2019 04:00,2.204,2.204,0
12/01/2019 05:00,12/01/2019 05:00,2.231,2.231,0
12/01/2019 06:00,12/01/2019 06:00,2.304,2.304,0
12/01/2019 07:00,12/01/2019 07:00,2.343,2.343,0
12/01/2019 08:00,12/01/2019 08:00,2.332,2.332,0
12/01/2019 09:00,12/01/2019 09:00,2.267,2.267,0
12/01/2019 10:00,12/01/2019 10:00,2.167,2.167,0
12/01/2019 11:00,12/01/2019 11:00,2.072,2.072,0
12/01/2019 12:00,12/01/2019 12:00,1.979,1.979,0
12/01/2019 13:00,12/01/2019 13:00,1.882,1.882,0
12/01/2019 14:00,12/01/2019 14:00,1.81,1.81,0
12/01/2019 15:00,12/01/2019 15:00,1.793,1.793,0
12/01/2019 16:00,12/01/2019 16:00,1.867,1.867,0
12/01/2019 17:00,12/01/2019 17:00,2.013,2.013,0
12/01/2019 18:00,12/01/2019 18:00,2.03,2.03,0
12/01/2019 19:00,12/01/2019 19:00,1.915,1.915,0
12/01/2019 20:00,12/01/2019 20:00,1.833,1.833,0
12/01/2019 21:00,12/01/2019 21:00,1.852,1.852,0
12/01/2019 22:00,12/01/2019 22:00,1.876,1.876,0
12/01/2019 23:00,12/01/2019 23:00,1.864,1.864,0
13/01/2019 00:00,13/01/2019 00:00,1.904,1.904,0
13/01/2019 01:00,13/01/2019 01:00,1.927,1.927,0
13/01/2019 02:00,13/01/2019 02:00,1.928,1.928,0
13/01/2019 03:00,13/01/2019 03:00,1.914,1.914,0
13/01/2019 04:00,13/01/2019 04:00,1.912,1.912,0
13/01/2019 05:00,13/01/2019 05:00,1.948,1.948,0
13/01/2019 06:00,13/01/2019 06:00,2.028,2.028,0
13/01/2019 07:00,13/01/2019 07:00,2.079,2.079,0
13/01/2019 08:00,13/01/2019 08:00,2.087,2.087,0
13/01/2019 09:00,13/01/2019 09:00,2.047,2.047,0
13/01/2019 10:00,13/01/2019 10:00,1.976,1.976,0
13/01/2019 11:00,13/01/2019 11:00,1.909,1.909,0
13/01/2019 12:00,13/01/2019 12:00,1.842,1.842,0
13/01/2019 13:00,13/01/2019 13:00,1.771,1.771,0
13/01/2019 14:00,13/01/2019 14:00,1.723,1.723,0
13/01/2019 15:00,13/01/2019 15:00,1.726,1.726,0
13/01/2019 16:00,13/01/2019 16:00,1.819,1.819,0
13/01/2019 17:00,13/01/2019 17:00,1.984,1.984,0
13/01/2019 18:00,13/01/2019 18:00,2.025,2.025,0
13/01/2019 19:00,13/01/2019 19:00,1.933,1.933,0
13/01/2019 20:00,13/01/2019 20:00,1.872,1.872,0
13/01/2019 21:00,13/01/2019 21:00,1.913,1.913,0
13/01/2019 22:00,13/01/2019 22:00,1.96,1.96,0
13/01/2019 23:00,13/01/2019 23:00,1.968,1.968,0
14/01/2019 00:00,14/01/2019 00:00,2.031,2.031,0
14/01/2019 01:00,14/01/2019 01:00,2.075,2.075,0
14/01/2019 02:00,14/01/2019 02:00,2.095,2.095,0
14/01/2019 03:00,14/01/2019 03:00,2.097,2.097,0
14/01/2019 04:00,14/01/2019 04:00,2.11,2.11,0
14/01/2019 05:00,14/01/2019 05:00,2.164,2.164,0
14/01/2019 06:00,14/01/2019 06:00,2.266,2.266,0
14/01/2019 07:00,14/01/2019 07:00,2.334,2.334,0
14/01/2019 08:00,14/01/2019 08:00,2.351,2.351,0
14/01/2019 09:00,14/01/2019 09:00,2.313,2.313,0
14/01/2019 10:00,14/01/2019 10:00,2.236,2.236,0
14/01/2019 11:00,14/01/2019 11:00,2.16,2.16,0
14/01/2019 12:00,14/01/2019 12:00,2.082,2.082,0
14/01/2019 13:00,14/01/2019 13:00,1.997,1.997,0
14/01/2019 14:00,14/01/2019 14:00,1.936,1.936,0
14/01/2019 15:00,14/01/2019 15:00,1.931,1.931,0
14/01/2019 16:00,14/01/2019 16:00,2.023,2.023,0
14/01/2019 17:00,14/01/2019 17:00,2.192,2.192,0
14/01/2019 18:00,14/01/2019 18:00,2.221,2.221,0
14/01/2019 19:00,14/01/2019 19:00,2.102,2.102,0
14/01/2019 20:00,14/01/2019 20:00,2.018,2.018,0
14/01/2019 21:00,14/01/2019 21:00,2.043,2.043,0
14/01/2019 22:00,14/01/2019 22:00,2.074,2.074,0
14/01/2019 23:00,14/01/2019 23:00,2.062,2.062,0
15/01/2019 00:00,15/01/2019 00:00,2.107,2.107,0
15/01/2019 01:00,15/01/2019 01:00,2.131,2.131,0
15/01/2019 02:00,15/01/2019 02:00,2.13,2.13,0
15/01/2019 03:00,15/01/2019 03:00,2.111,2.111,0
15/01/2019 04:00,15/01/2019 04:00,2.103,2.103,0
15/01/2019 05:00,15/01/2019 05:00,2.138,2.138,0
15/01/2019 06:00,15/01/2019 06:00,2.218,2.218,0
15/01/2019 07:00,15/01/2019 07:00,2.265,2.265,0
15/01/2019 08:00,15/01/2019 08:00,2.264,2.264,0
15/01/2019 09:00,15/01/2019 09:00,2.211,2.211,0
15/01/2019 10:00,15/01/2019 10:00,2.124,2.124,0
15/01/2019 11:00,15/01/2019 11:00,2.04,2.04,0
15/01/2019 12:00,15/01/2019 12:00,1.958,1.958,0
15/01/2019 13:00,15/01/2019 13:00,1.872,1.872,0
15/01/2019 14:00,15/01/2019 14:00,1.81,1.81,0
15/01/2019 15:00,15/01/2019 15:00,1.803,1.803,0
15/01/2019 16:00,15/01/2019 16:00,1.888,1.888,0
15/01/2019 17:00,15/01/2019 17:00,2.047,2.047,0
15/01/2019 18:00,15/01/2019 18:00,2.077,2.077,0
15/01/2019 19:00,15/01/2019 19:00,1.971,1.971,0
15/01/2019 20:00,15/01/2019 20:00,1.898,1.898,0
15/01/2019 21:00,15/01/2019 21:00,1.929,1.929,0
15/01/2019 22:00,15/01/2019 22:00,1.968,1.968,0
15/01/2019 23:00,15/01/2019 23:00,1.967,1.967,0
16/01/2019 00:00,16/01/2019 00:00,2.023,2.023,0
16/01/2019 01:00,16/01/2019 01:00,2.061,2.061,0
16/01/2019 02:00,16/01/2019 02:00,2.075,2.075,0
16/01/2019 03:00,16/01/2019 03:00,2.074,2.074,0
16/01/2019 04:00,16/01/2019 04:00,2.085,2.085,0
16/01/2019 05:00,16/01/2019 05:00,2.139,2.139,0
16/01/2019 06:00,16/01/2019 06:00,2.241,2.241,0
16/01/2019 07:00,16/01/2019 07:00,2.311,2.311,0
16/01/2019 08:00,16/01/2019 08:00,2.335,2.335,0
16/01/2019 09:00,16/01/2019 09:00,2.305,2.305,0
16/01/2019 10:00,16/01/2019 10:00,2.239,2.239,0
16/01/2019 11:00,16/01/2019 11:00,2.176,2.176,0
16/01/2019 12:00,16/01/2019 12:00,2.112,2.112,0
16/01/2019 13:00,16/01/2019 13:00,2.043,2.043,0
16/01/2019 14:00,16/01/2019 14:00,1.999,1.999,0
16/01/2019 15:00,16/01/2019 15:00,2.014,2.014,0
16/01/2019 16:00,16/01/2019 16:00,2.133,2.133,0
16/01/2019 17:00,16/01/2019 17:00,2.339,2.339,0
16/01/2019 18:00,16/01/2019 18:00,2.4,2.4,0
16/01/2019 19:00,16/01/2019 19:00,2.302,2.302,0
16/01/2019 20:00,16/01/2019 20:00,2.24,2.24,0
16/01/2019 21:00,16/01/2019 21:00,2.301,2.301,0
16/01/2019 22:00,16/01/2019 22:00,2.369,2.369,0
16/01/2019 23:00,16/01/2019 23:00,2.391,2.391,0
17/01/2019 00:00,17/01/2019 00:00,2.479,2.479,0
17/01/2019 01:00,17/01/2019 01:00,2.546,2.546,0
17/01/2019 02:00,17/01/2019 02:00,2.583,2.583,0
17/01/2019 03:00,17/01/2019 03:00,2.598,2.598,0
17/01/2019 04:00,17/01/2019 04:00,2.627,2.627,0
17/01/2019 05:00,17/01/2019 05:00,2.709,2.709,0
17/01/2019 06:00,17/01/2019 06:00,2.851,2.851,0
17/01/2019 07:00,17/01/2019 07:00,2.952,2.952,0
17/01/2019 08:00,17/01/2019 08:00,2.991,2.991,0
17/01/2019 09:00,17/01/2019 09:00,2.958,2.958,0
17/01/2019 10:00,17/01/2019 10:00,2.876,2.876,0
17/01/2019 11:00,17/01/2019 11:00,2.795,2.795,0
17/01/2019 12:00,17/01/2019 12:00,2.711,2.711,0
17/01/2019 13:00,17/01/2019 13:00,2.618,2.618,0
17/01/2019 14:00,17/01/2019 14:00,2.554,2.554,0
17/01/2019 15:00,17/01/2019 15:00,2.565,2.565,0
17/01/2019 16:00,17/01/2019 16:00,2.706,2.706,0
17/01/2019 17:00,17/01/2019 17:00,2.953,2.953,0
17/01/2019 18:00,17/01/2019 18:00,3.014,3.014,0
17/01/2019 19:00,17/01/2019 19:00,2.874,2.874,0
17/01/2019 20:00,17/01/2019 20:00,2.78,2.78,0
17/01/2019 21:00,17/01/2019 21:00,2.836,2.836,0
17/01/2019 22:00,17/01/2019 22:00,2.9,2.9,0
17/01/2019 23:00,17/01/2019 23:00,2.905,2.905,0
18/01/2019 00:00,18/01/2019 00:00,2.991,2.991,0
18/01/2019 01:00,18/01/2019 01:00,3.049,3.049,0
18/01/2019 02:00,18/01/2019 02:00,3.069,3.069,0
18/01/2019 03:00,18/01/2019 03:00,3.064,3.064,0
18/01/2019 04:00,18/01/2019 04:00,3.075,3.075,0
18/01/2019 05:00,18/01/2019 05:00,3.147,3.147,0
18/01/2019 06:00,18/01/2019 06:00,3.288,3.288,0
18/01/2019 07:00,18/01/2019 07:00,3.379,3.379,0
18/01/2019 08:00,18/01/2019 08:00,3.4,3.4,0
18/01/2019 09:00,18/01/2019 09:00,3.34,3.34,0
18/01/2019 10:00,18/01/2019 10:00,3.226,3.226,0
18/01/2019 11:00,18/01/2019 11:00,3.116,3.116,0
18/01/2019 12:00,18/01/2019 12:00,3.004,3.004,0
18/01/2019 13:00,18/01/2019 13:00,2.885,2.885,0
18/01/2019 14:00,18/01/2019 14:00,2.801,2.801,0
18/01/2019 15:00,18/01/2019 15:00,2.799,2.799,0
18/01/2019 16:00,18/01/2019 16:00,2.94,2.94,0
18/01/2019 17:00,18/01/2019 17:00,3.195,3.195,0
18/01/2019 18:00,18/01/2019 18:00,3.248,3.248,0
18/01/2019 19:00,18/01/2019 19:00,3.086,3.086,0
18/01/2019 20:00,18/01/2019 20:00,2.974,2.974,0
18/01/2019 21:00,18/01/2019 21:00,3.025,3.025,0
18/01/2019 22:00,18/01/2019 22:00,3.084,3.084,0
18/01/2019 23:00,18/01/2019 23:00,3.08,3.08,0
19/01/2019 00:00,19/01/2019 00:00,3.162,3.162,0
19/01/2019 01:00,19/01/2019 01:00,3.215,3.215,0
19/01/2019 02:00,19/01/2019 02:00,3.228,3.228,0
19/01/2019 03:00,19/01/2019 03:00,3.215,3.215,0
