From,To,Cost_HP,Cost_Gas_Boiler
2023-01-01 00:00:00,2023-03-31 23:30:00,105086.91831481265,134069.9347440844
2023-04-01 00:00:00,2023-06-30 23:30:00,64859.95966392176,78150.17937909394
2023-07-01 00:00:00,2023-09-30 23:30:00,56715.889900882496,59299.35562957673
2023-10-01 00:00:00,2023-12-31 23:30:00,69125.10238702298,70498.16240915637
